"","RG_Qiagen DSP Virus","RG_Zymo MagBead DNone Kit","RG_MagAttract PowerMag Soil","RG_MagAttract PowerMag Microbiome","RG_Qiagen QIAamp  Modified","Study_Qiagen DSP Virus","Study_Zymo MagBead DNone Kit","Study_MagAttract PowerMag Soil","Study_MagAttract PowerMag Microbiome","Study_Qiagen QIAamp  Modified"
"GenObs_Av",32.8888888888889,38.1,33.7272727272727,37.1111111111111,34.5714285714286,0.75,32.1111111111111,39.25,37.12,42.7058823529412
