"","SC284728.PC04924.E12","SC284729.PC04924.F12","SC249421.PC04924.H06","SC249410.PC04924.E05","SC253845.PC04924.H10","SC249452.PC04924.D10","SC253846.PC04924.A11","SC249447.PC04924.G09","SC249433.PC04924.B08","SC249426.PC04924.D07","SC249417.PC04924.D06","SC249436.PC04924.E08","SC249365.PC04924.H01","SC249360.PC04924.C01","SC249428.PC04924.F07","SC249358.PC04924.A01","SC249446.PC04924.F09","SC253851.PC04924.E11","SC249409.PC04924.D05","SC249427.PC04924.E07","SC249413.PC04924.H05","SC249434.PC04924.C08","SC253848.PC04924.C11","SC249443.PC04924.D09","SC249439.PC04924.H08","SC249363.PC04924.F01","SC253853.PC04924.G11","SC249415.PC04924.B06","SC249438.PC04924.G08","SC249367.PC04924.A02","SC249423.PC04924.A07","SC249450.PC04924.B10","SC284724.PC04924.A12","SC284725.PC04924.B12","SC284726.PC04924.C12","SC284727.PC04924.D12","NTC.PC04924.H12","SC249388.PC04924.A03","SC249389.PC04924.B03","SC249390.PC04924.C03","SC249382.PC04924.D02","SC249391.PC04924.D03","SC249383.PC04924.E02","SC249392.PC04924.E03","SC249384.PC04924.F02","SC249393.PC04924.F03","SC249385.PC04924.G02","SC249386.PC04924.H02","SC249396.PC04924.A04","SC249405.PC04924.A05","SC249397.PC04924.B04","SC249398.PC04924.C04","SC249399.PC04924.D04","SC249400.PC04924.E04","SC249401.PC04924.F04","SC249394.PC04924.G03","SC249403.PC04924.G04","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249453.PC04924.E10","SC249369.PC04924.C02","SC249411.PC04924.F05","SC253852.PC04924.F11","SC253843.PC04924.F10","SC249359.PC04924.B01","SC249448.PC04924.H09","SC249361.PC04924.D01","SC249445.PC04924.E09","SC253849.PC04924.D11","SC249449.PC04924.A10","SC249419.PC04924.F06","SC249440.PC04924.A09","SC249429.PC04924.G07","SC249407.PC04924.B05","SC249364.PC04924.G01","SC249435.PC04924.D08","SC249418.PC04924.E06","SC249414.PC04924.A06","SC249424.PC04924.B07","SC249430.PC04924.H07","SC249416.PC04924.C06","SC253847.PC04924.B11","SC249441.PC04924.B09","Water.PC04924.G12","SC249451.PC04924.C10","SC249420.PC04924.G06","SC253854.PC04924.H11","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249362.PC04924.E01","SC249408.PC04924.C05","SC249437.PC04924.F08","SC249368.PC04924.B02","SC253844.PC04924.G10","SC249412.PC04924.G05","SC249442.PC04924.C09","SC284734.PC04925.E12","SC284735.PC04925.F12","SC253186.PC04925.D06","SC249410.PC04925.F02","SC253845.PC04925.C09","SC253193.PC04925.C07","SC253846.PC04925.D09","SC253200.PC04925.C08","SC249447.PC04925.C05","SC249433.PC04925.C04","SC249426.PC04925.F03","SC261528.PC04925.E10","SC253182.PC04925.H05","SC249436.PC04925.E04","SC261516.PC04925.H10","SC253195.PC04925.E07","SC253204.PC04925.A09","SC253192.PC04925.B07","SC253185.PC04925.C06","SC253191.PC04925.A07","SC253202.PC04925.F08","SC249431.PC04925.A04","SC249406.PC04925.D02","SC261525.PC04925.D10","SC261529.PC04925.F10","SC249444.PC04925.A05","SC261518.PC04925.C10","SC249366.PC04925.D01","SC249422.PC04925.D03","SC261524.PC04925.H09","SC284730.PC04925.A12","SC284731.PC04925.B12","SC284732.PC04925.C12","SC284733.PC04925.D12","NTC.PC04925.H12","SC249382.PC04925.F01","SC249387.PC04925.G01","SC249391.PC04925.H01","SC249396.PC04925.A02","SC249399.PC04925.B02","SC249405.PC04925.C02","SC249453.PC04925.F05","SC261523.PC04925.G10","SC249369.PC04925.E01","SC249411.PC04925.G02","SC253852.PC04925.G09","SC253843.PC04925.B09","SC249359.PC04925.A01","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249361.PC04925.A10","SC249361.PC04925.B01","SC249445.PC04925.B05","SC261517.PC04925.B11","SC253184.PC04925.B06","SC253849.PC04925.F09","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC249449.PC04925.E05","SC249419.PC04925.C03","SC249440.PC04925.G04","SC261531.PC04925.G11","SC253188.PC04925.E06","SC249429.PC04925.G03","SC261515.PC04925.H11","SC249435.PC04925.D04","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249418.PC04925.B03","SC261526.PC04925.C11","SC249414.PC04925.H02","SC249424.PC04925.E03","SC249430.PC04925.H03","SC249416.PC04925.A03","SC261527.PC04925.B10","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253183.PC04925.A06","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253847.PC04925.E09","SC261532.PC04925.D11","SC249441.PC04925.H04","Water.PC04925.G12","SC261522.PC04925.F11","SC253181.PC04925.G05","SC253194.PC04925.D07","SC249432.PC04925.B04","SC249408.PC04925.E02","SC249437.PC04925.F04","SC253196.PC04925.F07","SC253189.PC04925.F06","SC326763.PC07578.A12","SC326764.PC07578.B12","SC326765.PC07578.C12","SC326766.PC07578.D12","SC253186.PC07578.D06","SC249421.PC07578.F02","SC249410.PC07578.B01","SC253845.PC07578.C09","SC304090.PC07578.G04","SC253846.PC07578.D09","SC253200.PC07578.C08","SC249433.PC07578.G08","SC249426.PC07578.F03","SC261528.PC07578.E11","SC253182.PC07578.A01","SC249436.PC07578.E04","SC249365.PC07578.E09","SC249360.PC07578.B09","SC304930.PC07578.B05","SC304940.PC07578.C03","SC261516.PC07578.H10","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304936.PC07578.B11","SC304926.PC07578.E06","SC249443.PC07578.E05","SC249439.PC07578.G07","SC304094.PC07578.A05","SC304099.PC07578.A10","SC304928.PC07578.B03","SC304938.PC07578.E10","SC253202.PC07578.F08","SC261525.PC07578.D10","SC261529.PC07578.F10","SC249366.PC07578.D01","SC249422.PC07578.D03","SC261524.PC07578.H09","NTC.PC07578.H12","SC249385.PC07578.C07","SC249387.PC07578.G01","SC249391.PC07578.H01","SC249382.PC07578.H05","SC249453.PC07578.F05","SC261523.PC07578.G10","SC304096.PC07578.A07","SC249369.PC07578.E01","SC249411.PC07578.G02","SC253852.PC07578.G09","SC249448.PC07578.D05","SC304091.PC07578.A02","SC261517.PC07578.F01","SC253184.PC07578.G06","SC253849.PC07578.F09","SC261531.PC07578.G11","SC304929.PC07578.B04","SC304939.PC07578.C02","SC249429.PC07578.G03","SC304098.PC07578.A08","SC249364.PC07578.C01","SC261515.PC07578.H11","SC253190.PC07578.H06","SC304931.PC07578.B06","SC304941.PC07578.C04","SC304095.PC07578.A06","SC261526.PC07578.C11","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249430.PC07578.H03","SC253183.PC07578.D08","SC253201.PC07578.E08","SC304925.PC07578.B.08.PC07578.B08","SC304935.PC07578.B.10.PC07578.B10","SC304935.PC07578.C.06.PC07578.C06","SC304925.PC07578.D.07.PC07578.D07","SC261532.PC07578.D11","SC249441.PC07578.H04","Water.PC07578.G12","SC326767.PC07578.E12","SC326768.PC07578.F12","SC249451.PC07578.F06","SC249420.PC07578.H07","SC304092.PC07578.A03","SC261522.PC07578.F11","SC304097.PC07578.A09","SC253181.PC07578.G05","SC304927.PC07578.B02","SC304937.PC07578.D04","SC249362.PC07578.H08","SC249408.PC07578.E02","SC249437.PC07578.F04","SC249368.PC07578.C10","SC253196.PC07578.F07","SC304924.PC07578.A11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02"
"Parabacteroides",0,0,663,440,792,133,765,171,249,695,394,226,586,448,12272,7282,4611,13655,16531,15469,13686,11475,11213,8857,7287,13056,0,1010,71,8,9,31,0,0,0,0,0,10900,0,22,634,21,12150,0,0,1095,395,0,1334,2208,10315,487,1911,11202,1610,644,9,26,0,439,0,1886,0,0,0,650,0,347,0,502,1226,409,1388,2242,0,389,1428,2135,2002,179,0,0,289,14,0,0,0,0,0,11,0,0,0,0,19,4,0,0,907,427,0,480,1029,597,165,193,473,462,910,230,627,13193,4160,14771,15317,199,25,5,6,1396,36,118,1721,9,54,106,0,0,0,0,0,0,2112,22,1952,0,1977,506,1618,0,1674,0,0,0,936,757,0,0,385,0,891,14,1072,1016,1032,398,1018,552,521,1622,1303,40,393,1175,1051,851,1162,1290,2081,1346,2218,173,0,1608,855,835,977,1178,1249,0,443,347,0,75,3,0,0,0,0,16,0,0,0,0,0,958,611,510,687,940,963,787,225,965,395,540,218,648,496,512,413,641,12568,12418,12965,14714,8095,9941,1395,619,411,508,974,1614,1160,0,4,804,0,551,1834,0,624,411,1657,1715,0,1640,0,838,0,1320,1249,0,563,1110,3,1115,1487,0,0,4,1098,0,734,2302,1421,2446,204,1000,1215,10,1132,0,0,476,452,0,0,0,0,4,45,0,26,3,0,10,0,0,0,6,6,14,19,11,13
"Paracoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella",0,0,247,222,298,124,267,63,123,270,305,157,149,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,24,182,0,0,0,7,231,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,191,0,155,312,133,62,106,210,400,91,161,294,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,252,252,306,207,329,155,122,435,375,55,116,368,282,307,235,308,26,0,0,0,0,0,0,10,37,28,5,0,0,0,0,195,0,232,0,0,391,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1588,4910,2378,988,611,702,6852,1197,9275,6097,1627,0,0,0,0,0,10,0,0,0,0,0,1584,0,0,2,0,1623,0,0,0,0,0,0,0,1476,0,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279,1529,3938,1752,0,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3123,1445,4890,5260,8691,6672,106,0,0,0,10,0,1020,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0,0,0,12,19,11,18,84,8,15,24,15,0,8,0,9,37,0,0,0,0,0,0,0,42,0,0,475,53,0,0,0,0,0,0,0,0,23,0,0,0,0,47,0,0,466,31,0,554,1246,61,14,687,84,603,20,0,10,0,230,0,246,0,0,0,443,0,211,0,369,183,231,266,132,0,217,114,414,290,231,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,5,28,11,85,8,17,22,10,22,35,8,11,0,0,81,20,0,0,919,35,102,569,3,14,77,0,0,0,0,0,0,711,11,1313,0,686,317,853,0,241,0,0,0,756,584,0,0,239,0,610,0,837,902,967,240,131,339,335,1068,262,23,260,937,741,503,787,124,286,222,433,171,0,453,967,1255,1507,1027,1438,0,315,305,0,14,0,0,0,0,0,5,0,0,0,0,0,14,0,27,28,124,40,10,11,26,30,0,0,20,22,24,29,60,15,11,0,0,0,56,184,310,234,222,547,1009,113,3,0,113,0,27,577,0,0,271,729,339,0,238,0,622,0,434,755,0,327,324,0,188,566,0,0,10,223,0,110,314,194,427,168,993,1114,0,208,0,0,254,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0
"Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,12798,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella",0,0,0,0,8,0,0,0,4,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,7,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,29,48,34,2,0,12,8,7,49,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"Propionibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,10,11,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,31,22,47,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudobutyrivibrio",0,0,284,330,939,1298,1102,5551,1314,292,434,1663,682,736,28,284,4575,0,10,0,0,87,0,2433,1552,0,0,3962,5593,0,0,114,0,0,0,0,0,330,0,0,246,58,828,0,0,8998,288,0,5164,6085,762,225,5875,1038,6215,146,0,88,0,3992,0,6001,0,0,0,2377,0,4442,0,4451,4142,3647,5760,3645,0,5334,4513,4076,3022,5585,0,0,6308,0,0,0,0,0,27,0,0,0,0,23,63,42,0,57,719,269,0,1091,1262,1218,4683,1222,226,344,355,1803,1252,171,171,41,21,815,214,50,0,4741,2803,15129,10507,21,250,1287,0,0,0,64,0,9,12313,71,5725,0,6860,4798,8793,0,4505,0,0,0,3778,3344,0,0,4525,4,5707,0,9398,7292,7837,3500,4512,5003,6540,5111,5956,560,7344,6455,6484,6509,7677,7567,6702,3915,3117,6864,0,5144,7384,9685,6022,8779,13487,0,8165,8030,0,468,0,0,0,40,0,110,24,0,0,0,0,898,375,475,1149,3127,1431,1558,1158,410,810,354,1980,945,857,852,828,1279,486,302,241,108,2261,1602,5104,7585,11300,9496,13177,5135,8699,0,0,2692,0,700,10031,0,296,4069,7261,10648,0,3579,0,3590,0,7190,5029,0,6295,8007,45,5243,13818,0,0,80,9738,0,3354,7092,3743,3276,5694,4927,10092,0,7337,0,0,7899,7706,0,0,0,53,27,226,0,111,69,24,0,0,17,0,0,0,189,235,159,194
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter",0,0,31,47,39,24,40,6,20,0,42,15,14,0,538,193,215,585,374,720,681,2278,2337,786,563,497,0,0,0,0,0,0,0,0,0,0,0,332,0,0,29,0,481,0,0,0,29,0,0,0,356,51,0,251,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,20,43,27,8,22,36,58,31,19,53,599,202,484,487,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,48,46,41,35,20,17,65,45,24,21,68,48,23,38,69,434,1098,1076,1450,889,765,47,0,0,5,0,0,72,0,0,18,0,43,11,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ralstonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5759,1421,3395,3999,7917,8087,6624,6510,2286,5374,5212,3122,0,0,0,0,0,5,0,0,0,0,0,2320,0,5,13,0,2612,0,0,0,0,0,0,0,1998,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9107,2998,11351,13316,0,0,0,0,0,0,0,72,6,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,2186,4303,4682,5290,5783,116,0,0,0,0,0,686,0,0,0,0,0,108,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
