"","SC249358.PC04924.A01","SC249363.PC04924.F01","SC249383.PC04924.E02","SC249388.PC04924.A03","SC249397.PC04924.B04","SC249400.PC04924.E04","SC249409.PC04924.D05","SC249413.PC04924.H05","SC249427.PC04924.E07","SC249428.PC04924.F07","SC249434.PC04924.C08","SC249439.PC04924.H08","SC249443.PC04924.D09","SC249446.PC04924.F09","SC253848.PC04924.C11","SC253851.PC04924.E11","SC253185.PC04925.C06","SC253192.PC04925.B07","SC253195.PC04925.E07","SC253204.PC04925.A09","SC249439.PC07578.G07","SC249443.PC07578.E05","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304926.PC07578.E06","SC304936.PC07578.B11","SC284724.PC04924.A12","SC284730.PC04925.A12","SC284725.PC04924.B12","SC284731.PC04925.B12","SC326764.PC07578.B12","SC284726.PC04924.C12","SC284732.PC04925.C12","SC326765.PC07578.C12","SC284727.PC04924.D12","SC284733.PC04925.D12","SC326766.PC07578.D12","SC249362.PC04924.E01","SC284728.PC04924.E12","SC284734.PC04925.E12","SC326767.PC07578.E12","SC284729.PC04924.F12","SC284735.PC04925.F12","SC326768.PC07578.F12","SC249368.PC04924.B02","SC249390.PC04924.C03","SC249391.PC04924.D03","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249408.PC04924.C05","SC249412.PC04924.G05","SC249420.PC04924.G06","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249437.PC04924.F08","SC249442.PC04924.C09","SC249451.PC04924.C10","SC253844.PC04924.G10","SC253854.PC04924.H11","SC249391.PC04925.H01","SC249408.PC04925.E02","SC249432.PC04925.B04","SC249437.PC04925.F04","SC253181.PC04925.G05","SC253189.PC04925.F06","SC253194.PC04925.D07","SC253196.PC04925.F07","SC261522.PC04925.F11","SC249362.PC07578.H08","SC249368.PC07578.C10","SC249408.PC07578.E02","SC249420.PC07578.H07","SC249437.PC07578.F04","SC249451.PC07578.F06","SC253181.PC07578.G05","SC253196.PC07578.F07","SC304092.PC07578.A03","SC304097.PC07578.A09","SC304924.PC07578.A.11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304927.PC07578.B02","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02","SC304937.PC07578.D04"
"Escherichia-Shigella",0.0845640351555452,0.0854209180140167,0.101580428313102,0.131248685409802,0.0933730980314831,0.0942150790178606,0.110724461328426,0.105421783837798,0.104266611524676,0.0957097924897396,0.0740140313609302,0.0632698808554192,0.0729913482233213,0.0632901486827232,0.0621129419715992,0.0938801476517018,0.134744454511896,0.105780624774597,0.0938987526493173,0.0953357122972186,0.0588475087298291,0.0678412125140837,0.068836724346019,0.0920405632158751,0.0864316049131552,0.0818991384483793,0.0703811895756027,0.0761969987726567,0.0710424186960869,0.0778853769169847,0.0748400684857906,0.0339770296137822,0.0354709261153513,0.0363900641108833,0.124433496743864,0.127801716200788,0.127022500742822,0.148022620385004,0.0674535849542081,0.0726919183847424,0.0628419582810897,0.0490217157600516,0.0510032112822491,0.0514052298991027,0.173781297653598,0.167431048564428,0.158012710872657,0.202585433488296,0.199712489731776,0.159281217529491,0.149797599551954,0.167951213000499,0.162410149392163,0.079647962781497,0.0670109554012384,0.0849818633707261,0.0902911121410757,0.177060735623469,0.147406714333594,0.17371359977707,0.178888981467154,0.0825225984372606,0.0880286997678695,0.133405704428516,0.118612606401315,0.110800613689022,0.118579092951157,0.134145507330086,0.138781334423575,0.177661314302706,0.170604637511007,0.158029348978962,0.0812657831505721,0.0793677866848599,0.117276238889128,0.110991917160204,0.158873349125483,0.170051841829211,0.135373440402129,0.107230085330336,0.12386879272622,0.121529374831169,0.130632607546866,0.122314766904241
"Erysipelotrichaceae UCG-003",9.02085105286219e-05,0,0.000194614056000195,6.13475425927224e-05,0.000271122941930395,0.00040679423119728,0,8.05853721432486e-06,0,0,4.89141068284093e-05,0.00157129574236516,0.00102624039681295,0.00540822537170681,7.34629709894728e-06,0,8.3895432732642e-06,1.71735733053977e-05,0.000191098294013412,0.000607395034545593,0.00209208239112711,0.00131962772607307,0.000242810315153506,0.000116728678777267,6.9933626630725e-05,0.000206937939312,7.17735973644735e-06,6.78090226685563e-06,1.69471418645245e-05,1.7999856001152e-05,0,0,1.57368793768196e-05,0,0,7.36566861856885e-06,0,0,0,8.87894447108128e-06,0,0,4.19227447659453e-05,0,0,0,0.000108024413517455,6.5247532827665e-05,8.92889031751134e-06,0,2.12679980433442e-05,0,0,9.15809621495883e-06,6.26739201283562e-06,2.51897628803654e-05,4.41413405725132e-05,0,0,3.21533069676216e-05,3.57087593586707e-05,0,1.00489383296655e-05,1.48707729827796e-05,0,3.91383305153735e-05,6.4974845452689e-05,0.000129197984511442,0,7.43383883437407e-06,9.17229233930144e-06,6.7129412080609e-06,0,3.79024769268672e-05,2.15396545039418e-05,0,0.000162248109809521,4.5608647399547e-05,9.66657230250848e-05,0.000102192018803331,1.70266381754255e-05,0.000138715494520738,0.000116436331718152,2.50371384219926e-05
"Lachnospiraceae FCS020 group",7.73215804531045e-05,0,3.24356760000324e-05,1.75278693122064e-05,8.2158467251635e-06,7.67536285277887e-06,7.41971864426901e-06,8.05853721432486e-06,0,9.58919872655441e-06,0,0.000374804489004534,0.000520246867828789,0.00089557429788714,0,0,0,0,1.73725721830374e-05,2.53081264393997e-05,0.000369191010198902,0.000239230757358275,4.28488791447364e-05,2.18866272707376e-05,6.357602420975e-06,5.51834504832001e-05,0,0,0,0,0,7.03749577750253e-06,0,6.48895579723311e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.80040689195758e-05,8.15594160345812e-06,8.92889031751134e-06,0,2.83573307244589e-05,0,0,0,0,2.51897628803654e-05,0,0,0,0,0,9.57560900873296e-06,0,0,0,0,0,1.5199762883699e-05,0,0,0,2.01388236241827e-05,0,0,7.17988483464725e-06,0,1.62248109809521e-05,7.60144123325783e-06,2.07140835053753e-05,3.06576056409994e-05,1.70266381754255e-05,3.65040775054574e-05,8.95664090139634e-06,0
"Ruminococcaceae UCG-013",0.000141756230830692,0,0.000405445950000405,6.13475425927224e-05,0.000287554635380722,0.000414469594050059,7.41971864426901e-06,0,6.8927488282327e-06,2.87675961796632e-05,3.49386477345781e-05,0.000591037848045611,0.00119015379352613,0.00366055125641249,0,0,1.67790865465284e-05,6.86942932215906e-05,9.55491470067058e-05,0.000227773137954597,0.000661467226606366,0.000964640150638206,0.00019996143600877,5.83643393886335e-05,1.9072807262925e-05,8.96731070352001e-05,7.17735973644735e-06,0,0,0,0,0,7.86843968840979e-06,0,1.60995596770428e-05,2.20970058557066e-05,0,1.90407281174432e-05,0,0,0,0,3.35381958127563e-05,0,0,5.23549245041989e-05,2.70061033793637e-05,4.89356496207487e-05,0,8.73156548237534e-06,3.54466634055736e-05,7.02577757793344e-06,0,1.83161924299177e-05,6.26739201283562e-06,0,1.47137801908377e-05,0,0,2.14355379784144e-05,2.38058395724471e-05,3.83024360349318e-05,0,7.43538649138982e-06,0,1.56553322061494e-05,9.28212077895558e-05,9.11985773021941e-05,8.01648188675918e-06,0,9.17229233930144e-06,6.7129412080609e-06,0,9.47561923171679e-06,3.58994241732363e-05,7.44962193168697e-06,8.11240549047604e-06,1.52028824665157e-05,5.52375560143341e-05,9.70824178631649e-05,0,2.19024465032744e-05,6.26964863097744e-05,0
"Parabacteroides",0.118946364597026,0.152808428517345,0.122177082573122,0.150494285914604,0.103766144138815,0.10741670312464,0.153684632278744,0.135939464268446,0.13276123518059,0.146954470484446,0.10095172876429,0.0858950979897505,0.0793554640174461,0.0525693417963655,0.108622348905034,0.131998846008744,0.133410517131447,0.131755654399011,0.118897884020708,0.109887884999873,0.0840755610934207,0.0720007408436357,0.102166010840766,0.104428394251113,0.107627851384686,0.103510357243863,7.17735973644735e-06,3.39045113342781e-05,3.38942837290491e-05,1.7999856001152e-05,1.43275712617576e-05,4.22249746650152e-05,7.86843968840979e-05,6.48895579723311e-06,0.0001126969177393,0.000103119360659964,3.37646200804949e-05,0.000123764732763381,4.82443091816961e-05,1.77578889421626e-05,1.42482617120711e-05,3.30780808097514e-05,5.86918426723234e-05,1.39650176308348e-05,2.95144866938856e-05,0.000293187577223514,0.00021604882703491,0.000269146072914118,7.14311225400907e-05,6.11209583766274e-05,0.000184322649708983,9.83608860910681e-05,3.31246480506145e-05,8.24228659346295e-05,4.38717440898493e-05,0.000100759051521462,4.41413405725132e-05,3.51032386247955e-05,4.88772204222992e-05,0.00026794422473018,4.76116791448942e-05,9.57560900873296e-06,2.00978766593309e-05,4.46123189483389e-05,3.53566156647486e-05,6.26213288245977e-05,0.0001670781740212,0.000630790159673509,3.20659275470367e-05,5.94707106749926e-05,3.66891693572058e-05,4.69905884564263e-05,2.72269982915059e-05,9.47561923171679e-06,2.15396545039418e-05,6.70465973851827e-05,0.000381283058052374,0.000220441795764477,0.000110475112028668,0.000148178427264831,2.55399572631382e-05,0.000116813048017464,0.000179132818027927,0.00010014855368797
"Listeria",2.57738601510348e-05,5.54021736119447e-05,0.000251376489000251,7.01114772488256e-05,0.000698346971638897,3.07014514111155e-05,7.41971864426901e-05,4.02926860716243e-05,2.06782464846981e-05,6.71243910858809e-05,4.19263772814937e-05,0.0016794124218857,0.00503855528157471,0.000330406051647683,3.67314854947364e-05,5.17816589364047e-05,5.87268029128494e-05,2.57603599580965e-05,0.000373510301935305,0.000101232505757599,0.00227667789622656,0.00640521060023769,4.28488791447364e-05,0.000890056175676662,0.00637031762581695,0.002690193211056,0.000129192475256052,8.13708272022675e-05,0.000127103563983934,8.999928000576e-05,6.4474070677909e-05,0.000112599932440041,8.65528365725077e-05,5.19116463778649e-05,8.04977983852142e-05,0.000154679040989946,7.42821641770887e-05,0.0692035263428473,0.165486021211415,0.16390531493616,0.15224267639348,0.157807254023122,0.157629520319954,0.152979785636979,0.0568153868857297,0.0685744801155997,0.0552184793763391,0.0679471494984096,0.0852441158612808,0.049411929064762,0.0506249246758403,0.0506839594472118,0.0433187584881911,0.169781945729122,0.165045501266013,0.125495398669981,0.142495604258168,0.0571480724811671,0.0681837224891074,0.0593335691242511,0.0414102579362718,0.175654971656197,0.133198677559716,0.102169645778188,0.106538322151804,0.144177781952533,0.138563498988249,0.0868666448803399,0.0786497037909943,0.0731564079690752,0.04293550044027,0.0587248096881168,0.136488942435319,0.133122974586389,0.108961932250607,0.147621708198309,0.07413116137197,0.0698040348450066,0.0819242002637593,0.0783097440089929,0.099129087457327,0.0890845507443181,0.0852672213812932,0.0931631920682345
"Lachnospiraceae UCG-001",0.000309286321812418,0,0.0009000900090009,0.000341793451588025,0.00128167208912551,0.00148134503058632,0,1.61170744286497e-05,0,5.75351923593265e-05,4.19263772814937e-05,0.000771232313913175,0.000306446785159424,0.000756455960351274,0,0,8.3895432732642e-06,3.43471466107953e-05,7.81765748236684e-05,0.000278389390833397,0.00073069054101866,0.000378138939050177,0.000264234754725874,0.000131319763624425,8.2648831472675e-05,0.0001172648322768,7.17735973644735e-06,0,0,0,0,1.40749915550051e-05,7.86843968840979e-06,0,8.04977983852142e-06,4.41940117114131e-05,0,9.52036405872161e-06,0,0,0,0,7.54609405787016e-05,6.98250881541738e-06,0,0.000146593788611757,0.000135030516896819,0.000203898540086453,3.57155612700454e-05,0,9.92506575356062e-05,0,0,9.15809621495883e-06,1.25347840256712e-05,8.39658762678847e-06,0,7.0206477249591e-06,0,7.50243829244504e-05,3.57087593586707e-05,1.91512180174659e-05,0,0,0,7.82766610307471e-06,4.64106038947779e-05,0.00046359276795282,0,7.43383883437407e-06,9.17229233930144e-06,1.34258824161218e-05,6.80674957287646e-06,1.89512384634336e-05,2.8719539338589e-05,7.44962193168697e-06,0.000381283058052374,0.00010642017726561,0.000214045529555545,0.000189055234786163,3.40532763508509e-05,6.57073395098232e-05,0.000125392972619549,1.66914256146617e-05
"Subdoligranulum",0.00449753859635558,0.00563255431721438,0.0078007800780078,0.0057403771997476,0.00998225377107365,0.00910298034339573,0.0099350032646762,0.00975083002933308,0.00967052660601048,0.00910014959150013,0.00983872320205719,0.0168517864479346,0.0247437962342679,0.0606382053734458,0.00314421515834943,0.00475651524230118,0.00967314339407363,0.00996067251713064,0.00958097355894514,0.0106294131045479,0.01904410294276,0.0244401228565696,0.00760567604819071,0.0074341577296272,0.0071968059405437,0.00684964579122721,1.43547194728947e-05,6.78090226685563e-06,8.47357093226227e-06,4.499964000288e-05,2.14913568926363e-05,3.51874788875127e-05,7.08159571956881e-05,1.94668673916993e-05,2.41493395155642e-05,0.000147313372371377,1.35058480321979e-05,1.90407281174432e-05,8.04071819694935e-06,7.10315557686502e-05,7.12413085603556e-06,0,0.000377304702893508,0,0,0.000376955456430232,0.000504113929748123,0.000309925780931409,7.14311225400907e-05,2.6194696447126e-05,0.000326109303331277,5.62062206234675e-05,5.79681340885753e-05,0.000174003828084218,1.88021760385069e-05,0.000377846443205481,0.000294275603816755,4.91445340747137e-05,2.09473801809854e-05,0.000364404145633045,0.000107126278076012,0.000239390225218324,3.01468149889964e-05,4.46123189483389e-05,5.30349234971229e-05,0.000117414991546121,0.000761133903874357,0.00200636870064827,3.20659275470367e-05,9.66399048468629e-05,2.75168770179043e-05,0.000181249412617644,6.12607461558882e-05,0.000360073530805238,0.000143597696692945,0.000223488657950609,0.000292046597657137,0.000197637472064703,0.000752611700695303,0.00107812579837515,7.66198717894145e-05,0.00103671580115499,0.00112853675357594,0.000108494266495301
"Ruminococcus 2",0.00210056960230934,9.23369560199078e-05,0.00204344758800204,0.000797518053705392,0.00244832232409872,0.00215677696163086,4.45183118656141e-05,0.000120878058214873,6.20347394540943e-05,0.000115070384718653,0.000412276043268021,0.0464397177433887,0.00887270343077866,0.0445004782192853,5.87703767915782e-05,4.43842790883469e-05,9.22849760059062e-05,0.000635422212299713,0.00336159271741774,0.00146787133348518,0.0556632362668636,0.00981617817289438,0.00770565676619509,0.00129131100897352,0.0007374818808331,0.0015934221327024,4.30641584186841e-05,0.000101713534002834,6.77885674580982e-05,0.000107999136006912,7.16378563087878e-06,9.14874451075329e-05,0.000204579431898654,3.89337347833987e-05,4.82986790311285e-05,0.000235701395794203,0.000114799708273682,9.52036405872161e-05,5.62850273786455e-05,0.000150942056008382,6.41171777043201e-05,8.26952020243785e-05,0.000251536468595672,6.98250881541738e-05,6.88671356190664e-05,0.000261774622520994,0.000279063068253425,0.000269146072914118,6.25022322225794e-05,9.60472203061287e-05,0.000297751972606819,7.72835533572678e-05,5.79681340885753e-05,0.000540327676682571,3.13369600641781e-05,0.000293880566937597,0.000279561823625917,5.61651817996728e-05,4.88772204222992e-05,0.000278661993719387,0.000321378834228036,0.000507507277462847,0.000150734074944982,8.92246378966779e-05,6.187407741331e-05,0.000454004633978333,0.000631184212968979,0.00125398043790517,7.21483369808326e-05,0.000126375260184359,7.33783387144115e-05,8.72682357047917e-05,6.80674957287646e-05,0.000634866488525025,0.000129237927023651,0.000357581852720974,0.000324496219619041,0.000463687915228727,0.000842372729218596,0.000914618568289817,0.000102159829052553,0.000846894598126611,0.00110166683087175,0.000158568543339287
"Fusicatenibacter",0.000515477203020696,9.23369560199079e-06,0.000624386763000624,9.64032812171352e-05,0.00049295080350981,0.000851965276658454,0,0,6.8927488282327e-06,1.91783974531088e-05,2.09631886407468e-05,0.00296960479749746,0.00274376772759019,0.00670376489000956,1.46925941978946e-05,0,8.3895432732642e-06,2.57603599580965e-05,0.00026927486883708,0.000354313770151596,0.00269970926207947,0.00269327530058187,0.000407064351874996,0.000167797475742321,5.08608193678e-05,0.000275917252416,2.15320792093421e-05,1.35618045337113e-05,0,1.7999856001152e-05,1.43275712617576e-05,0,3.93421984420489e-05,6.48895579723311e-06,1.60995596770428e-05,2.94626744742754e-05,0,0,8.04071819694935e-06,5.32736668264877e-05,0,2.48085606073136e-05,4.19227447659453e-05,0,0,4.18839396033591e-05,0.000135030516896819,2.44678248103744e-05,2.6786670952534e-05,1.74631309647507e-05,0.000148875986303409,1.40515551558669e-05,0,5.4948577289753e-05,0,9.23624638946732e-05,3.67844504770943e-05,0,6.98246006032845e-06,0.000117895458881279,8.33204385035649e-05,0,1.00489383296655e-05,7.43538649138982e-06,2.65174617485614e-05,3.13106644122988e-05,0.000111385449347467,0.000509192056603917,8.01648188675918e-06,0,9.17229233930144e-06,4.69905884564263e-05,0,0.000104231811548885,0.000100518387685062,7.44962193168697e-06,0.000129798487847617,0.000167231707131672,0.00023475961306092,0.000122630422563998,3.40532763508509e-05,0.000138715494520738,0.000214959381633512,4.17285640366544e-05
"Ruminococcaceae UCG-004",3.86607902265522e-05,0,0.000162178380000162,8.7639346561032e-06,9.03743139767984e-05,7.67536285277887e-05,0,0,0,0,2.09631886407468e-05,0.000699154527566149,0.000612893570318847,0.00254760455612555,0,0,8.3895432732642e-06,0,6.0804002640631e-05,0.000126540632196998,0.000784530896672666,0.000601935453998241,0.000107122197861841,2.91821696943168e-05,2.54304096839e-05,7.58772444144001e-05,0,0,0,0,7.16378563087878e-06,0,0,0,0,7.36566861856885e-06,6.75292401609897e-06,0,0,8.87894447108128e-06,0,0,8.38454895318906e-06,0,0,0,0,0,0,0,2.12679980433442e-05,7.02577757793344e-06,8.28116201265362e-06,9.15809621495883e-06,0,0,2.20706702862566e-05,0,0,0,0,0,0,0,0,7.82766610307471e-06,3.71284831158223e-05,2.27996443255485e-05,0,0,0,0,0,0,0,0,8.11240549047604e-06,6.84129710993204e-05,4.83328615125424e-05,9.70824178631649e-05,1.70266381754255e-05,2.92032620043659e-05,2.6869922704189e-05,0
"Clostridium sensu stricto 1",0,0,2.43267570000243e-05,7.01114772488256e-05,4.10792336258175e-05,6.14029028222309e-05,2.2259155932807e-05,0,1.37854976564654e-05,0,1.39754590938312e-05,0.000180194465867564,0.000149660057868556,0.000252151986783758,0,7.39737984805782e-06,0,3.43471466107953e-05,3.47451443660748e-05,5.06162528787994e-05,0.000269201778270032,0.000146625302897007,4.99903590021924e-05,0,1.271520484195e-05,6.89793131040001e-06,0.207002232158878,0.199873875217836,0.0232768993509245,0.0241378068975448,0.0248869912816729,0.163305089516946,0.17204343378708,0.16672074129831,0.0611219783138931,0.0916436489522336,0.0730666378541909,9.52036405872161e-06,8.04071819694935e-06,1.77578889421626e-05,7.12413085603556e-06,8.26952020243785e-06,3.35381958127563e-05,0,1.96763244625904e-05,0,0,1.63118832069162e-05,0,0,2.12679980433442e-05,7.02577757793344e-06,0,2.74742886448765e-05,1.88021760385069e-05,2.51897628803654e-05,7.35689009541886e-06,4.91445340747137e-05,6.98246006032845e-06,3.21533069676216e-05,3.57087593586707e-05,4.78780450436648e-05,3.01468149889964e-05,7.43538649138982e-06,1.76783078323743e-05,3.91383305153735e-05,3.71284831158223e-05,5.31991700929466e-05,0,2.23015165031222e-05,0,0,1.36134991457529e-05,0,0,0,1.62248109809521e-05,7.60144123325783e-06,1.38093890035835e-05,1.53288028204997e-05,0,7.30081550109147e-06,2.6869922704189e-05,0
"Gossypium arboreum",0,0,6.48713520000649e-05,0,8.2158467251635e-06,0.000460521771166732,0,0,0,0,6.98772954691562e-06,0,7.12666942231218e-06,0,0,0,0,0,8.68628609151871e-06,0,0,0,0,0,0,1.37958626208e-05,0,0,0,0,0,7.03749577750253e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15594160345812e-06,0,0,0,0,0,9.15809621495883e-06,0,0,0,0,0,1.07177689892072e-05,0,0,0,0,0,0,0,0.000288795494790281,8.01648188675918e-06,1.48676776687481e-05,0,0,0,0,0,0,2.43372164714281e-05,0,0,0,0,0,0,0
"Anaerostipes",0.0210443568133199,0.0163990433891356,0.00741966088500742,0.00758956741218537,0.0146159913240659,0.011559096456285,0.0174511782513207,0.0176884891854431,0.0172594430658947,0.0170304169383606,0.0083223858903765,0.00847634767441022,0.0118373979104605,0.00826015129119207,0.0143032404516503,0.0164665675417767,0.012701768515722,0.0168987961325113,0.0173117681803968,0.0120972844380331,0.0067454274155091,0.0124863021098609,0.0150113906603726,0.014598380389582,0.0130585153726827,0.0130094984514144,0,6.78090226685563e-06,0,0,7.16378563087878e-06,2.81499831100101e-05,1.57368793768196e-05,6.48895579723311e-06,4.02488991926071e-05,3.68283430928443e-05,1.35058480321979e-05,2.85610921761648e-05,0,0,7.12413085603556e-06,1.65390404048757e-05,2.51536468595672e-05,0,9.83816223129519e-06,4.18839396033591e-05,5.40122067587275e-05,2.44678248103744e-05,8.92889031751134e-06,1.74631309647507e-05,7.08933268111473e-05,0,0,2.74742886448765e-05,0,7.55692886410963e-05,6.62120108587698e-05,0,6.98246006032845e-06,0.000107177689892072,1.19029197862236e-05,3.83024360349318e-05,1.00489383296655e-05,7.43538649138982e-06,1.76783078323743e-05,3.91383305153735e-05,7.42569662316446e-05,0.000296395376232131,2.40494456602775e-05,1.48676776687481e-05,1.83445846786029e-05,6.7129412080609e-06,0,6.63293346220175e-05,9.33385028504143e-05,4.46977315901218e-05,0.000129798487847617,0.000114021618498867,0.00023475961306092,0.000240151244187829,8.51331908771273e-06,0.000146016310021829,0.000188089458929323,5.00742768439852e-05
"Enterococcus",0.0206319750509034,0.0126501629747274,0.0113281598430113,0.0126901773820374,0.00877452430247461,0.0123726849186795,0.00807265388496468,0.00493988331238114,0.00501102839812517,0.00423842583713705,0.0500461190150096,0.0517518505971645,0.0909576818369703,0.074002260672985,0.00873474725064831,0.0185452312790809,0.0139937581798047,0.0331106493328067,0.0363955387234634,0.0428972743147825,0.0469334071715354,0.10483709157136,0.0302084597970391,0.0226088859706719,0.0342420466393714,0.0329514178697809,0.0401716824448958,0.0370372881815654,0.000381310691951802,0.000467996256029952,0.000415499566590969,0.0238430356941786,0.0229679754504682,0.0229125029200301,0.000241493395155642,0.000243067064412772,0.000303881580724454,0.0893866981473372,0.0943337058866098,0.0925896329444356,0.0836586686424256,0.1027818665961,0.101805193389622,0.101448870579199,0.0612819125387378,0.0505643860861553,0.0474677277064617,0.0418318244841367,0.0400103575127683,0.0335554061487684,0.0350638394407934,0.0277307441001033,0.0335055815031965,0.0892822799996337,0.0976146305999148,0.0991133203466111,0.102775754633002,0.0368513799083103,0.0534577142218747,0.0422923164314116,0.0323283301393832,0.0791041060211429,0.0856571503220685,0.0656470273324807,0.0652064384397125,0.0946756215166886,0.0796498784042178,0.0665825613120435,0.0984183481237424,0.0613291703835861,0.0334330055767537,0.0416940778432663,0.0839612559814312,0.107747266283852,0.0725527362541105,0.0799642418147279,0.0525034883343609,0.0546771667908235,0.0421186364609298,0.0575698737928568,0.0690430178013502,0.0571580845580451,0.0491271753441589,0.0649463370666489
"Sellimonas",0,0,0,0,1.6431693450327e-05,0,0,0,0,0,6.98772954691562e-06,0,7.12666942231218e-06,6.08642726719416e-05,0,0,0,0,0,0,7.69147937914379e-06,0,3.57073992872803e-05,7.29554242357919e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04071819694935e-06,0,0,0,0,6.98250881541738e-06,0,0,9.00203445978791e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae UCG-008",0,0,0,0,0,0,0,0,0,0,0,0,1.42533388446244e-05,4.34744804799583e-05,0,0,0,0,0,0,7.69147937914379e-06,7.71712120510565e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87894447108128e-06,0,0,0,0,0,0,0,8.15594160345812e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59988144184951e-06,0,0,0,0,0,0,0,0,0,0,2.76187780071671e-05,0,0,0,0,0
"Ambiguous_taxa",0,2.77010868059724e-05,1.62178380000162e-05,5.25836079366192e-05,2.46475401754905e-05,1.53507257055577e-05,3.7098593221345e-05,0,1.37854976564654e-05,0,5.59018363753249e-05,2.88311145388103e-05,3.56333471115609e-05,3.47795843839666e-05,7.34629709894728e-06,2.95895193922313e-05,8.3895432732642e-06,6.86942932215906e-05,8.68628609151871e-06,0,7.69147937914379e-06,7.71712120510565e-06,0,7.29554242357919e-06,1.9072807262925e-05,6.89793131040001e-06,0.348008641541123,0.327592169414062,0.260418255461216,0.258999928000576,0.256356068800997,0.199294842923094,0.194468486899048,0.201209541360604,0.0812947265892278,0.0756675137185578,0.0769022986953351,9.52036405872161e-06,6.43257455755948e-05,4.43947223554064e-05,2.84965234241423e-05,0.00011577328283413,8.38454895318906e-05,4.18950528925043e-05,9.83816223129519e-06,2.09419698016795e-05,1.80040689195758e-05,3.26237664138325e-05,2.6786670952534e-05,4.36578274118767e-05,1.41786653622295e-05,4.21546654676006e-05,3.31246480506145e-05,9.15809621495883e-06,5.0139136102685e-05,0.000117552226775039,6.62120108587698e-05,5.61651817996728e-05,4.88772204222992e-05,1.07177689892072e-05,2.38058395724471e-05,6.70292630611307e-05,0.000100489383296655,7.43538649138982e-05,4.41957695809357e-05,0.000148725655958419,7.42569662316446e-05,6.07990515347961e-05,0,3.71691941718704e-05,2.75168770179043e-05,1.34258824161218e-05,4.76472470101353e-05,1.89512384634336e-05,7.17988483464725e-06,2.23488657950609e-05,9.73488658857124e-05,1.52028824665157e-05,2.07140835053753e-05,6.13152112819989e-05,8.51331908771273e-06,7.30081550109147e-06,8.95664090139634e-06,0
"Intestinimonas",0,0,0,0,0.000131453547602616,0,0,0,0,0,0,0,0,8.69489609599165e-06,0,0,0,0,0,0,0,0,0.000107122197861841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15594160345812e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28212077895558e-06,7.59988144184951e-06,0,0,0,0,0,0,0,0,0,0,0,1.02192018803331e-05,0,0,0,0
"Paenibacillus",0.0520889713652414,0.0529552442774172,0.0576219784140576,0.0567377129636121,0.0652338229977981,0.0619708796733366,0.0525909657505787,0.0667891564323244,0.061255858836504,0.0499117793717157,0.0313120160997289,0.0284202711566322,0.021094941490044,0.0191809407877576,0.0373853059365427,0.0497325847184927,0.0576864995469647,0.0572824537601539,0.0538289149091414,0.0536785361779667,0.0265432953374252,0.0217468475559877,0.042184721517993,0.0753629532355731,0.0466965897820614,0.0578184602437729,1.43547194728947e-05,2.03427068005669e-05,0,1.7999856001152e-05,7.16378563087878e-06,2.11124873325076e-05,7.86843968840979e-06,6.48895579723311e-06,8.04977983852142e-06,2.20970058557066e-05,1.35058480321979e-05,2.85610921761648e-05,4.02035909847468e-05,8.87894447108128e-06,0,8.26952020243785e-06,1.67690979063781e-05,1.39650176308348e-05,3.93526489251808e-05,6.28259094050386e-05,5.40122067587275e-05,2.44678248103744e-05,2.6786670952534e-05,8.73156548237534e-06,2.12679980433442e-05,4.91804430455341e-05,8.28116201265362e-06,9.15809621495883e-06,1.25347840256712e-05,5.03795257607308e-05,2.94275603816755e-05,2.10619431748773e-05,6.98246006032845e-06,1.07177689892072e-05,0,1.91512180174659e-05,2.00978766593309e-05,7.43538649138982e-06,1.76783078323743e-05,3.91383305153735e-05,1.85642415579112e-05,7.59988144184951e-05,0,7.43383883437407e-06,0,0,6.80674957287646e-06,0,0,0,7.30116494142843e-05,7.60144123325783e-06,4.14281670107506e-05,2.55480047008329e-05,0,4.38048930065488e-05,1.79132818027927e-05,8.34571280733087e-06
