"","Genus","value","Type"
"930","Veillonella","NA","PC04925-MSA1000_Diff"
"931","Weissella","NA","PC04925-MSA1000_Diff"
"932","Acinetobacter","NA","PC04925-MSA1001_Diff"
"933","Actinomyces","NA","PC04925-MSA1001_Diff"
"934","Alistipes","NA","PC04925-MSA1001_Diff"
"935","Anaerostipes","NA","PC04925-MSA1001_Diff"
"936","Bacteroides","NA","PC04925-MSA1001_Diff"
"937","Bifidobacterium","NA","PC04925-MSA1001_Diff"
"938","Bilophila","NA","PC04925-MSA1001_Diff"
"939","Clostridium","NA","PC04925-MSA1001_Diff"
"940","Lachnoclostridium","NA","PC04925-MSA1001_Diff"
"941","Collinsella","NA","PC04925-MSA1001_Diff"
"942","Coprobacillus","NA","PC04925-MSA1001_Diff"
"943","Cryptococcus",NA,"PC04925-MSA1001_Diff"
"944","Deinococcus","NA","PC04925-MSA1001_Diff"
"945","Enterococcus","-99.4730782505144","PC04925-MSA1001_Diff"
"946","Fusobacterium","NA","PC04925-MSA1001_Diff"
"947","Helicobacter","NA","PC04925-MSA1001_Diff"
"948","Listeria","-100","PC04925-MSA1001_Diff"
"949","Neisseria","NA","PC04925-MSA1001_Diff"
"950","Paenibacillus","NA","PC04925-MSA1001_Diff"
"951","Parabacteroides","NA","PC04925-MSA1001_Diff"
"952","Pediococcus","NA","PC04925-MSA1001_Diff"
"953","Porphyromonadaceae","NA","PC04925-MSA1001_Diff"
"954","Propionibacterium","NA","PC04925-MSA1001_Diff"
"955","Pseudomonas","-100","PC04925-MSA1001_Diff"
"956","Pyramidobacter","NA","PC04925-MSA1001_Diff"
"957","Ralstonia","NA","PC04925-MSA1001_Diff"
"958","Rhodobacter","NA","PC04925-MSA1001_Diff"
"959","Saccharomyces",NA,"PC04925-MSA1001_Diff"
"960","Salmonella",NA,"PC04925-MSA1001_Diff"
"961","Streptococcus","NA","PC04925-MSA1001_Diff"
"962","Subdoligranulum","NA","PC04925-MSA1001_Diff"
"963","Abiotrophia","NA","PC04925-MSA1001_Diff"
"964","Acetanaerobacterium","NA","PC04925-MSA1001_Diff"
"965","Acidaminococcus","NA","PC04925-MSA1001_Diff"
"966","Actinobacillus","NA","PC04925-MSA1001_Diff"
"967","Adlercreutzia","NA","PC04925-MSA1001_Diff"
"968","Akkermansia","NA","PC04925-MSA1001_Diff"
"969","Alcaligenes","NA","PC04925-MSA1001_Diff"
"970","Alkanindiges","NA","PC04925-MSA1001_Diff"
"971","Alloprevotella","NA","PC04925-MSA1001_Diff"
"972","Anaerococcus","NA","PC04925-MSA1001_Diff"
"973","Anaerofilum","NA","PC04925-MSA1001_Diff"
"974","Anaerofustis","NA","PC04925-MSA1001_Diff"
"975","Anaeromyxobacter","NA","PC04925-MSA1001_Diff"
"976","Anaerosporobacter","NA","PC04925-MSA1001_Diff"
"977","Anaerotruncus","NA","PC04925-MSA1001_Diff"
"978","Arthrobacter","NA","PC04925-MSA1001_Diff"
"979","Atopobium","NA","PC04925-MSA1001_Diff"
"980","Azospirillum","NA","PC04925-MSA1001_Diff"
"981","Basidiomycota","NA","PC04925-MSA1001_Diff"
"982","Bergeyella","NA","PC04925-MSA1001_Diff"
"983","Blautia","NA","PC04925-MSA1001_Diff"
"984","Bradyrhizobium","NA","PC04925-MSA1001_Diff"
"985","Brevundimonas","NA","PC04925-MSA1001_Diff"
"986","Bryobacter","NA","PC04925-MSA1001_Diff"
"987","Butyricimonas","NA","PC04925-MSA1001_Diff"
"988","Campylobacter","NA","PC04925-MSA1001_Diff"
"989","Candidatus Planktophila","NA","PC04925-MSA1001_Diff"
"990","Capnocytophaga","NA","PC04925-MSA1001_Diff"
"991","Christensenella","NA","PC04925-MSA1001_Diff"
"992","Clostridium sensu stricto 1","NA","PC04925-MSA1001_Diff"
"993","Coprococcus","NA","PC04925-MSA1001_Diff"
"994","Corynebacterium","NA","PC04925-MSA1001_Diff"
"995","Desulfovibrio","NA","PC04925-MSA1001_Diff"
"996","Devosia","NA","PC04925-MSA1001_Diff"
"997","Dialister","NA","PC04925-MSA1001_Diff"
"998","Dolosigranulum","NA","PC04925-MSA1001_Diff"
"999","Dorea","NA","PC04925-MSA1001_Diff"
"1000","Eggerthella","NA","PC04925-MSA1001_Diff"
"1001","Eggerthia","NA","PC04925-MSA1001_Diff"
"1002","Enterorhabdus","NA","PC04925-MSA1001_Diff"
"1003","Faecalibacterium","NA","PC04925-MSA1001_Diff"
"1004","Finegoldia","NA","PC04925-MSA1001_Diff"
"1005","Flavonifractor","NA","PC04925-MSA1001_Diff"
"1006","Gemella","NA","PC04925-MSA1001_Diff"
"1007","Gordonibacter","NA","PC04925-MSA1001_Diff"
"1008","Granulicatella","NA","PC04925-MSA1001_Diff"
"1009","Haemophilus","NA","PC04925-MSA1001_Diff"
"1010","Holdemania","NA","PC04925-MSA1001_Diff"
"1011","Incertae Sedis","NA","PC04925-MSA1001_Diff"
"1012","Intestinimonas","NA","PC04925-MSA1001_Diff"
"1013","Lachnoanaerobaculum","NA","PC04925-MSA1001_Diff"
"1014","Lachnospira","NA","PC04925-MSA1001_Diff"
"1015","Lactococcus","NA","PC04925-MSA1001_Diff"
"1016","Lautropia","NA","PC04925-MSA1001_Diff"
"1017","Leptotrichia","NA","PC04925-MSA1001_Diff"
"1018","Leuconostoc","NA","PC04925-MSA1001_Diff"
"1019","Lysobacter","NA","PC04925-MSA1001_Diff"
"1020","Marvinbryantia","NA","PC04925-MSA1001_Diff"
"1021","Massilia","NA","PC04925-MSA1001_Diff"
"1022","Megasphaera","NA","PC04925-MSA1001_Diff"
"1023","Methylobacterium","NA","PC04925-MSA1001_Diff"
"1024","Mogibacterium","NA","PC04925-MSA1001_Diff"
"1025","Moraxella","NA","PC04925-MSA1001_Diff"
"1026","Mycobacterium","NA","PC04925-MSA1001_Diff"
"1027","Nevskia","NA","PC04925-MSA1001_Diff"
"1028","Nocardioides","NA","PC04925-MSA1001_Diff"
"1029","Nosocomiicoccus","NA","PC04925-MSA1001_Diff"
"1030","Odoribacter","NA","PC04925-MSA1001_Diff"
"1031","Oribacterium","NA","PC04925-MSA1001_Diff"
"1032","Oscillibacter","NA","PC04925-MSA1001_Diff"
"1033","Oscillospira","NA","PC04925-MSA1001_Diff"
"1034","other","NA","PC04925-MSA1001_Diff"
"1035","Papillibacter","NA","PC04925-MSA1001_Diff"
"1036","Paracoccus","NA","PC04925-MSA1001_Diff"
"1037","Parasutterella","NA","PC04925-MSA1001_Diff"
"1038","Pedobacter","NA","PC04925-MSA1001_Diff"
"1039","Peptoniphilus","NA","PC04925-MSA1001_Diff"
"1040","Phascolarctobacterium","NA","PC04925-MSA1001_Diff"
"1041","Phenylobacterium","NA","PC04925-MSA1001_Diff"
"1042","Porphyromonas","NA","PC04925-MSA1001_Diff"
"1043","Prevotella","NA","PC04925-MSA1001_Diff"
"1044","Pseudobutyrivibrio","NA","PC04925-MSA1001_Diff"
"1045","Rhizobium","NA","PC04925-MSA1001_Diff"
"1046","Roseburia","NA","PC04925-MSA1001_Diff"
"1047","Rothia","NA","PC04925-MSA1001_Diff"
"1048","Rubellimicrobium","NA","PC04925-MSA1001_Diff"
"1049","Ruminococcus","NA","PC04925-MSA1001_Diff"
"1050","Salinarimonas","NA","PC04925-MSA1001_Diff"
"1051","Scardovia","NA","PC04925-MSA1001_Diff"
"1052","Sediminibacterium","NA","PC04925-MSA1001_Diff"
"1053","Solobacterium","NA","PC04925-MSA1001_Diff"
"1054","Sphingomonas","NA","PC04925-MSA1001_Diff"
"1055","Stomatobaculum","NA","PC04925-MSA1001_Diff"
"1056","Succiniclasticum","NA","PC04925-MSA1001_Diff"
"1057","Sutterella","NA","PC04925-MSA1001_Diff"
"1058","Synergistes","NA","PC04925-MSA1001_Diff"
"1059","Thalassospira","NA","PC04925-MSA1001_Diff"
"1060","Treponema","NA","PC04925-MSA1001_Diff"
"1061","Turicibacter","NA","PC04925-MSA1001_Diff"
"1062","uncultured","NA","PC04925-MSA1001_Diff"
"1063","Veillonella","NA","PC04925-MSA1001_Diff"
"1064","Weissella","NA","PC04925-MSA1001_Diff"
"1065","Acinetobacter","NA","PC04925-MSA1002_Diff"
"1066","Actinomyces","NA","PC04925-MSA1002_Diff"
"1067","Alistipes","NA","PC04925-MSA1002_Diff"
"1068","Anaerostipes","NA","PC04925-MSA1002_Diff"
"1069","Bacteroides","NA","PC04925-MSA1002_Diff"
"1070","Bifidobacterium","NA","PC04925-MSA1002_Diff"
"1071","Bilophila","NA","PC04925-MSA1002_Diff"
"1072","Clostridium","NA","PC04925-MSA1002_Diff"
"1073","Lachnoclostridium","NA","PC04925-MSA1002_Diff"
"1074","Collinsella","NA","PC04925-MSA1002_Diff"
"1075","Coprobacillus","NA","PC04925-MSA1002_Diff"
"1076","Cryptococcus",NA,"PC04925-MSA1002_Diff"
"1077","Deinococcus","NA","PC04925-MSA1002_Diff"
"1078","Enterococcus","-80.7534354480422","PC04925-MSA1002_Diff"
"1079","Fusobacterium","NA","PC04925-MSA1002_Diff"
"1080","Helicobacter","NA","PC04925-MSA1002_Diff"
"1081","Listeria","-100","PC04925-MSA1002_Diff"
"1082","Neisseria","NA","PC04925-MSA1002_Diff"
"1083","Paenibacillus","NA","PC04925-MSA1002_Diff"
"1084","Parabacteroides","NA","PC04925-MSA1002_Diff"
"1085","Pediococcus","NA","PC04925-MSA1002_Diff"
"1086","Porphyromonadaceae","NA","PC04925-MSA1002_Diff"
"1087","Propionibacterium","NA","PC04925-MSA1002_Diff"
"1088","Pseudomonas","-100","PC04925-MSA1002_Diff"
"1089","Pyramidobacter","NA","PC04925-MSA1002_Diff"
"1090","Ralstonia","NA","PC04925-MSA1002_Diff"
"1091","Rhodobacter","NA","PC04925-MSA1002_Diff"
"1092","Saccharomyces",NA,"PC04925-MSA1002_Diff"
"1093","Salmonella",NA,"PC04925-MSA1002_Diff"
"1094","Streptococcus","NA","PC04925-MSA1002_Diff"
"1095","Subdoligranulum","NA","PC04925-MSA1002_Diff"
"1096","Abiotrophia","NA","PC04925-MSA1002_Diff"
"1097","Acetanaerobacterium","NA","PC04925-MSA1002_Diff"
"1098","Acidaminococcus","NA","PC04925-MSA1002_Diff"
"1099","Actinobacillus","NA","PC04925-MSA1002_Diff"
"1100","Adlercreutzia","NA","PC04925-MSA1002_Diff"
"1101","Akkermansia","NA","PC04925-MSA1002_Diff"
"1102","Alcaligenes","NA","PC04925-MSA1002_Diff"
"1103","Alkanindiges","NA","PC04925-MSA1002_Diff"
"1104","Alloprevotella","NA","PC04925-MSA1002_Diff"
"1105","Anaerococcus","NA","PC04925-MSA1002_Diff"
"1106","Anaerofilum","NA","PC04925-MSA1002_Diff"
"1107","Anaerofustis","NA","PC04925-MSA1002_Diff"
"1108","Anaeromyxobacter","NA","PC04925-MSA1002_Diff"
"1109","Anaerosporobacter","NA","PC04925-MSA1002_Diff"
"1110","Anaerotruncus","NA","PC04925-MSA1002_Diff"
"1111","Arthrobacter","NA","PC04925-MSA1002_Diff"
"1112","Atopobium","NA","PC04925-MSA1002_Diff"
"1113","Azospirillum","NA","PC04925-MSA1002_Diff"
"1114","Basidiomycota","NA","PC04925-MSA1002_Diff"
"1115","Bergeyella","NA","PC04925-MSA1002_Diff"
"1116","Blautia","NA","PC04925-MSA1002_Diff"
"1117","Bradyrhizobium","NA","PC04925-MSA1002_Diff"
"1118","Brevundimonas","NA","PC04925-MSA1002_Diff"
"1119","Bryobacter","NA","PC04925-MSA1002_Diff"
"1120","Butyricimonas","NA","PC04925-MSA1002_Diff"
"1121","Campylobacter","NA","PC04925-MSA1002_Diff"
"1122","Candidatus Planktophila","NA","PC04925-MSA1002_Diff"
"1123","Capnocytophaga","NA","PC04925-MSA1002_Diff"
"1124","Christensenella","NA","PC04925-MSA1002_Diff"
"1125","Clostridium sensu stricto 1","NA","PC04925-MSA1002_Diff"
"1126","Coprococcus","NA","PC04925-MSA1002_Diff"
"1127","Corynebacterium","NA","PC04925-MSA1002_Diff"
"1128","Desulfovibrio","NA","PC04925-MSA1002_Diff"
"1129","Devosia","NA","PC04925-MSA1002_Diff"
"1130","Dialister","NA","PC04925-MSA1002_Diff"
"1131","Dolosigranulum","NA","PC04925-MSA1002_Diff"
"1132","Dorea","NA","PC04925-MSA1002_Diff"
"1133","Eggerthella","NA","PC04925-MSA1002_Diff"
"1134","Eggerthia","NA","PC04925-MSA1002_Diff"
"1135","Enterorhabdus","NA","PC04925-MSA1002_Diff"
"1136","Faecalibacterium","NA","PC04925-MSA1002_Diff"
"1137","Finegoldia","NA","PC04925-MSA1002_Diff"
"1138","Flavonifractor","NA","PC04925-MSA1002_Diff"
"1139","Gemella","NA","PC04925-MSA1002_Diff"
"1140","Gordonibacter","NA","PC04925-MSA1002_Diff"
"1141","Granulicatella","NA","PC04925-MSA1002_Diff"
"1142","Haemophilus","NA","PC04925-MSA1002_Diff"
"1143","Holdemania","NA","PC04925-MSA1002_Diff"
"1144","Incertae Sedis","NA","PC04925-MSA1002_Diff"
"1145","Intestinimonas","NA","PC04925-MSA1002_Diff"
"1146","Lachnoanaerobaculum","NA","PC04925-MSA1002_Diff"
"1147","Lachnospira","NA","PC04925-MSA1002_Diff"
"1148","Lactococcus","NA","PC04925-MSA1002_Diff"
"1149","Lautropia","NA","PC04925-MSA1002_Diff"
"1150","Leptotrichia","NA","PC04925-MSA1002_Diff"
"1151","Leuconostoc","NA","PC04925-MSA1002_Diff"
"1152","Lysobacter","NA","PC04925-MSA1002_Diff"
"1153","Marvinbryantia","NA","PC04925-MSA1002_Diff"
"1154","Massilia","NA","PC04925-MSA1002_Diff"
"1155","Megasphaera","NA","PC04925-MSA1002_Diff"
"1156","Methylobacterium","NA","PC04925-MSA1002_Diff"
"1157","Mogibacterium","NA","PC04925-MSA1002_Diff"
"1158","Moraxella","NA","PC04925-MSA1002_Diff"
"1159","Mycobacterium","NA","PC04925-MSA1002_Diff"
"1160","Nevskia","NA","PC04925-MSA1002_Diff"
"1161","Nocardioides","NA","PC04925-MSA1002_Diff"
"1162","Nosocomiicoccus","NA","PC04925-MSA1002_Diff"
"1163","Odoribacter","NA","PC04925-MSA1002_Diff"
"1164","Oribacterium","NA","PC04925-MSA1002_Diff"
"1165","Oscillibacter","NA","PC04925-MSA1002_Diff"
"1166","Oscillospira","NA","PC04925-MSA1002_Diff"
"1167","other","NA","PC04925-MSA1002_Diff"
"1168","Papillibacter","NA","PC04925-MSA1002_Diff"
"1169","Paracoccus","NA","PC04925-MSA1002_Diff"
"1170","Parasutterella","NA","PC04925-MSA1002_Diff"
"1171","Pedobacter","NA","PC04925-MSA1002_Diff"
"1172","Peptoniphilus","NA","PC04925-MSA1002_Diff"
"1173","Phascolarctobacterium","NA","PC04925-MSA1002_Diff"
"1174","Phenylobacterium","NA","PC04925-MSA1002_Diff"
"1175","Porphyromonas","NA","PC04925-MSA1002_Diff"
"1176","Prevotella","NA","PC04925-MSA1002_Diff"
"1177","Pseudobutyrivibrio","NA","PC04925-MSA1002_Diff"
"1178","Rhizobium","NA","PC04925-MSA1002_Diff"
"1179","Roseburia","NA","PC04925-MSA1002_Diff"
"1180","Rothia","NA","PC04925-MSA1002_Diff"
"1181","Rubellimicrobium","NA","PC04925-MSA1002_Diff"
"1182","Ruminococcus","NA","PC04925-MSA1002_Diff"
"1183","Salinarimonas","NA","PC04925-MSA1002_Diff"
"1184","Scardovia","NA","PC04925-MSA1002_Diff"
"1185","Sediminibacterium","NA","PC04925-MSA1002_Diff"
"1186","Solobacterium","NA","PC04925-MSA1002_Diff"
"1187","Sphingomonas","NA","PC04925-MSA1002_Diff"
"1188","Stomatobaculum","NA","PC04925-MSA1002_Diff"
"1189","Succiniclasticum","NA","PC04925-MSA1002_Diff"
"1190","Sutterella","NA","PC04925-MSA1002_Diff"
"1191","Synergistes","NA","PC04925-MSA1002_Diff"
"1192","Thalassospira","NA","PC04925-MSA1002_Diff"
"1193","Treponema","NA","PC04925-MSA1002_Diff"
"1194","Turicibacter","NA","PC04925-MSA1002_Diff"
"1195","uncultured","NA","PC04925-MSA1002_Diff"
"1196","Veillonella","NA","PC04925-MSA1002_Diff"
"1197","Weissella","NA","PC04925-MSA1002_Diff"
"1198","Acinetobacter","NA","PC04925-MSA1003_Diff"
"1199","Actinomyces","NA","PC04925-MSA1003_Diff"
"1200","Alistipes","NA","PC04925-MSA1003_Diff"
"1201","Anaerostipes","NA","PC04925-MSA1003_Diff"
"1202","Bacteroides","NA","PC04925-MSA1003_Diff"
"1203","Bifidobacterium","NA","PC04925-MSA1003_Diff"
"1204","Bilophila","NA","PC04925-MSA1003_Diff"
"1205","Clostridium","NA","PC04925-MSA1003_Diff"
"1206","Lachnoclostridium","NA","PC04925-MSA1003_Diff"
"1207","Collinsella","NA","PC04925-MSA1003_Diff"
"1208","Coprobacillus","NA","PC04925-MSA1003_Diff"
"1209","Cryptococcus",NA,"PC04925-MSA1003_Diff"
"1210","Deinococcus","NA","PC04925-MSA1003_Diff"
"1211","Enterococcus","-99.7063072942024","PC04925-MSA1003_Diff"
"1212","Fusobacterium","NA","PC04925-MSA1003_Diff"
"1213","Helicobacter","NA","PC04925-MSA1003_Diff"
"1214","Listeria","-100","PC04925-MSA1003_Diff"
"1215","Neisseria","NA","PC04925-MSA1003_Diff"
"1216","Paenibacillus","NA","PC04925-MSA1003_Diff"
"1217","Parabacteroides","NA","PC04925-MSA1003_Diff"
"1218","Pediococcus","NA","PC04925-MSA1003_Diff"
"1219","Porphyromonadaceae","NA","PC04925-MSA1003_Diff"
"1220","Propionibacterium","NA","PC04925-MSA1003_Diff"
"1221","Pseudomonas","-100","PC04925-MSA1003_Diff"
"1222","Pyramidobacter","NA","PC04925-MSA1003_Diff"
"1223","Ralstonia","NA","PC04925-MSA1003_Diff"
"1224","Rhodobacter","NA","PC04925-MSA1003_Diff"
"1225","Saccharomyces",NA,"PC04925-MSA1003_Diff"
"1226","Salmonella",NA,"PC04925-MSA1003_Diff"
"1227","Streptococcus","NA","PC04925-MSA1003_Diff"
"1228","Subdoligranulum","NA","PC04925-MSA1003_Diff"
"1229","Abiotrophia","NA","PC04925-MSA1003_Diff"
"1230","Acetanaerobacterium","NA","PC04925-MSA1003_Diff"
"1231","Acidaminococcus","NA","PC04925-MSA1003_Diff"
"1232","Actinobacillus","NA","PC04925-MSA1003_Diff"
"1233","Adlercreutzia","NA","PC04925-MSA1003_Diff"
"1234","Akkermansia","NA","PC04925-MSA1003_Diff"
"1235","Alcaligenes","NA","PC04925-MSA1003_Diff"
"1236","Alkanindiges","NA","PC04925-MSA1003_Diff"
"1237","Alloprevotella","NA","PC04925-MSA1003_Diff"
"1238","Anaerococcus","NA","PC04925-MSA1003_Diff"
"1239","Anaerofilum","NA","PC04925-MSA1003_Diff"
"1240","Anaerofustis","NA","PC04925-MSA1003_Diff"
"1241","Anaeromyxobacter","NA","PC04925-MSA1003_Diff"
"1242","Anaerosporobacter","NA","PC04925-MSA1003_Diff"
"1243","Anaerotruncus","NA","PC04925-MSA1003_Diff"
"1244","Arthrobacter","NA","PC04925-MSA1003_Diff"
"1245","Atopobium","NA","PC04925-MSA1003_Diff"
"1246","Azospirillum","NA","PC04925-MSA1003_Diff"
"1247","Basidiomycota","NA","PC04925-MSA1003_Diff"
"1248","Bergeyella","NA","PC04925-MSA1003_Diff"
"1249","Blautia","NA","PC04925-MSA1003_Diff"
"1250","Bradyrhizobium","NA","PC04925-MSA1003_Diff"
"1251","Brevundimonas","NA","PC04925-MSA1003_Diff"
"1252","Bryobacter","NA","PC04925-MSA1003_Diff"
"1253","Butyricimonas","NA","PC04925-MSA1003_Diff"
"1254","Campylobacter","NA","PC04925-MSA1003_Diff"
"1255","Candidatus Planktophila","NA","PC04925-MSA1003_Diff"
"1256","Capnocytophaga","NA","PC04925-MSA1003_Diff"
"1257","Christensenella","NA","PC04925-MSA1003_Diff"
"1258","Clostridium sensu stricto 1","NA","PC04925-MSA1003_Diff"
"1259","Coprococcus","NA","PC04925-MSA1003_Diff"
"1260","Corynebacterium","NA","PC04925-MSA1003_Diff"
"1261","Desulfovibrio","NA","PC04925-MSA1003_Diff"
"1262","Devosia","NA","PC04925-MSA1003_Diff"
"1263","Dialister","NA","PC04925-MSA1003_Diff"
"1264","Dolosigranulum","NA","PC04925-MSA1003_Diff"
"1265","Dorea","NA","PC04925-MSA1003_Diff"
"1266","Eggerthella","NA","PC04925-MSA1003_Diff"
"1267","Eggerthia","NA","PC04925-MSA1003_Diff"
"1268","Enterorhabdus","NA","PC04925-MSA1003_Diff"
"1269","Faecalibacterium","NA","PC04925-MSA1003_Diff"
"1270","Finegoldia","NA","PC04925-MSA1003_Diff"
"1271","Flavonifractor","NA","PC04925-MSA1003_Diff"
"1272","Gemella","NA","PC04925-MSA1003_Diff"
"1273","Gordonibacter","NA","PC04925-MSA1003_Diff"
"1274","Granulicatella","NA","PC04925-MSA1003_Diff"
"1275","Haemophilus","NA","PC04925-MSA1003_Diff"
"1276","Holdemania","NA","PC04925-MSA1003_Diff"
"1277","Incertae Sedis","NA","PC04925-MSA1003_Diff"
"1278","Intestinimonas","NA","PC04925-MSA1003_Diff"
"1279","Lachnoanaerobaculum","NA","PC04925-MSA1003_Diff"
"1280","Lachnospira","NA","PC04925-MSA1003_Diff"
"1281","Lactococcus","NA","PC04925-MSA1003_Diff"
"1282","Lautropia","NA","PC04925-MSA1003_Diff"
"1283","Leptotrichia","NA","PC04925-MSA1003_Diff"
"1284","Leuconostoc","NA","PC04925-MSA1003_Diff"
"1285","Lysobacter","NA","PC04925-MSA1003_Diff"
"1286","Marvinbryantia","NA","PC04925-MSA1003_Diff"
"1287","Massilia","NA","PC04925-MSA1003_Diff"
"1288","Megasphaera","NA","PC04925-MSA1003_Diff"
"1289","Methylobacterium","NA","PC04925-MSA1003_Diff"
"1290","Mogibacterium","NA","PC04925-MSA1003_Diff"
"1291","Moraxella","NA","PC04925-MSA1003_Diff"
"1292","Mycobacterium","NA","PC04925-MSA1003_Diff"
"1293","Nevskia","NA","PC04925-MSA1003_Diff"
"1294","Nocardioides","NA","PC04925-MSA1003_Diff"
"1295","Nosocomiicoccus","NA","PC04925-MSA1003_Diff"
"1296","Odoribacter","NA","PC04925-MSA1003_Diff"
"1297","Oribacterium","NA","PC04925-MSA1003_Diff"
"1298","Oscillibacter","NA","PC04925-MSA1003_Diff"
"1299","Oscillospira","NA","PC04925-MSA1003_Diff"
"1300","other","NA","PC04925-MSA1003_Diff"
"1301","Papillibacter","NA","PC04925-MSA1003_Diff"
"1302","Paracoccus","NA","PC04925-MSA1003_Diff"
"1303","Parasutterella","NA","PC04925-MSA1003_Diff"
"1304","Pedobacter","NA","PC04925-MSA1003_Diff"
"1305","Peptoniphilus","NA","PC04925-MSA1003_Diff"
"1306","Phascolarctobacterium","NA","PC04925-MSA1003_Diff"
"1307","Phenylobacterium","NA","PC04925-MSA1003_Diff"
"1308","Porphyromonas","NA","PC04925-MSA1003_Diff"
"1309","Prevotella","NA","PC04925-MSA1003_Diff"
"1310","Pseudobutyrivibrio","NA","PC04925-MSA1003_Diff"
"1311","Rhizobium","NA","PC04925-MSA1003_Diff"
"1312","Roseburia","NA","PC04925-MSA1003_Diff"
"1313","Rothia","NA","PC04925-MSA1003_Diff"
"1314","Rubellimicrobium","NA","PC04925-MSA1003_Diff"
"1315","Ruminococcus","NA","PC04925-MSA1003_Diff"
"1316","Salinarimonas","NA","PC04925-MSA1003_Diff"
"1317","Scardovia","NA","PC04925-MSA1003_Diff"
"1318","Sediminibacterium","NA","PC04925-MSA1003_Diff"
"1319","Solobacterium","NA","PC04925-MSA1003_Diff"
"1320","Sphingomonas","NA","PC04925-MSA1003_Diff"
"1321","Stomatobaculum","NA","PC04925-MSA1003_Diff"
"1322","Succiniclasticum","NA","PC04925-MSA1003_Diff"
"1323","Sutterella","NA","PC04925-MSA1003_Diff"
"1324","Synergistes","NA","PC04925-MSA1003_Diff"
"1325","Thalassospira","NA","PC04925-MSA1003_Diff"
"1326","Treponema","NA","PC04925-MSA1003_Diff"
"1327","Turicibacter","NA","PC04925-MSA1003_Diff"
"1328","uncultured","NA","PC04925-MSA1003_Diff"
"1329","Veillonella","NA","PC04925-MSA1003_Diff"
"1330","Weissella","NA","PC04925-MSA1003_Diff"
"1331","Acinetobacter","NA","PC04925-Seq.200_Diff"
"1332","Actinomyces","NA","PC04925-Seq.200_Diff"
"1333","Alistipes","NA","PC04925-Seq.200_Diff"
"1334","Anaerostipes","NA","PC04925-Seq.200_Diff"
"1335","Bacteroides","NA","PC04925-Seq.200_Diff"
"1336","Bifidobacterium","NA","PC04925-Seq.200_Diff"
"1337","Bilophila","NA","PC04925-Seq.200_Diff"
"1338","Clostridium","NA","PC04925-Seq.200_Diff"
"1339","Lachnoclostridium","NA","PC04925-Seq.200_Diff"
"1340","Collinsella","NA","PC04925-Seq.200_Diff"
"1341","Coprobacillus","NA","PC04925-Seq.200_Diff"
"1342","Cryptococcus",NA,"PC04925-Seq.200_Diff"
"1343","Deinococcus","NA","PC04925-Seq.200_Diff"
"1344","Enterococcus","-15.7656843353615","PC04925-Seq.200_Diff"
"1345","Fusobacterium","NA","PC04925-Seq.200_Diff"
"1346","Helicobacter","NA","PC04925-Seq.200_Diff"
"1347","Listeria","40.262471889999","PC04925-Seq.200_Diff"
"1348","Neisseria","NA","PC04925-Seq.200_Diff"
"1349","Paenibacillus","NA","PC04925-Seq.200_Diff"
"1350","Parabacteroides","NA","PC04925-Seq.200_Diff"
"1351","Pediococcus","NA","PC04925-Seq.200_Diff"
"1352","Porphyromonadaceae","NA","PC04925-Seq.200_Diff"
"1353","Propionibacterium","NA","PC04925-Seq.200_Diff"
"1354","Pseudomonas","-100","PC04925-Seq.200_Diff"
"1355","Pyramidobacter","NA","PC04925-Seq.200_Diff"
"1356","Ralstonia","NA","PC04925-Seq.200_Diff"
"1357","Rhodobacter","NA","PC04925-Seq.200_Diff"
"1358","Saccharomyces",NA,"PC04925-Seq.200_Diff"
"1359","Salmonella",NA,"PC04925-Seq.200_Diff"
"1360","Streptococcus","NA","PC04925-Seq.200_Diff"
"1361","Subdoligranulum","NA","PC04925-Seq.200_Diff"
"1362","Abiotrophia","NA","PC04925-Seq.200_Diff"
"1363","Acetanaerobacterium","NA","PC04925-Seq.200_Diff"
"1364","Acidaminococcus","NA","PC04925-Seq.200_Diff"
"1365","Actinobacillus","NA","PC04925-Seq.200_Diff"
"1366","Adlercreutzia","NA","PC04925-Seq.200_Diff"
"1367","Akkermansia","NA","PC04925-Seq.200_Diff"
"1368","Alcaligenes","NA","PC04925-Seq.200_Diff"
"1369","Alkanindiges","NA","PC04925-Seq.200_Diff"
"1370","Alloprevotella","NA","PC04925-Seq.200_Diff"
"1371","Anaerococcus","NA","PC04925-Seq.200_Diff"
"1372","Anaerofilum","NA","PC04925-Seq.200_Diff"
"1373","Anaerofustis","NA","PC04925-Seq.200_Diff"
"1374","Anaeromyxobacter","NA","PC04925-Seq.200_Diff"
"1375","Anaerosporobacter","NA","PC04925-Seq.200_Diff"
"1376","Anaerotruncus","NA","PC04925-Seq.200_Diff"
"1377","Arthrobacter","NA","PC04925-Seq.200_Diff"
"1378","Atopobium","NA","PC04925-Seq.200_Diff"
"1379","Azospirillum","NA","PC04925-Seq.200_Diff"
"1380","Basidiomycota","NA","PC04925-Seq.200_Diff"
"1381","Bergeyella","NA","PC04925-Seq.200_Diff"
"1382","Blautia","NA","PC04925-Seq.200_Diff"
"1383","Bradyrhizobium","NA","PC04925-Seq.200_Diff"
"1384","Brevundimonas","NA","PC04925-Seq.200_Diff"
"1385","Bryobacter","NA","PC04925-Seq.200_Diff"
"1386","Butyricimonas","NA","PC04925-Seq.200_Diff"
