"","Genus","value","Type"
"464","Devosia","NA","PC04924-MSA1003_Diff"
"465","Dialister","NA","PC04924-MSA1003_Diff"
"466","Dolosigranulum","NA","PC04924-MSA1003_Diff"
"467","Dorea","NA","PC04924-MSA1003_Diff"
"468","Eggerthella","NA","PC04924-MSA1003_Diff"
"469","Eggerthia","NA","PC04924-MSA1003_Diff"
"470","Enterorhabdus","NA","PC04924-MSA1003_Diff"
"471","Faecalibacterium","NA","PC04924-MSA1003_Diff"
"472","Finegoldia","NA","PC04924-MSA1003_Diff"
"473","Flavonifractor","NA","PC04924-MSA1003_Diff"
"474","Gemella","NA","PC04924-MSA1003_Diff"
"475","Gordonibacter","NA","PC04924-MSA1003_Diff"
"476","Granulicatella","NA","PC04924-MSA1003_Diff"
"477","Haemophilus","NA","PC04924-MSA1003_Diff"
"478","Holdemania","NA","PC04924-MSA1003_Diff"
"479","Incertae Sedis","NA","PC04924-MSA1003_Diff"
"480","Intestinimonas","NA","PC04924-MSA1003_Diff"
"481","Lachnoanaerobaculum","NA","PC04924-MSA1003_Diff"
"482","Lachnospira","NA","PC04924-MSA1003_Diff"
"483","Lactococcus","NA","PC04924-MSA1003_Diff"
"484","Lautropia","NA","PC04924-MSA1003_Diff"
"485","Leptotrichia","NA","PC04924-MSA1003_Diff"
"486","Leuconostoc","NA","PC04924-MSA1003_Diff"
"487","Lysobacter","NA","PC04924-MSA1003_Diff"
"488","Marvinbryantia","NA","PC04924-MSA1003_Diff"
"489","Massilia","NA","PC04924-MSA1003_Diff"
"490","Megasphaera","NA","PC04924-MSA1003_Diff"
"491","Methylobacterium","NA","PC04924-MSA1003_Diff"
"492","Mogibacterium","NA","PC04924-MSA1003_Diff"
"493","Moraxella","NA","PC04924-MSA1003_Diff"
"494","Mycobacterium","NA","PC04924-MSA1003_Diff"
"495","Nevskia","NA","PC04924-MSA1003_Diff"
"496","Nocardioides","NA","PC04924-MSA1003_Diff"
"497","Nosocomiicoccus","NA","PC04924-MSA1003_Diff"
"498","Odoribacter","NA","PC04924-MSA1003_Diff"
"499","Oribacterium","NA","PC04924-MSA1003_Diff"
"500","Oscillibacter","NA","PC04924-MSA1003_Diff"
"501","Oscillospira","NA","PC04924-MSA1003_Diff"
"502","other","NA","PC04924-MSA1003_Diff"
"503","Papillibacter","NA","PC04924-MSA1003_Diff"
"504","Paracoccus","NA","PC04924-MSA1003_Diff"
"505","Parasutterella","NA","PC04924-MSA1003_Diff"
"506","Pedobacter","NA","PC04924-MSA1003_Diff"
"507","Peptoniphilus","NA","PC04924-MSA1003_Diff"
"508","Phascolarctobacterium","NA","PC04924-MSA1003_Diff"
"509","Phenylobacterium","NA","PC04924-MSA1003_Diff"
"510","Porphyromonas","NA","PC04924-MSA1003_Diff"
"511","Prevotella","NA","PC04924-MSA1003_Diff"
"512","Pseudobutyrivibrio","NA","PC04924-MSA1003_Diff"
"513","Rhizobium","NA","PC04924-MSA1003_Diff"
"514","Roseburia","NA","PC04924-MSA1003_Diff"
"515","Rothia","NA","PC04924-MSA1003_Diff"
"516","Rubellimicrobium","NA","PC04924-MSA1003_Diff"
"517","Ruminococcus","NA","PC04924-MSA1003_Diff"
"518","Salinarimonas","NA","PC04924-MSA1003_Diff"
"519","Scardovia","NA","PC04924-MSA1003_Diff"
"520","Sediminibacterium","NA","PC04924-MSA1003_Diff"
"521","Solobacterium","NA","PC04924-MSA1003_Diff"
"522","Sphingomonas","NA","PC04924-MSA1003_Diff"
"523","Stomatobaculum","NA","PC04924-MSA1003_Diff"
"524","Succiniclasticum","NA","PC04924-MSA1003_Diff"
"525","Sutterella","NA","PC04924-MSA1003_Diff"
"526","Synergistes","NA","PC04924-MSA1003_Diff"
"527","Thalassospira","NA","PC04924-MSA1003_Diff"
"528","Treponema","NA","PC04924-MSA1003_Diff"
"529","Turicibacter","NA","PC04924-MSA1003_Diff"
"530","uncultured","NA","PC04924-MSA1003_Diff"
"531","Veillonella","NA","PC04924-MSA1003_Diff"
"532","Weissella","NA","PC04924-MSA1003_Diff"
"533","Acinetobacter","NA","PC04924-Seq.200_Diff"
"534","Actinomyces","NA","PC04924-Seq.200_Diff"
"535","Alistipes","NA","PC04924-Seq.200_Diff"
"536","Anaerostipes","NA","PC04924-Seq.200_Diff"
"537","Bacteroides","NA","PC04924-Seq.200_Diff"
"538","Bifidobacterium","NA","PC04924-Seq.200_Diff"
"539","Bilophila","NA","PC04924-Seq.200_Diff"
"540","Clostridium","NA","PC04924-Seq.200_Diff"
"541","Lachnoclostridium","NA","PC04924-Seq.200_Diff"
"542","Collinsella","NA","PC04924-Seq.200_Diff"
"543","Coprobacillus","NA","PC04924-Seq.200_Diff"
"544","Cryptococcus",NA,"PC04924-Seq.200_Diff"
"545","Deinococcus","NA","PC04924-Seq.200_Diff"
"546","Enterococcus","-11.1603594898241","PC04924-Seq.200_Diff"
"547","Fusobacterium","NA","PC04924-Seq.200_Diff"
"548","Helicobacter","NA","PC04924-Seq.200_Diff"
"549","Listeria","50.3492316902814","PC04924-Seq.200_Diff"
"550","Neisseria","NA","PC04924-Seq.200_Diff"
"551","Paenibacillus","NA","PC04924-Seq.200_Diff"
"552","Parabacteroides","NA","PC04924-Seq.200_Diff"
"553","Pediococcus","NA","PC04924-Seq.200_Diff"
"554","Porphyromonadaceae","NA","PC04924-Seq.200_Diff"
"555","Propionibacterium","NA","PC04924-Seq.200_Diff"
"556","Pseudomonas","-100","PC04924-Seq.200_Diff"
"557","Pyramidobacter","NA","PC04924-Seq.200_Diff"
"558","Ralstonia","NA","PC04924-Seq.200_Diff"
"559","Rhodobacter","NA","PC04924-Seq.200_Diff"
"560","Saccharomyces",NA,"PC04924-Seq.200_Diff"
"561","Salmonella",NA,"PC04924-Seq.200_Diff"
"562","Streptococcus","NA","PC04924-Seq.200_Diff"
"563","Subdoligranulum","NA","PC04924-Seq.200_Diff"
"564","Abiotrophia","NA","PC04924-Seq.200_Diff"
"565","Acetanaerobacterium","NA","PC04924-Seq.200_Diff"
"566","Acidaminococcus","NA","PC04924-Seq.200_Diff"
"567","Actinobacillus","NA","PC04924-Seq.200_Diff"
"568","Adlercreutzia","NA","PC04924-Seq.200_Diff"
"569","Akkermansia","NA","PC04924-Seq.200_Diff"
"570","Alcaligenes","NA","PC04924-Seq.200_Diff"
"571","Alkanindiges","NA","PC04924-Seq.200_Diff"
"572","Alloprevotella","NA","PC04924-Seq.200_Diff"
"573","Anaerococcus","NA","PC04924-Seq.200_Diff"
"574","Anaerofilum","NA","PC04924-Seq.200_Diff"
"575","Anaerofustis","NA","PC04924-Seq.200_Diff"
"576","Anaeromyxobacter","NA","PC04924-Seq.200_Diff"
"577","Anaerosporobacter","NA","PC04924-Seq.200_Diff"
"578","Anaerotruncus","NA","PC04924-Seq.200_Diff"
"579","Arthrobacter","NA","PC04924-Seq.200_Diff"
"580","Atopobium","NA","PC04924-Seq.200_Diff"
"581","Azospirillum","NA","PC04924-Seq.200_Diff"
"582","Basidiomycota","NA","PC04924-Seq.200_Diff"
"583","Bergeyella","NA","PC04924-Seq.200_Diff"
"584","Blautia","NA","PC04924-Seq.200_Diff"
"585","Bradyrhizobium","NA","PC04924-Seq.200_Diff"
"586","Brevundimonas","NA","PC04924-Seq.200_Diff"
"587","Bryobacter","NA","PC04924-Seq.200_Diff"
"588","Butyricimonas","NA","PC04924-Seq.200_Diff"
"589","Campylobacter","NA","PC04924-Seq.200_Diff"
"590","Candidatus Planktophila","NA","PC04924-Seq.200_Diff"
"591","Capnocytophaga","NA","PC04924-Seq.200_Diff"
"592","Christensenella","NA","PC04924-Seq.200_Diff"
"593","Clostridium sensu stricto 1","NA","PC04924-Seq.200_Diff"
"594","Coprococcus","NA","PC04924-Seq.200_Diff"
"595","Corynebacterium","NA","PC04924-Seq.200_Diff"
"596","Desulfovibrio","NA","PC04924-Seq.200_Diff"
"597","Devosia","NA","PC04924-Seq.200_Diff"
"598","Dialister","NA","PC04924-Seq.200_Diff"
"599","Dolosigranulum","NA","PC04924-Seq.200_Diff"
"600","Dorea","NA","PC04924-Seq.200_Diff"
"601","Eggerthella","NA","PC04924-Seq.200_Diff"
"602","Eggerthia","NA","PC04924-Seq.200_Diff"
"603","Enterorhabdus","NA","PC04924-Seq.200_Diff"
"604","Faecalibacterium","NA","PC04924-Seq.200_Diff"
"605","Finegoldia","NA","PC04924-Seq.200_Diff"
"606","Flavonifractor","NA","PC04924-Seq.200_Diff"
"607","Gemella","NA","PC04924-Seq.200_Diff"
"608","Gordonibacter","NA","PC04924-Seq.200_Diff"
"609","Granulicatella","NA","PC04924-Seq.200_Diff"
"610","Haemophilus","NA","PC04924-Seq.200_Diff"
"611","Holdemania","NA","PC04924-Seq.200_Diff"
"612","Incertae Sedis","NA","PC04924-Seq.200_Diff"
"613","Intestinimonas","NA","PC04924-Seq.200_Diff"
"614","Lachnoanaerobaculum","NA","PC04924-Seq.200_Diff"
"615","Lachnospira","NA","PC04924-Seq.200_Diff"
"616","Lactococcus","NA","PC04924-Seq.200_Diff"
"617","Lautropia","NA","PC04924-Seq.200_Diff"
"618","Leptotrichia","NA","PC04924-Seq.200_Diff"
"619","Leuconostoc","NA","PC04924-Seq.200_Diff"
"620","Lysobacter","NA","PC04924-Seq.200_Diff"
"621","Marvinbryantia","NA","PC04924-Seq.200_Diff"
"622","Massilia","NA","PC04924-Seq.200_Diff"
"623","Megasphaera","NA","PC04924-Seq.200_Diff"
"624","Methylobacterium","NA","PC04924-Seq.200_Diff"
"625","Mogibacterium","NA","PC04924-Seq.200_Diff"
"626","Moraxella","NA","PC04924-Seq.200_Diff"
"627","Mycobacterium","NA","PC04924-Seq.200_Diff"
"628","Nevskia","NA","PC04924-Seq.200_Diff"
"629","Nocardioides","NA","PC04924-Seq.200_Diff"
"630","Nosocomiicoccus","NA","PC04924-Seq.200_Diff"
"631","Odoribacter","NA","PC04924-Seq.200_Diff"
"632","Oribacterium","NA","PC04924-Seq.200_Diff"
"633","Oscillibacter","NA","PC04924-Seq.200_Diff"
"634","Oscillospira","NA","PC04924-Seq.200_Diff"
"635","other","NA","PC04924-Seq.200_Diff"
"636","Papillibacter","NA","PC04924-Seq.200_Diff"
"637","Paracoccus","NA","PC04924-Seq.200_Diff"
"638","Parasutterella","NA","PC04924-Seq.200_Diff"
"639","Pedobacter","NA","PC04924-Seq.200_Diff"
"640","Peptoniphilus","NA","PC04924-Seq.200_Diff"
"641","Phascolarctobacterium","NA","PC04924-Seq.200_Diff"
"642","Phenylobacterium","NA","PC04924-Seq.200_Diff"
"643","Porphyromonas","NA","PC04924-Seq.200_Diff"
"644","Prevotella","NA","PC04924-Seq.200_Diff"
"645","Pseudobutyrivibrio","NA","PC04924-Seq.200_Diff"
"646","Rhizobium","NA","PC04924-Seq.200_Diff"
"647","Roseburia","NA","PC04924-Seq.200_Diff"
"648","Rothia","NA","PC04924-Seq.200_Diff"
"649","Rubellimicrobium","NA","PC04924-Seq.200_Diff"
"650","Ruminococcus","NA","PC04924-Seq.200_Diff"
"651","Salinarimonas","NA","PC04924-Seq.200_Diff"
"652","Scardovia","NA","PC04924-Seq.200_Diff"
"653","Sediminibacterium","NA","PC04924-Seq.200_Diff"
"654","Solobacterium","NA","PC04924-Seq.200_Diff"
"655","Sphingomonas","NA","PC04924-Seq.200_Diff"
"656","Stomatobaculum","NA","PC04924-Seq.200_Diff"
"657","Succiniclasticum","NA","PC04924-Seq.200_Diff"
"658","Sutterella","NA","PC04924-Seq.200_Diff"
"659","Synergistes","NA","PC04924-Seq.200_Diff"
"660","Thalassospira","NA","PC04924-Seq.200_Diff"
"661","Treponema","NA","PC04924-Seq.200_Diff"
"662","Turicibacter","NA","PC04924-Seq.200_Diff"
"663","uncultured","NA","PC04924-Seq.200_Diff"
"664","Veillonella","NA","PC04924-Seq.200_Diff"
"665","Weissella","NA","PC04924-Seq.200_Diff"
"666","Acinetobacter","NA","PC04924-Seq.2000_Diff"
"667","Actinomyces","NA","PC04924-Seq.2000_Diff"
"668","Alistipes","NA","PC04924-Seq.2000_Diff"
"669","Anaerostipes","NA","PC04924-Seq.2000_Diff"
"670","Bacteroides","NA","PC04924-Seq.2000_Diff"
"671","Bifidobacterium","NA","PC04924-Seq.2000_Diff"
"672","Bilophila","NA","PC04924-Seq.2000_Diff"
"673","Clostridium","NA","PC04924-Seq.2000_Diff"
"674","Lachnoclostridium","NA","PC04924-Seq.2000_Diff"
"675","Collinsella","NA","PC04924-Seq.2000_Diff"
"676","Coprobacillus","NA","PC04924-Seq.2000_Diff"
"677","Cryptococcus",NA,"PC04924-Seq.2000_Diff"
"678","Deinococcus","NA","PC04924-Seq.2000_Diff"
"679","Enterococcus","-0.712813443753117","PC04924-Seq.2000_Diff"
"680","Fusobacterium","NA","PC04924-Seq.2000_Diff"
"681","Helicobacter","NA","PC04924-Seq.2000_Diff"
"682","Listeria","42.5476966345309","PC04924-Seq.2000_Diff"
"683","Neisseria","NA","PC04924-Seq.2000_Diff"
"684","Paenibacillus","NA","PC04924-Seq.2000_Diff"
"685","Parabacteroides","NA","PC04924-Seq.2000_Diff"
"686","Pediococcus","NA","PC04924-Seq.2000_Diff"
"687","Porphyromonadaceae","NA","PC04924-Seq.2000_Diff"
"688","Propionibacterium","NA","PC04924-Seq.2000_Diff"
"689","Pseudomonas","-100","PC04924-Seq.2000_Diff"
"690","Pyramidobacter","NA","PC04924-Seq.2000_Diff"
"691","Ralstonia","NA","PC04924-Seq.2000_Diff"
"692","Rhodobacter","NA","PC04924-Seq.2000_Diff"
"693","Saccharomyces",NA,"PC04924-Seq.2000_Diff"
"694","Salmonella",NA,"PC04924-Seq.2000_Diff"
"695","Streptococcus","NA","PC04924-Seq.2000_Diff"
"696","Subdoligranulum","NA","PC04924-Seq.2000_Diff"
"697","Abiotrophia","NA","PC04924-Seq.2000_Diff"
"698","Acetanaerobacterium","NA","PC04924-Seq.2000_Diff"
"699","Acidaminococcus","NA","PC04924-Seq.2000_Diff"
"700","Actinobacillus","NA","PC04924-Seq.2000_Diff"
"701","Adlercreutzia","NA","PC04924-Seq.2000_Diff"
"702","Akkermansia","NA","PC04924-Seq.2000_Diff"
"703","Alcaligenes","NA","PC04924-Seq.2000_Diff"
"704","Alkanindiges","NA","PC04924-Seq.2000_Diff"
"705","Alloprevotella","NA","PC04924-Seq.2000_Diff"
"706","Anaerococcus","NA","PC04924-Seq.2000_Diff"
"707","Anaerofilum","NA","PC04924-Seq.2000_Diff"
"708","Anaerofustis","NA","PC04924-Seq.2000_Diff"
"709","Anaeromyxobacter","NA","PC04924-Seq.2000_Diff"
"710","Anaerosporobacter","NA","PC04924-Seq.2000_Diff"
"711","Anaerotruncus","NA","PC04924-Seq.2000_Diff"
"712","Arthrobacter","NA","PC04924-Seq.2000_Diff"
"713","Atopobium","NA","PC04924-Seq.2000_Diff"
"714","Azospirillum","NA","PC04924-Seq.2000_Diff"
"715","Basidiomycota","NA","PC04924-Seq.2000_Diff"
"716","Bergeyella","NA","PC04924-Seq.2000_Diff"
"717","Blautia","NA","PC04924-Seq.2000_Diff"
"718","Bradyrhizobium","NA","PC04924-Seq.2000_Diff"
"719","Brevundimonas","NA","PC04924-Seq.2000_Diff"
"720","Bryobacter","NA","PC04924-Seq.2000_Diff"
"721","Butyricimonas","NA","PC04924-Seq.2000_Diff"
"722","Campylobacter","NA","PC04924-Seq.2000_Diff"
"723","Candidatus Planktophila","NA","PC04924-Seq.2000_Diff"
"724","Capnocytophaga","NA","PC04924-Seq.2000_Diff"
"725","Christensenella","NA","PC04924-Seq.2000_Diff"
"726","Clostridium sensu stricto 1","NA","PC04924-Seq.2000_Diff"
"727","Coprococcus","NA","PC04924-Seq.2000_Diff"
"728","Corynebacterium","NA","PC04924-Seq.2000_Diff"
"729","Desulfovibrio","NA","PC04924-Seq.2000_Diff"
"730","Devosia","NA","PC04924-Seq.2000_Diff"
"731","Dialister","NA","PC04924-Seq.2000_Diff"
"732","Dolosigranulum","NA","PC04924-Seq.2000_Diff"
"733","Dorea","NA","PC04924-Seq.2000_Diff"
"734","Eggerthella","NA","PC04924-Seq.2000_Diff"
"735","Eggerthia","NA","PC04924-Seq.2000_Diff"
"736","Enterorhabdus","NA","PC04924-Seq.2000_Diff"
"737","Faecalibacterium","NA","PC04924-Seq.2000_Diff"
"738","Finegoldia","NA","PC04924-Seq.2000_Diff"
"739","Flavonifractor","NA","PC04924-Seq.2000_Diff"
"740","Gemella","NA","PC04924-Seq.2000_Diff"
"741","Gordonibacter","NA","PC04924-Seq.2000_Diff"
"742","Granulicatella","NA","PC04924-Seq.2000_Diff"
"743","Haemophilus","NA","PC04924-Seq.2000_Diff"
"744","Holdemania","NA","PC04924-Seq.2000_Diff"
"745","Incertae Sedis","NA","PC04924-Seq.2000_Diff"
"746","Intestinimonas","NA","PC04924-Seq.2000_Diff"
"747","Lachnoanaerobaculum","NA","PC04924-Seq.2000_Diff"
"748","Lachnospira","NA","PC04924-Seq.2000_Diff"
"749","Lactococcus","NA","PC04924-Seq.2000_Diff"
"750","Lautropia","NA","PC04924-Seq.2000_Diff"
"751","Leptotrichia","NA","PC04924-Seq.2000_Diff"
"752","Leuconostoc","NA","PC04924-Seq.2000_Diff"
"753","Lysobacter","NA","PC04924-Seq.2000_Diff"
"754","Marvinbryantia","NA","PC04924-Seq.2000_Diff"
"755","Massilia","NA","PC04924-Seq.2000_Diff"
"756","Megasphaera","NA","PC04924-Seq.2000_Diff"
"757","Methylobacterium","NA","PC04924-Seq.2000_Diff"
"758","Mogibacterium","NA","PC04924-Seq.2000_Diff"
"759","Moraxella","NA","PC04924-Seq.2000_Diff"
"760","Mycobacterium","NA","PC04924-Seq.2000_Diff"
"761","Nevskia","NA","PC04924-Seq.2000_Diff"
"762","Nocardioides","NA","PC04924-Seq.2000_Diff"
"763","Nosocomiicoccus","NA","PC04924-Seq.2000_Diff"
"764","Odoribacter","NA","PC04924-Seq.2000_Diff"
"765","Oribacterium","NA","PC04924-Seq.2000_Diff"
"766","Oscillibacter","NA","PC04924-Seq.2000_Diff"
"767","Oscillospira","NA","PC04924-Seq.2000_Diff"
"768","other","NA","PC04924-Seq.2000_Diff"
"769","Papillibacter","NA","PC04924-Seq.2000_Diff"
"770","Paracoccus","NA","PC04924-Seq.2000_Diff"
"771","Parasutterella","NA","PC04924-Seq.2000_Diff"
"772","Pedobacter","NA","PC04924-Seq.2000_Diff"
"773","Peptoniphilus","NA","PC04924-Seq.2000_Diff"
"774","Phascolarctobacterium","NA","PC04924-Seq.2000_Diff"
"775","Phenylobacterium","NA","PC04924-Seq.2000_Diff"
"776","Porphyromonas","NA","PC04924-Seq.2000_Diff"
"777","Prevotella","NA","PC04924-Seq.2000_Diff"
"778","Pseudobutyrivibrio","NA","PC04924-Seq.2000_Diff"
"779","Rhizobium","NA","PC04924-Seq.2000_Diff"
"780","Roseburia","NA","PC04924-Seq.2000_Diff"
"781","Rothia","NA","PC04924-Seq.2000_Diff"
"782","Rubellimicrobium","NA","PC04924-Seq.2000_Diff"
"783","Ruminococcus","NA","PC04924-Seq.2000_Diff"
"784","Salinarimonas","NA","PC04924-Seq.2000_Diff"
"785","Scardovia","NA","PC04924-Seq.2000_Diff"
"786","Sediminibacterium","NA","PC04924-Seq.2000_Diff"
"787","Solobacterium","NA","PC04924-Seq.2000_Diff"
"788","Sphingomonas","NA","PC04924-Seq.2000_Diff"
"789","Stomatobaculum","NA","PC04924-Seq.2000_Diff"
"790","Succiniclasticum","NA","PC04924-Seq.2000_Diff"
"791","Sutterella","NA","PC04924-Seq.2000_Diff"
"792","Synergistes","NA","PC04924-Seq.2000_Diff"
"793","Thalassospira","NA","PC04924-Seq.2000_Diff"
"794","Treponema","NA","PC04924-Seq.2000_Diff"
"795","Turicibacter","NA","PC04924-Seq.2000_Diff"
"796","uncultured","NA","PC04924-Seq.2000_Diff"
"797","Veillonella","NA","PC04924-Seq.2000_Diff"
"798","Weissella","NA","PC04924-Seq.2000_Diff"
"799","Acinetobacter","NA","PC04925-MSA1000_Diff"
"800","Actinomyces","NA","PC04925-MSA1000_Diff"
"801","Alistipes","NA","PC04925-MSA1000_Diff"
"802","Anaerostipes","NA","PC04925-MSA1000_Diff"
"803","Bacteroides","NA","PC04925-MSA1000_Diff"
"804","Bifidobacterium","NA","PC04925-MSA1000_Diff"
"805","Bilophila","NA","PC04925-MSA1000_Diff"
"806","Clostridium","NA","PC04925-MSA1000_Diff"
"807","Lachnoclostridium","NA","PC04925-MSA1000_Diff"
"808","Collinsella","NA","PC04925-MSA1000_Diff"
"809","Coprobacillus","NA","PC04925-MSA1000_Diff"
"810","Cryptococcus",NA,"PC04925-MSA1000_Diff"
"811","Deinococcus","NA","PC04925-MSA1000_Diff"
"812","Enterococcus","-68.5982528422801","PC04925-MSA1000_Diff"
"813","Fusobacterium","NA","PC04925-MSA1000_Diff"
"814","Helicobacter","NA","PC04925-MSA1000_Diff"
"815","Listeria","-99.9276309838074","PC04925-MSA1000_Diff"
"816","Neisseria","NA","PC04925-MSA1000_Diff"
"817","Paenibacillus","NA","PC04925-MSA1000_Diff"
"818","Parabacteroides","NA","PC04925-MSA1000_Diff"
"819","Pediococcus","NA","PC04925-MSA1000_Diff"
"820","Porphyromonadaceae","NA","PC04925-MSA1000_Diff"
"821","Propionibacterium","NA","PC04925-MSA1000_Diff"
"822","Pseudomonas","-100","PC04925-MSA1000_Diff"
"823","Pyramidobacter","NA","PC04925-MSA1000_Diff"
"824","Ralstonia","NA","PC04925-MSA1000_Diff"
"825","Rhodobacter","NA","PC04925-MSA1000_Diff"
"826","Saccharomyces",NA,"PC04925-MSA1000_Diff"
"827","Salmonella",NA,"PC04925-MSA1000_Diff"
"828","Streptococcus","NA","PC04925-MSA1000_Diff"
"829","Subdoligranulum","NA","PC04925-MSA1000_Diff"
"830","Abiotrophia","NA","PC04925-MSA1000_Diff"
"831","Acetanaerobacterium","NA","PC04925-MSA1000_Diff"
"832","Acidaminococcus","NA","PC04925-MSA1000_Diff"
"833","Actinobacillus","NA","PC04925-MSA1000_Diff"
"834","Adlercreutzia","NA","PC04925-MSA1000_Diff"
"835","Akkermansia","NA","PC04925-MSA1000_Diff"
"836","Alcaligenes","NA","PC04925-MSA1000_Diff"
"837","Alkanindiges","NA","PC04925-MSA1000_Diff"
"838","Alloprevotella","NA","PC04925-MSA1000_Diff"
"839","Anaerococcus","NA","PC04925-MSA1000_Diff"
"840","Anaerofilum","NA","PC04925-MSA1000_Diff"
"841","Anaerofustis","NA","PC04925-MSA1000_Diff"
"842","Anaeromyxobacter","NA","PC04925-MSA1000_Diff"
"843","Anaerosporobacter","NA","PC04925-MSA1000_Diff"
"844","Anaerotruncus","NA","PC04925-MSA1000_Diff"
"845","Arthrobacter","NA","PC04925-MSA1000_Diff"
"846","Atopobium","NA","PC04925-MSA1000_Diff"
"847","Azospirillum","NA","PC04925-MSA1000_Diff"
"848","Basidiomycota","NA","PC04925-MSA1000_Diff"
"849","Bergeyella","NA","PC04925-MSA1000_Diff"
"850","Blautia","NA","PC04925-MSA1000_Diff"
"851","Bradyrhizobium","NA","PC04925-MSA1000_Diff"
"852","Brevundimonas","NA","PC04925-MSA1000_Diff"
"853","Bryobacter","NA","PC04925-MSA1000_Diff"
"854","Butyricimonas","NA","PC04925-MSA1000_Diff"
"855","Campylobacter","NA","PC04925-MSA1000_Diff"
"856","Candidatus Planktophila","NA","PC04925-MSA1000_Diff"
"857","Capnocytophaga","NA","PC04925-MSA1000_Diff"
"858","Christensenella","NA","PC04925-MSA1000_Diff"
"859","Clostridium sensu stricto 1","NA","PC04925-MSA1000_Diff"
"860","Coprococcus","NA","PC04925-MSA1000_Diff"
"861","Corynebacterium","NA","PC04925-MSA1000_Diff"
"862","Desulfovibrio","NA","PC04925-MSA1000_Diff"
"863","Devosia","NA","PC04925-MSA1000_Diff"
"864","Dialister","NA","PC04925-MSA1000_Diff"
"865","Dolosigranulum","NA","PC04925-MSA1000_Diff"
"866","Dorea","NA","PC04925-MSA1000_Diff"
"867","Eggerthella","NA","PC04925-MSA1000_Diff"
"868","Eggerthia","NA","PC04925-MSA1000_Diff"
"869","Enterorhabdus","NA","PC04925-MSA1000_Diff"
"870","Faecalibacterium","NA","PC04925-MSA1000_Diff"
"871","Finegoldia","NA","PC04925-MSA1000_Diff"
"872","Flavonifractor","NA","PC04925-MSA1000_Diff"
"873","Gemella","NA","PC04925-MSA1000_Diff"
"874","Gordonibacter","NA","PC04925-MSA1000_Diff"
"875","Granulicatella","NA","PC04925-MSA1000_Diff"
"876","Haemophilus","NA","PC04925-MSA1000_Diff"
"877","Holdemania","NA","PC04925-MSA1000_Diff"
"878","Incertae Sedis","NA","PC04925-MSA1000_Diff"
"879","Intestinimonas","NA","PC04925-MSA1000_Diff"
"880","Lachnoanaerobaculum","NA","PC04925-MSA1000_Diff"
"881","Lachnospira","NA","PC04925-MSA1000_Diff"
"882","Lactococcus","NA","PC04925-MSA1000_Diff"
"883","Lautropia","NA","PC04925-MSA1000_Diff"
"884","Leptotrichia","NA","PC04925-MSA1000_Diff"
"885","Leuconostoc","NA","PC04925-MSA1000_Diff"
"886","Lysobacter","NA","PC04925-MSA1000_Diff"
"887","Marvinbryantia","NA","PC04925-MSA1000_Diff"
"888","Massilia","NA","PC04925-MSA1000_Diff"
"889","Megasphaera","NA","PC04925-MSA1000_Diff"
"890","Methylobacterium","NA","PC04925-MSA1000_Diff"
"891","Mogibacterium","NA","PC04925-MSA1000_Diff"
"892","Moraxella","NA","PC04925-MSA1000_Diff"
"893","Mycobacterium","NA","PC04925-MSA1000_Diff"
"894","Nevskia","NA","PC04925-MSA1000_Diff"
"895","Nocardioides","NA","PC04925-MSA1000_Diff"
"896","Nosocomiicoccus","NA","PC04925-MSA1000_Diff"
"897","Odoribacter","NA","PC04925-MSA1000_Diff"
"898","Oribacterium","NA","PC04925-MSA1000_Diff"
"899","Oscillibacter","NA","PC04925-MSA1000_Diff"
"900","Oscillospira","NA","PC04925-MSA1000_Diff"
"901","other","NA","PC04925-MSA1000_Diff"
"902","Papillibacter","NA","PC04925-MSA1000_Diff"
"903","Paracoccus","NA","PC04925-MSA1000_Diff"
"904","Parasutterella","NA","PC04925-MSA1000_Diff"
"905","Pedobacter","NA","PC04925-MSA1000_Diff"
"906","Peptoniphilus","NA","PC04925-MSA1000_Diff"
"907","Phascolarctobacterium","NA","PC04925-MSA1000_Diff"
"908","Phenylobacterium","NA","PC04925-MSA1000_Diff"
"909","Porphyromonas","NA","PC04925-MSA1000_Diff"
"910","Prevotella","NA","PC04925-MSA1000_Diff"
"911","Pseudobutyrivibrio","NA","PC04925-MSA1000_Diff"
"912","Rhizobium","NA","PC04925-MSA1000_Diff"
"913","Roseburia","NA","PC04925-MSA1000_Diff"
"914","Rothia","NA","PC04925-MSA1000_Diff"
"915","Rubellimicrobium","NA","PC04925-MSA1000_Diff"
"916","Ruminococcus","NA","PC04925-MSA1000_Diff"
"917","Salinarimonas","NA","PC04925-MSA1000_Diff"
"918","Scardovia","NA","PC04925-MSA1000_Diff"
"919","Sediminibacterium","NA","PC04925-MSA1000_Diff"
"920","Solobacterium","NA","PC04925-MSA1000_Diff"
"921","Sphingomonas","NA","PC04925-MSA1000_Diff"
"922","Stomatobaculum","NA","PC04925-MSA1000_Diff"
"923","Succiniclasticum","NA","PC04925-MSA1000_Diff"
"924","Sutterella","NA","PC04925-MSA1000_Diff"
"925","Synergistes","NA","PC04925-MSA1000_Diff"
"926","Thalassospira","NA","PC04925-MSA1000_Diff"
"927","Treponema","NA","PC04925-MSA1000_Diff"
"928","Turicibacter","NA","PC04925-MSA1000_Diff"
"929","uncultured","NA","PC04925-MSA1000_Diff"
