,Genus,value,Type
1482,Peptoniphilus,NA,PC04925-Seq.200_Diff
1483,Phascolarctobacterium,NA,PC04925-Seq.200_Diff
1484,Phenylobacterium,NA,PC04925-Seq.200_Diff
1485,Porphyromonas,NA,PC04925-Seq.200_Diff
1486,Prevotella,NA,PC04925-Seq.200_Diff
1487,Pseudobutyrivibrio,NA,PC04925-Seq.200_Diff
1488,Rhizobium,NA,PC04925-Seq.200_Diff
1489,Roseburia,NA,PC04925-Seq.200_Diff
1490,Rothia,NA,PC04925-Seq.200_Diff
1491,Rubellimicrobium,NA,PC04925-Seq.200_Diff
1492,Ruminococcus,NA,PC04925-Seq.200_Diff
1493,Salinarimonas,NA,PC04925-Seq.200_Diff
1494,Scardovia,NA,PC04925-Seq.200_Diff
1495,Sediminibacterium,NA,PC04925-Seq.200_Diff
1496,Solobacterium,NA,PC04925-Seq.200_Diff
1497,Sphingomonas,NA,PC04925-Seq.200_Diff
1498,Stomatobaculum,NA,PC04925-Seq.200_Diff
1499,Succiniclasticum,NA,PC04925-Seq.200_Diff
1500,Sutterella,NA,PC04925-Seq.200_Diff
1501,Synergistes,NA,PC04925-Seq.200_Diff
1502,Thalassospira,NA,PC04925-Seq.200_Diff
1503,Treponema,NA,PC04925-Seq.200_Diff
1504,Turicibacter,NA,PC04925-Seq.200_Diff
1505,uncultured,NA,PC04925-Seq.200_Diff
1506,Veillonella,NA,PC04925-Seq.200_Diff
1507,Weissella,NA,PC04925-Seq.200_Diff
1508,Acinetobacter,NA,PC04925-Seq.2000_Diff
1509,Actinomyces,NA,PC04925-Seq.2000_Diff
1510,Alistipes,NA,PC04925-Seq.2000_Diff
1511,Anaerostipes,NA,PC04925-Seq.2000_Diff
1512,Bacillus,34.66982565,PC04925-Seq.2000_Diff
1513,Bacteroides,NA,PC04925-Seq.2000_Diff
1514,Bifidobacterium,NA,PC04925-Seq.2000_Diff
1515,Bilophila,NA,PC04925-Seq.2000_Diff
1516,Clostridium,NA,PC04925-Seq.2000_Diff
1517,Lachnoclostridium,NA,PC04925-Seq.2000_Diff
1518,Collinsella,NA,PC04925-Seq.2000_Diff
1519,Coprobacillus,NA,PC04925-Seq.2000_Diff
1520,Cryptococcus,NA,PC04925-Seq.2000_Diff
1521,Deinococcus,NA,PC04925-Seq.2000_Diff
1522,Enterococcus,-5.268913125,PC04925-Seq.2000_Diff
1523,Escherichia-Shigella,-41.73375313,PC04925-Seq.2000_Diff
1524,Fusobacterium,NA,PC04925-Seq.2000_Diff
1525,Helicobacter,NA,PC04925-Seq.2000_Diff
1526,Lactobacillus,-29.10515765,PC04925-Seq.2000_Diff
1527,Listeria,36.68671405,PC04925-Seq.2000_Diff
1528,Neisseria,NA,PC04925-Seq.2000_Diff
1529,Paenibacillus,NA,PC04925-Seq.2000_Diff
1530,Parabacteroides,NA,PC04925-Seq.2000_Diff
1531,Pediococcus,NA,PC04925-Seq.2000_Diff
1532,Porphyromonadaceae,NA,PC04925-Seq.2000_Diff
1533,Propionibacterium,NA,PC04925-Seq.2000_Diff
1534,Pseudomonas,-100,PC04925-Seq.2000_Diff
1535,Pyramidobacter,NA,PC04925-Seq.2000_Diff
1536,Ralstonia,NA,PC04925-Seq.2000_Diff
1537,Rhodobacter,NA,PC04925-Seq.2000_Diff
1538,Saccharomyces,NA,PC04925-Seq.2000_Diff
1539,Salmonella,NA,PC04925-Seq.2000_Diff
1540,Staphylococcus,68.81860622,PC04925-Seq.2000_Diff
1541,Streptococcus,NA,PC04925-Seq.2000_Diff
1542,Subdoligranulum,NA,PC04925-Seq.2000_Diff
1543,Abiotrophia,NA,PC04925-Seq.2000_Diff
1544,Acetanaerobacterium,NA,PC04925-Seq.2000_Diff
1545,Acidaminococcus,NA,PC04925-Seq.2000_Diff
1546,Actinobacillus,NA,PC04925-Seq.2000_Diff
1547,Adlercreutzia,NA,PC04925-Seq.2000_Diff
1548,Akkermansia,NA,PC04925-Seq.2000_Diff
1549,Alcaligenes,NA,PC04925-Seq.2000_Diff
1550,Alkanindiges,NA,PC04925-Seq.2000_Diff
1551,Alloprevotella,NA,PC04925-Seq.2000_Diff
1552,Anaerococcus,NA,PC04925-Seq.2000_Diff
1553,Anaerofilum,NA,PC04925-Seq.2000_Diff
1554,Anaerofustis,NA,PC04925-Seq.2000_Diff
1555,Anaeromyxobacter,NA,PC04925-Seq.2000_Diff
1556,Anaerosporobacter,NA,PC04925-Seq.2000_Diff
1557,Anaerotruncus,NA,PC04925-Seq.2000_Diff
1558,Arthrobacter,NA,PC04925-Seq.2000_Diff
1559,Atopobium,NA,PC04925-Seq.2000_Diff
1560,Azospirillum,NA,PC04925-Seq.2000_Diff
1561,Basidiomycota,NA,PC04925-Seq.2000_Diff
1562,Bergeyella,NA,PC04925-Seq.2000_Diff
1563,Blautia,NA,PC04925-Seq.2000_Diff
1564,Bradyrhizobium,NA,PC04925-Seq.2000_Diff
1565,Brevundimonas,NA,PC04925-Seq.2000_Diff
1566,Bryobacter,NA,PC04925-Seq.2000_Diff
1567,Butyricimonas,NA,PC04925-Seq.2000_Diff
1568,Campylobacter,NA,PC04925-Seq.2000_Diff
1569,Candidatus Planktophila,NA,PC04925-Seq.2000_Diff
1570,Capnocytophaga,NA,PC04925-Seq.2000_Diff
1571,Christensenella,NA,PC04925-Seq.2000_Diff
1572,Clostridium sensu stricto 1,NA,PC04925-Seq.2000_Diff
1573,Coprococcus,NA,PC04925-Seq.2000_Diff
1574,Corynebacterium,NA,PC04925-Seq.2000_Diff
1575,Desulfovibrio,NA,PC04925-Seq.2000_Diff
1576,Devosia,NA,PC04925-Seq.2000_Diff
1577,Dialister,NA,PC04925-Seq.2000_Diff
1578,Dolosigranulum,NA,PC04925-Seq.2000_Diff
1579,Dorea,NA,PC04925-Seq.2000_Diff
1580,Eggerthella,NA,PC04925-Seq.2000_Diff
1581,Eggerthia,NA,PC04925-Seq.2000_Diff
1582,Enterorhabdus,NA,PC04925-Seq.2000_Diff
1583,Faecalibacterium,NA,PC04925-Seq.2000_Diff
1584,Finegoldia,NA,PC04925-Seq.2000_Diff
1585,Flavonifractor,NA,PC04925-Seq.2000_Diff
1586,Gemella,NA,PC04925-Seq.2000_Diff
1587,Gordonibacter,NA,PC04925-Seq.2000_Diff
1588,Granulicatella,NA,PC04925-Seq.2000_Diff
1589,Haemophilus,NA,PC04925-Seq.2000_Diff
1590,Holdemania,NA,PC04925-Seq.2000_Diff
1591,Incertae Sedis,NA,PC04925-Seq.2000_Diff
1592,Intestinimonas,NA,PC04925-Seq.2000_Diff
1593,Lachnoanaerobaculum,NA,PC04925-Seq.2000_Diff
1594,Lachnospira,NA,PC04925-Seq.2000_Diff
1595,Lactococcus,NA,PC04925-Seq.2000_Diff
1596,Lautropia,NA,PC04925-Seq.2000_Diff
1597,Leptotrichia,NA,PC04925-Seq.2000_Diff
1598,Leuconostoc,NA,PC04925-Seq.2000_Diff
1599,Lysobacter,NA,PC04925-Seq.2000_Diff
1600,Marvinbryantia,NA,PC04925-Seq.2000_Diff
1601,Massilia,NA,PC04925-Seq.2000_Diff
1602,Megasphaera,NA,PC04925-Seq.2000_Diff
1603,Methylobacterium,NA,PC04925-Seq.2000_Diff
1604,Mogibacterium,NA,PC04925-Seq.2000_Diff
1605,Moraxella,NA,PC04925-Seq.2000_Diff
1606,Mycobacterium,NA,PC04925-Seq.2000_Diff
1607,Nevskia,NA,PC04925-Seq.2000_Diff
1608,Nocardioides,NA,PC04925-Seq.2000_Diff
1609,Nosocomiicoccus,NA,PC04925-Seq.2000_Diff
1610,Odoribacter,NA,PC04925-Seq.2000_Diff
1611,Oribacterium,NA,PC04925-Seq.2000_Diff
1612,Oscillibacter,NA,PC04925-Seq.2000_Diff
1613,Oscillospira,NA,PC04925-Seq.2000_Diff
1614,Other,NA,PC04925-Seq.2000_Diff
1615,Papillibacter,NA,PC04925-Seq.2000_Diff
1616,Paracoccus,NA,PC04925-Seq.2000_Diff
1617,Parasutterella,NA,PC04925-Seq.2000_Diff
1618,Pedobacter,NA,PC04925-Seq.2000_Diff
1619,Peptoniphilus,NA,PC04925-Seq.2000_Diff
1620,Phascolarctobacterium,NA,PC04925-Seq.2000_Diff
1621,Phenylobacterium,NA,PC04925-Seq.2000_Diff
1622,Porphyromonas,NA,PC04925-Seq.2000_Diff
1623,Prevotella,NA,PC04925-Seq.2000_Diff
1624,Pseudobutyrivibrio,NA,PC04925-Seq.2000_Diff
1625,Rhizobium,NA,PC04925-Seq.2000_Diff
1626,Roseburia,NA,PC04925-Seq.2000_Diff
1627,Rothia,NA,PC04925-Seq.2000_Diff
1628,Rubellimicrobium,NA,PC04925-Seq.2000_Diff
1629,Ruminococcus,NA,PC04925-Seq.2000_Diff
1630,Salinarimonas,NA,PC04925-Seq.2000_Diff
1631,Scardovia,NA,PC04925-Seq.2000_Diff
1632,Sediminibacterium,NA,PC04925-Seq.2000_Diff
1633,Solobacterium,NA,PC04925-Seq.2000_Diff
1634,Sphingomonas,NA,PC04925-Seq.2000_Diff
1635,Stomatobaculum,NA,PC04925-Seq.2000_Diff
1636,Succiniclasticum,NA,PC04925-Seq.2000_Diff
1637,Sutterella,NA,PC04925-Seq.2000_Diff
1638,Synergistes,NA,PC04925-Seq.2000_Diff
1639,Thalassospira,NA,PC04925-Seq.2000_Diff
1640,Treponema,NA,PC04925-Seq.2000_Diff
1641,Turicibacter,NA,PC04925-Seq.2000_Diff
1642,uncultured,NA,PC04925-Seq.2000_Diff
1643,Veillonella,NA,PC04925-Seq.2000_Diff
1644,Weissella,NA,PC04925-Seq.2000_Diff
1645,Acinetobacter,NA,PC07578-MSA1000_Diff
1646,Actinomyces,NA,PC07578-MSA1000_Diff
1647,Alistipes,NA,PC07578-MSA1000_Diff
1648,Anaerostipes,NA,PC07578-MSA1000_Diff
1649,Bacillus,NaN,PC07578-MSA1000_Diff
1650,Bacteroides,NA,PC07578-MSA1000_Diff
1651,Bifidobacterium,NA,PC07578-MSA1000_Diff
1652,Bilophila,NA,PC07578-MSA1000_Diff
1653,Clostridium,NA,PC07578-MSA1000_Diff
1654,Lachnoclostridium,NA,PC07578-MSA1000_Diff
1655,Collinsella,NA,PC07578-MSA1000_Diff
1656,Coprobacillus,NA,PC07578-MSA1000_Diff
1657,Cryptococcus,NA,PC07578-MSA1000_Diff
1658,Deinococcus,NA,PC07578-MSA1000_Diff
1659,Enterococcus,NaN,PC07578-MSA1000_Diff
1660,Escherichia-Shigella,NaN,PC07578-MSA1000_Diff
1661,Fusobacterium,NA,PC07578-MSA1000_Diff
1662,Helicobacter,NA,PC07578-MSA1000_Diff
1663,Lactobacillus,NaN,PC07578-MSA1000_Diff
1664,Listeria,NaN,PC07578-MSA1000_Diff
1665,Neisseria,NA,PC07578-MSA1000_Diff
1666,Paenibacillus,NA,PC07578-MSA1000_Diff
1667,Parabacteroides,NA,PC07578-MSA1000_Diff
1668,Pediococcus,NA,PC07578-MSA1000_Diff
1669,Porphyromonadaceae,NA,PC07578-MSA1000_Diff
1670,Propionibacterium,NA,PC07578-MSA1000_Diff
1671,Pseudomonas,NaN,PC07578-MSA1000_Diff
1672,Pyramidobacter,NA,PC07578-MSA1000_Diff
1673,Ralstonia,NA,PC07578-MSA1000_Diff
1674,Rhodobacter,NA,PC07578-MSA1000_Diff
1675,Saccharomyces,NA,PC07578-MSA1000_Diff
1676,Salmonella,NA,PC07578-MSA1000_Diff
1677,Staphylococcus,NaN,PC07578-MSA1000_Diff
1678,Streptococcus,NA,PC07578-MSA1000_Diff
1679,Subdoligranulum,NA,PC07578-MSA1000_Diff
1680,Abiotrophia,NA,PC07578-MSA1000_Diff
1681,Acetanaerobacterium,NA,PC07578-MSA1000_Diff
1682,Acidaminococcus,NA,PC07578-MSA1000_Diff
1683,Actinobacillus,NA,PC07578-MSA1000_Diff
1684,Adlercreutzia,NA,PC07578-MSA1000_Diff
1685,Akkermansia,NA,PC07578-MSA1000_Diff
1686,Alcaligenes,NA,PC07578-MSA1000_Diff
1687,Alkanindiges,NA,PC07578-MSA1000_Diff
1688,Alloprevotella,NA,PC07578-MSA1000_Diff
1689,Anaerococcus,NA,PC07578-MSA1000_Diff
1690,Anaerofilum,NA,PC07578-MSA1000_Diff
1691,Anaerofustis,NA,PC07578-MSA1000_Diff
1692,Anaeromyxobacter,NA,PC07578-MSA1000_Diff
1693,Anaerosporobacter,NA,PC07578-MSA1000_Diff
1694,Anaerotruncus,NA,PC07578-MSA1000_Diff
1695,Arthrobacter,NA,PC07578-MSA1000_Diff
1696,Atopobium,NA,PC07578-MSA1000_Diff
1697,Azospirillum,NA,PC07578-MSA1000_Diff
1698,Basidiomycota,NA,PC07578-MSA1000_Diff
1699,Bergeyella,NA,PC07578-MSA1000_Diff
1700,Blautia,NA,PC07578-MSA1000_Diff
1701,Bradyrhizobium,NA,PC07578-MSA1000_Diff
1702,Brevundimonas,NA,PC07578-MSA1000_Diff
1703,Bryobacter,NA,PC07578-MSA1000_Diff
1704,Butyricimonas,NA,PC07578-MSA1000_Diff
1705,Campylobacter,NA,PC07578-MSA1000_Diff
1706,Candidatus Planktophila,NA,PC07578-MSA1000_Diff
1707,Capnocytophaga,NA,PC07578-MSA1000_Diff
1708,Christensenella,NA,PC07578-MSA1000_Diff
1709,Clostridium sensu stricto 1,NA,PC07578-MSA1000_Diff
1710,Coprococcus,NA,PC07578-MSA1000_Diff
1711,Corynebacterium,NA,PC07578-MSA1000_Diff
1712,Desulfovibrio,NA,PC07578-MSA1000_Diff
1713,Devosia,NA,PC07578-MSA1000_Diff
1714,Dialister,NA,PC07578-MSA1000_Diff
1715,Dolosigranulum,NA,PC07578-MSA1000_Diff
1716,Dorea,NA,PC07578-MSA1000_Diff
1717,Eggerthella,NA,PC07578-MSA1000_Diff
1718,Eggerthia,NA,PC07578-MSA1000_Diff
1719,Enterorhabdus,NA,PC07578-MSA1000_Diff
1720,Faecalibacterium,NA,PC07578-MSA1000_Diff
1721,Finegoldia,NA,PC07578-MSA1000_Diff
1722,Flavonifractor,NA,PC07578-MSA1000_Diff
1723,Gemella,NA,PC07578-MSA1000_Diff
1724,Gordonibacter,NA,PC07578-MSA1000_Diff
1725,Granulicatella,NA,PC07578-MSA1000_Diff
1726,Haemophilus,NA,PC07578-MSA1000_Diff
1727,Holdemania,NA,PC07578-MSA1000_Diff
1728,Incertae Sedis,NA,PC07578-MSA1000_Diff
1729,Intestinimonas,NA,PC07578-MSA1000_Diff
1730,Lachnoanaerobaculum,NA,PC07578-MSA1000_Diff
1731,Lachnospira,NA,PC07578-MSA1000_Diff
1732,Lactococcus,NA,PC07578-MSA1000_Diff
1733,Lautropia,NA,PC07578-MSA1000_Diff
1734,Leptotrichia,NA,PC07578-MSA1000_Diff
1735,Leuconostoc,NA,PC07578-MSA1000_Diff
1736,Lysobacter,NA,PC07578-MSA1000_Diff
1737,Marvinbryantia,NA,PC07578-MSA1000_Diff
1738,Massilia,NA,PC07578-MSA1000_Diff
1739,Megasphaera,NA,PC07578-MSA1000_Diff
1740,Methylobacterium,NA,PC07578-MSA1000_Diff
1741,Mogibacterium,NA,PC07578-MSA1000_Diff
1742,Moraxella,NA,PC07578-MSA1000_Diff
1743,Mycobacterium,NA,PC07578-MSA1000_Diff
1744,Nevskia,NA,PC07578-MSA1000_Diff
1745,Nocardioides,NA,PC07578-MSA1000_Diff
1746,Nosocomiicoccus,NA,PC07578-MSA1000_Diff
1747,Odoribacter,NA,PC07578-MSA1000_Diff
1748,Oribacterium,NA,PC07578-MSA1000_Diff
1749,Oscillibacter,NA,PC07578-MSA1000_Diff
1750,Oscillospira,NA,PC07578-MSA1000_Diff
1751,Other,NA,PC07578-MSA1000_Diff
1752,Papillibacter,NA,PC07578-MSA1000_Diff
1753,Paracoccus,NA,PC07578-MSA1000_Diff
1754,Parasutterella,NA,PC07578-MSA1000_Diff
1755,Pedobacter,NA,PC07578-MSA1000_Diff
1756,Peptoniphilus,NA,PC07578-MSA1000_Diff
1757,Phascolarctobacterium,NA,PC07578-MSA1000_Diff
1758,Phenylobacterium,NA,PC07578-MSA1000_Diff
1759,Porphyromonas,NA,PC07578-MSA1000_Diff
1760,Prevotella,NA,PC07578-MSA1000_Diff
1761,Pseudobutyrivibrio,NA,PC07578-MSA1000_Diff
1762,Rhizobium,NA,PC07578-MSA1000_Diff
1763,Roseburia,NA,PC07578-MSA1000_Diff
1764,Rothia,NA,PC07578-MSA1000_Diff
1765,Rubellimicrobium,NA,PC07578-MSA1000_Diff
1766,Ruminococcus,NA,PC07578-MSA1000_Diff
1767,Salinarimonas,NA,PC07578-MSA1000_Diff
1768,Scardovia,NA,PC07578-MSA1000_Diff
1769,Sediminibacterium,NA,PC07578-MSA1000_Diff
1770,Solobacterium,NA,PC07578-MSA1000_Diff
1771,Sphingomonas,NA,PC07578-MSA1000_Diff
1772,Stomatobaculum,NA,PC07578-MSA1000_Diff
1773,Succiniclasticum,NA,PC07578-MSA1000_Diff
1774,Sutterella,NA,PC07578-MSA1000_Diff
1775,Synergistes,NA,PC07578-MSA1000_Diff
1776,Thalassospira,NA,PC07578-MSA1000_Diff
1777,Treponema,NA,PC07578-MSA1000_Diff
1778,Turicibacter,NA,PC07578-MSA1000_Diff
1779,uncultured,NA,PC07578-MSA1000_Diff
1780,Veillonella,NA,PC07578-MSA1000_Diff
1781,Weissella,NA,PC07578-MSA1000_Diff
1782,Acinetobacter,NA,PC07578-MSA1001_Diff
1783,Actinomyces,NA,PC07578-MSA1001_Diff
1784,Alistipes,NA,PC07578-MSA1001_Diff
1785,Anaerostipes,NA,PC07578-MSA1001_Diff
1786,Bacillus,90.40771771,PC07578-MSA1001_Diff
1787,Bacteroides,NA,PC07578-MSA1001_Diff
1788,Bifidobacterium,NA,PC07578-MSA1001_Diff
1789,Bilophila,NA,PC07578-MSA1001_Diff
1790,Clostridium,NA,PC07578-MSA1001_Diff
1791,Lachnoclostridium,NA,PC07578-MSA1001_Diff
1792,Collinsella,NA,PC07578-MSA1001_Diff
1793,Coprobacillus,NA,PC07578-MSA1001_Diff
1794,Cryptococcus,NA,PC07578-MSA1001_Diff
1795,Deinococcus,NA,PC07578-MSA1001_Diff
1796,Enterococcus,-99.54887031,PC07578-MSA1001_Diff
1797,Escherichia-Shigella,-27.00820539,PC07578-MSA1001_Diff
1798,Fusobacterium,NA,PC07578-MSA1001_Diff
1799,Helicobacter,NA,PC07578-MSA1001_Diff
1800,Lactobacillus,-94.97400509,PC07578-MSA1001_Diff
1801,Listeria,-100,PC07578-MSA1001_Diff
1802,Neisseria,NA,PC07578-MSA1001_Diff
1803,Paenibacillus,NA,PC07578-MSA1001_Diff
1804,Parabacteroides,NA,PC07578-MSA1001_Diff
1805,Pediococcus,NA,PC07578-MSA1001_Diff
1806,Porphyromonadaceae,NA,PC07578-MSA1001_Diff
1807,Propionibacterium,NA,PC07578-MSA1001_Diff
1808,Pseudomonas,-100,PC07578-MSA1001_Diff
1809,Pyramidobacter,NA,PC07578-MSA1001_Diff
1810,Ralstonia,NA,PC07578-MSA1001_Diff
1811,Rhodobacter,NA,PC07578-MSA1001_Diff
1812,Saccharomyces,NA,PC07578-MSA1001_Diff
1813,Salmonella,NA,PC07578-MSA1001_Diff
1814,Staphylococcus,327.0171592,PC07578-MSA1001_Diff
1815,Streptococcus,NA,PC07578-MSA1001_Diff
1816,Subdoligranulum,NA,PC07578-MSA1001_Diff
1817,Abiotrophia,NA,PC07578-MSA1001_Diff
1818,Acetanaerobacterium,NA,PC07578-MSA1001_Diff
1819,Acidaminococcus,NA,PC07578-MSA1001_Diff
1820,Actinobacillus,NA,PC07578-MSA1001_Diff
1821,Adlercreutzia,NA,PC07578-MSA1001_Diff
1822,Akkermansia,NA,PC07578-MSA1001_Diff
1823,Alcaligenes,NA,PC07578-MSA1001_Diff
1824,Alkanindiges,NA,PC07578-MSA1001_Diff
1825,Alloprevotella,NA,PC07578-MSA1001_Diff
1826,Anaerococcus,NA,PC07578-MSA1001_Diff
1827,Anaerofilum,NA,PC07578-MSA1001_Diff
1828,Anaerofustis,NA,PC07578-MSA1001_Diff
1829,Anaeromyxobacter,NA,PC07578-MSA1001_Diff
1830,Anaerosporobacter,NA,PC07578-MSA1001_Diff
1831,Anaerotruncus,NA,PC07578-MSA1001_Diff
1832,Arthrobacter,NA,PC07578-MSA1001_Diff
1833,Atopobium,NA,PC07578-MSA1001_Diff
1834,Azospirillum,NA,PC07578-MSA1001_Diff
1835,Basidiomycota,NA,PC07578-MSA1001_Diff
1836,Bergeyella,NA,PC07578-MSA1001_Diff
1837,Blautia,NA,PC07578-MSA1001_Diff
1838,Bradyrhizobium,NA,PC07578-MSA1001_Diff
1839,Brevundimonas,NA,PC07578-MSA1001_Diff
1840,Bryobacter,NA,PC07578-MSA1001_Diff
1841,Butyricimonas,NA,PC07578-MSA1001_Diff
1842,Campylobacter,NA,PC07578-MSA1001_Diff
1843,Candidatus Planktophila,NA,PC07578-MSA1001_Diff
1844,Capnocytophaga,NA,PC07578-MSA1001_Diff
1845,Christensenella,NA,PC07578-MSA1001_Diff
1846,Clostridium sensu stricto 1,NA,PC07578-MSA1001_Diff
1847,Coprococcus,NA,PC07578-MSA1001_Diff
1848,Corynebacterium,NA,PC07578-MSA1001_Diff
1849,Desulfovibrio,NA,PC07578-MSA1001_Diff
1850,Devosia,NA,PC07578-MSA1001_Diff
1851,Dialister,NA,PC07578-MSA1001_Diff
1852,Dolosigranulum,NA,PC07578-MSA1001_Diff
1853,Dorea,NA,PC07578-MSA1001_Diff
1854,Eggerthella,NA,PC07578-MSA1001_Diff
1855,Eggerthia,NA,PC07578-MSA1001_Diff
1856,Enterorhabdus,NA,PC07578-MSA1001_Diff
1857,Faecalibacterium,NA,PC07578-MSA1001_Diff
1858,Finegoldia,NA,PC07578-MSA1001_Diff
1859,Flavonifractor,NA,PC07578-MSA1001_Diff
1860,Gemella,NA,PC07578-MSA1001_Diff
1861,Gordonibacter,NA,PC07578-MSA1001_Diff
1862,Granulicatella,NA,PC07578-MSA1001_Diff
1863,Haemophilus,NA,PC07578-MSA1001_Diff
1864,Holdemania,NA,PC07578-MSA1001_Diff
1865,Incertae Sedis,NA,PC07578-MSA1001_Diff
1866,Intestinimonas,NA,PC07578-MSA1001_Diff
1867,Lachnoanaerobaculum,NA,PC07578-MSA1001_Diff
1868,Lachnospira,NA,PC07578-MSA1001_Diff
1869,Lactococcus,NA,PC07578-MSA1001_Diff
1870,Lautropia,NA,PC07578-MSA1001_Diff
1871,Leptotrichia,NA,PC07578-MSA1001_Diff
1872,Leuconostoc,NA,PC07578-MSA1001_Diff
1873,Lysobacter,NA,PC07578-MSA1001_Diff
1874,Marvinbryantia,NA,PC07578-MSA1001_Diff
1875,Massilia,NA,PC07578-MSA1001_Diff
1876,Megasphaera,NA,PC07578-MSA1001_Diff
1877,Methylobacterium,NA,PC07578-MSA1001_Diff
1878,Mogibacterium,NA,PC07578-MSA1001_Diff
1879,Moraxella,NA,PC07578-MSA1001_Diff
1880,Mycobacterium,NA,PC07578-MSA1001_Diff
1881,Nevskia,NA,PC07578-MSA1001_Diff
1882,Nocardioides,NA,PC07578-MSA1001_Diff
1883,Nosocomiicoccus,NA,PC07578-MSA1001_Diff
1884,Odoribacter,NA,PC07578-MSA1001_Diff
1885,Oribacterium,NA,PC07578-MSA1001_Diff
1886,Oscillibacter,NA,PC07578-MSA1001_Diff
1887,Oscillospira,NA,PC07578-MSA1001_Diff
1888,Other,NA,PC07578-MSA1001_Diff
1889,Papillibacter,NA,PC07578-MSA1001_Diff
1890,Paracoccus,NA,PC07578-MSA1001_Diff
1891,Parasutterella,NA,PC07578-MSA1001_Diff
1892,Pedobacter,NA,PC07578-MSA1001_Diff
1893,Peptoniphilus,NA,PC07578-MSA1001_Diff
1894,Phascolarctobacterium,NA,PC07578-MSA1001_Diff
1895,Phenylobacterium,NA,PC07578-MSA1001_Diff
1896,Porphyromonas,NA,PC07578-MSA1001_Diff
1897,Prevotella,NA,PC07578-MSA1001_Diff
1898,Pseudobutyrivibrio,NA,PC07578-MSA1001_Diff
1899,Rhizobium,NA,PC07578-MSA1001_Diff
1900,Roseburia,NA,PC07578-MSA1001_Diff
1901,Rothia,NA,PC07578-MSA1001_Diff
1902,Rubellimicrobium,NA,PC07578-MSA1001_Diff
1903,Ruminococcus,NA,PC07578-MSA1001_Diff
1904,Salinarimonas,NA,PC07578-MSA1001_Diff
1905,Scardovia,NA,PC07578-MSA1001_Diff
1906,Sediminibacterium,NA,PC07578-MSA1001_Diff
1907,Solobacterium,NA,PC07578-MSA1001_Diff
1908,Sphingomonas,NA,PC07578-MSA1001_Diff
1909,Stomatobaculum,NA,PC07578-MSA1001_Diff
1910,Succiniclasticum,NA,PC07578-MSA1001_Diff
1911,Sutterella,NA,PC07578-MSA1001_Diff
1912,Synergistes,NA,PC07578-MSA1001_Diff
1913,Thalassospira,NA,PC07578-MSA1001_Diff
1914,Treponema,NA,PC07578-MSA1001_Diff
1915,Turicibacter,NA,PC07578-MSA1001_Diff
1916,uncultured,NA,PC07578-MSA1001_Diff
1917,Veillonella,NA,PC07578-MSA1001_Diff
1918,Weissella,NA,PC07578-MSA1001_Diff
1919,Acinetobacter,NA,PC07578-MSA1002_Diff
1920,Actinomyces,NA,PC07578-MSA1002_Diff
1921,Alistipes,NA,PC07578-MSA1002_Diff
1922,Anaerostipes,NA,PC07578-MSA1002_Diff
1923,Bacillus,64.31993188,PC07578-MSA1002_Diff
1924,Bacteroides,NA,PC07578-MSA1002_Diff
1925,Bifidobacterium,NA,PC07578-MSA1002_Diff
1926,Bilophila,NA,PC07578-MSA1002_Diff
1927,Clostridium,NA,PC07578-MSA1002_Diff
1928,Lachnoclostridium,NA,PC07578-MSA1002_Diff
1929,Collinsella,NA,PC07578-MSA1002_Diff
1930,Coprobacillus,NA,PC07578-MSA1002_Diff
1931,Cryptococcus,NA,PC07578-MSA1002_Diff
1932,Deinococcus,NA,PC07578-MSA1002_Diff
1933,Enterococcus,-79.82417325,PC07578-MSA1002_Diff
1934,Escherichia-Shigella,-60.49197648,PC07578-MSA1002_Diff
1935,Fusobacterium,NA,PC07578-MSA1002_Diff
1936,Helicobacter,NA,PC07578-MSA1002_Diff
1937,Lactobacillus,-72.57766901,PC07578-MSA1002_Diff
1938,Listeria,-100,PC07578-MSA1002_Diff
1939,Neisseria,NA,PC07578-MSA1002_Diff
1940,Paenibacillus,NA,PC07578-MSA1002_Diff
1941,Parabacteroides,NA,PC07578-MSA1002_Diff
1942,Pediococcus,NA,PC07578-MSA1002_Diff
1943,Porphyromonadaceae,NA,PC07578-MSA1002_Diff
1944,Propionibacterium,NA,PC07578-MSA1002_Diff
1945,Pseudomonas,-100,PC07578-MSA1002_Diff
1946,Pyramidobacter,NA,PC07578-MSA1002_Diff
1947,Ralstonia,NA,PC07578-MSA1002_Diff
1948,Rhodobacter,NA,PC07578-MSA1002_Diff
1949,Saccharomyces,NA,PC07578-MSA1002_Diff
1950,Salmonella,NA,PC07578-MSA1002_Diff
1951,Staphylococcus,-25.33244048,PC07578-MSA1002_Diff
1952,Streptococcus,NA,PC07578-MSA1002_Diff
1953,Subdoligranulum,NA,PC07578-MSA1002_Diff
1954,Abiotrophia,NA,PC07578-MSA1002_Diff
1955,Acetanaerobacterium,NA,PC07578-MSA1002_Diff
1956,Acidaminococcus,NA,PC07578-MSA1002_Diff
1957,Actinobacillus,NA,PC07578-MSA1002_Diff
1958,Adlercreutzia,NA,PC07578-MSA1002_Diff
1959,Akkermansia,NA,PC07578-MSA1002_Diff
1960,Alcaligenes,NA,PC07578-MSA1002_Diff
1961,Alkanindiges,NA,PC07578-MSA1002_Diff
1962,Alloprevotella,NA,PC07578-MSA1002_Diff
