,Genus,value,Type
498,Lachnospira,NA,PC04924-MSA1003_Diff
499,Lactococcus,NA,PC04924-MSA1003_Diff
500,Lautropia,NA,PC04924-MSA1003_Diff
501,Leptotrichia,NA,PC04924-MSA1003_Diff
502,Leuconostoc,NA,PC04924-MSA1003_Diff
503,Lysobacter,NA,PC04924-MSA1003_Diff
504,Marvinbryantia,NA,PC04924-MSA1003_Diff
505,Massilia,NA,PC04924-MSA1003_Diff
506,Megasphaera,NA,PC04924-MSA1003_Diff
507,Methylobacterium,NA,PC04924-MSA1003_Diff
508,Mogibacterium,NA,PC04924-MSA1003_Diff
509,Moraxella,NA,PC04924-MSA1003_Diff
510,Mycobacterium,NA,PC04924-MSA1003_Diff
511,Nevskia,NA,PC04924-MSA1003_Diff
512,Nocardioides,NA,PC04924-MSA1003_Diff
513,Nosocomiicoccus,NA,PC04924-MSA1003_Diff
514,Odoribacter,NA,PC04924-MSA1003_Diff
515,Oribacterium,NA,PC04924-MSA1003_Diff
516,Oscillibacter,NA,PC04924-MSA1003_Diff
517,Oscillospira,NA,PC04924-MSA1003_Diff
518,Other,NA,PC04924-MSA1003_Diff
519,Papillibacter,NA,PC04924-MSA1003_Diff
520,Paracoccus,NA,PC04924-MSA1003_Diff
521,Parasutterella,NA,PC04924-MSA1003_Diff
522,Pedobacter,NA,PC04924-MSA1003_Diff
523,Peptoniphilus,NA,PC04924-MSA1003_Diff
524,Phascolarctobacterium,NA,PC04924-MSA1003_Diff
525,Phenylobacterium,NA,PC04924-MSA1003_Diff
526,Porphyromonas,NA,PC04924-MSA1003_Diff
527,Prevotella,NA,PC04924-MSA1003_Diff
528,Pseudobutyrivibrio,NA,PC04924-MSA1003_Diff
529,Rhizobium,NA,PC04924-MSA1003_Diff
530,Roseburia,NA,PC04924-MSA1003_Diff
531,Rothia,NA,PC04924-MSA1003_Diff
532,Rubellimicrobium,NA,PC04924-MSA1003_Diff
533,Ruminococcus,NA,PC04924-MSA1003_Diff
534,Salinarimonas,NA,PC04924-MSA1003_Diff
535,Scardovia,NA,PC04924-MSA1003_Diff
536,Sediminibacterium,NA,PC04924-MSA1003_Diff
537,Solobacterium,NA,PC04924-MSA1003_Diff
538,Sphingomonas,NA,PC04924-MSA1003_Diff
539,Stomatobaculum,NA,PC04924-MSA1003_Diff
540,Succiniclasticum,NA,PC04924-MSA1003_Diff
541,Sutterella,NA,PC04924-MSA1003_Diff
542,Synergistes,NA,PC04924-MSA1003_Diff
543,Thalassospira,NA,PC04924-MSA1003_Diff
544,Treponema,NA,PC04924-MSA1003_Diff
545,Turicibacter,NA,PC04924-MSA1003_Diff
546,uncultured,NA,PC04924-MSA1003_Diff
547,Veillonella,NA,PC04924-MSA1003_Diff
548,Weissella,NA,PC04924-MSA1003_Diff
549,Acinetobacter,NA,PC04924-Seq.200_Diff
550,Actinomyces,NA,PC04924-Seq.200_Diff
551,Alistipes,NA,PC04924-Seq.200_Diff
552,Anaerostipes,NA,PC04924-Seq.200_Diff
553,Bacillus,19.77353526,PC04924-Seq.200_Diff
554,Bacteroides,NA,PC04924-Seq.200_Diff
555,Bifidobacterium,NA,PC04924-Seq.200_Diff
556,Bilophila,NA,PC04924-Seq.200_Diff
557,Clostridium,NA,PC04924-Seq.200_Diff
558,Lachnoclostridium,NA,PC04924-Seq.200_Diff
559,Collinsella,NA,PC04924-Seq.200_Diff
560,Coprobacillus,NA,PC04924-Seq.200_Diff
561,Cryptococcus,NA,PC04924-Seq.200_Diff
562,Deinococcus,NA,PC04924-Seq.200_Diff
563,Enterococcus,-11.16035949,PC04924-Seq.200_Diff
564,Escherichia-Shigella,-20.13260482,PC04924-Seq.200_Diff
565,Fusobacterium,NA,PC04924-Seq.200_Diff
566,Helicobacter,NA,PC04924-Seq.200_Diff
567,Lactobacillus,-51.47134637,PC04924-Seq.200_Diff
568,Listeria,50.34923169,PC04924-Seq.200_Diff
569,Neisseria,NA,PC04924-Seq.200_Diff
570,Paenibacillus,NA,PC04924-Seq.200_Diff
571,Parabacteroides,NA,PC04924-Seq.200_Diff
572,Pediococcus,NA,PC04924-Seq.200_Diff
573,Porphyromonadaceae,NA,PC04924-Seq.200_Diff
574,Propionibacterium,NA,PC04924-Seq.200_Diff
575,Pseudomonas,-100,PC04924-Seq.200_Diff
576,Pyramidobacter,NA,PC04924-Seq.200_Diff
577,Ralstonia,NA,PC04924-Seq.200_Diff
578,Rhodobacter,NA,PC04924-Seq.200_Diff
579,Saccharomyces,NA,PC04924-Seq.200_Diff
580,Salmonella,NA,PC04924-Seq.200_Diff
581,Staphylococcus,76.9472545,PC04924-Seq.200_Diff
582,Streptococcus,NA,PC04924-Seq.200_Diff
583,Subdoligranulum,NA,PC04924-Seq.200_Diff
584,Abiotrophia,NA,PC04924-Seq.200_Diff
585,Acetanaerobacterium,NA,PC04924-Seq.200_Diff
586,Acidaminococcus,NA,PC04924-Seq.200_Diff
587,Actinobacillus,NA,PC04924-Seq.200_Diff
588,Adlercreutzia,NA,PC04924-Seq.200_Diff
589,Akkermansia,NA,PC04924-Seq.200_Diff
590,Alcaligenes,NA,PC04924-Seq.200_Diff
591,Alkanindiges,NA,PC04924-Seq.200_Diff
592,Alloprevotella,NA,PC04924-Seq.200_Diff
593,Anaerococcus,NA,PC04924-Seq.200_Diff
594,Anaerofilum,NA,PC04924-Seq.200_Diff
595,Anaerofustis,NA,PC04924-Seq.200_Diff
596,Anaeromyxobacter,NA,PC04924-Seq.200_Diff
597,Anaerosporobacter,NA,PC04924-Seq.200_Diff
598,Anaerotruncus,NA,PC04924-Seq.200_Diff
599,Arthrobacter,NA,PC04924-Seq.200_Diff
600,Atopobium,NA,PC04924-Seq.200_Diff
601,Azospirillum,NA,PC04924-Seq.200_Diff
602,Basidiomycota,NA,PC04924-Seq.200_Diff
603,Bergeyella,NA,PC04924-Seq.200_Diff
604,Blautia,NA,PC04924-Seq.200_Diff
605,Bradyrhizobium,NA,PC04924-Seq.200_Diff
606,Brevundimonas,NA,PC04924-Seq.200_Diff
607,Bryobacter,NA,PC04924-Seq.200_Diff
608,Butyricimonas,NA,PC04924-Seq.200_Diff
609,Campylobacter,NA,PC04924-Seq.200_Diff
610,Candidatus Planktophila,NA,PC04924-Seq.200_Diff
611,Capnocytophaga,NA,PC04924-Seq.200_Diff
612,Christensenella,NA,PC04924-Seq.200_Diff
613,Clostridium sensu stricto 1,NA,PC04924-Seq.200_Diff
614,Coprococcus,NA,PC04924-Seq.200_Diff
615,Corynebacterium,NA,PC04924-Seq.200_Diff
616,Desulfovibrio,NA,PC04924-Seq.200_Diff
617,Devosia,NA,PC04924-Seq.200_Diff
618,Dialister,NA,PC04924-Seq.200_Diff
619,Dolosigranulum,NA,PC04924-Seq.200_Diff
620,Dorea,NA,PC04924-Seq.200_Diff
621,Eggerthella,NA,PC04924-Seq.200_Diff
622,Eggerthia,NA,PC04924-Seq.200_Diff
623,Enterorhabdus,NA,PC04924-Seq.200_Diff
624,Faecalibacterium,NA,PC04924-Seq.200_Diff
625,Finegoldia,NA,PC04924-Seq.200_Diff
626,Flavonifractor,NA,PC04924-Seq.200_Diff
627,Gemella,NA,PC04924-Seq.200_Diff
628,Gordonibacter,NA,PC04924-Seq.200_Diff
629,Granulicatella,NA,PC04924-Seq.200_Diff
630,Haemophilus,NA,PC04924-Seq.200_Diff
631,Holdemania,NA,PC04924-Seq.200_Diff
632,Incertae Sedis,NA,PC04924-Seq.200_Diff
633,Intestinimonas,NA,PC04924-Seq.200_Diff
634,Lachnoanaerobaculum,NA,PC04924-Seq.200_Diff
635,Lachnospira,NA,PC04924-Seq.200_Diff
636,Lactococcus,NA,PC04924-Seq.200_Diff
637,Lautropia,NA,PC04924-Seq.200_Diff
638,Leptotrichia,NA,PC04924-Seq.200_Diff
639,Leuconostoc,NA,PC04924-Seq.200_Diff
640,Lysobacter,NA,PC04924-Seq.200_Diff
641,Marvinbryantia,NA,PC04924-Seq.200_Diff
642,Massilia,NA,PC04924-Seq.200_Diff
643,Megasphaera,NA,PC04924-Seq.200_Diff
644,Methylobacterium,NA,PC04924-Seq.200_Diff
645,Mogibacterium,NA,PC04924-Seq.200_Diff
646,Moraxella,NA,PC04924-Seq.200_Diff
647,Mycobacterium,NA,PC04924-Seq.200_Diff
648,Nevskia,NA,PC04924-Seq.200_Diff
649,Nocardioides,NA,PC04924-Seq.200_Diff
650,Nosocomiicoccus,NA,PC04924-Seq.200_Diff
651,Odoribacter,NA,PC04924-Seq.200_Diff
652,Oribacterium,NA,PC04924-Seq.200_Diff
653,Oscillibacter,NA,PC04924-Seq.200_Diff
654,Oscillospira,NA,PC04924-Seq.200_Diff
655,Other,NA,PC04924-Seq.200_Diff
656,Papillibacter,NA,PC04924-Seq.200_Diff
657,Paracoccus,NA,PC04924-Seq.200_Diff
658,Parasutterella,NA,PC04924-Seq.200_Diff
659,Pedobacter,NA,PC04924-Seq.200_Diff
660,Peptoniphilus,NA,PC04924-Seq.200_Diff
661,Phascolarctobacterium,NA,PC04924-Seq.200_Diff
662,Phenylobacterium,NA,PC04924-Seq.200_Diff
663,Porphyromonas,NA,PC04924-Seq.200_Diff
664,Prevotella,NA,PC04924-Seq.200_Diff
665,Pseudobutyrivibrio,NA,PC04924-Seq.200_Diff
666,Rhizobium,NA,PC04924-Seq.200_Diff
667,Roseburia,NA,PC04924-Seq.200_Diff
668,Rothia,NA,PC04924-Seq.200_Diff
669,Rubellimicrobium,NA,PC04924-Seq.200_Diff
670,Ruminococcus,NA,PC04924-Seq.200_Diff
671,Salinarimonas,NA,PC04924-Seq.200_Diff
672,Scardovia,NA,PC04924-Seq.200_Diff
673,Sediminibacterium,NA,PC04924-Seq.200_Diff
674,Solobacterium,NA,PC04924-Seq.200_Diff
675,Sphingomonas,NA,PC04924-Seq.200_Diff
676,Stomatobaculum,NA,PC04924-Seq.200_Diff
677,Succiniclasticum,NA,PC04924-Seq.200_Diff
678,Sutterella,NA,PC04924-Seq.200_Diff
679,Synergistes,NA,PC04924-Seq.200_Diff
680,Thalassospira,NA,PC04924-Seq.200_Diff
681,Treponema,NA,PC04924-Seq.200_Diff
682,Turicibacter,NA,PC04924-Seq.200_Diff
683,uncultured,NA,PC04924-Seq.200_Diff
684,Veillonella,NA,PC04924-Seq.200_Diff
685,Weissella,NA,PC04924-Seq.200_Diff
686,Acinetobacter,NA,PC04924-Seq.2000_Diff
687,Actinomyces,NA,PC04924-Seq.2000_Diff
688,Alistipes,NA,PC04924-Seq.2000_Diff
689,Anaerostipes,NA,PC04924-Seq.2000_Diff
690,Bacillus,19.94958031,PC04924-Seq.2000_Diff
691,Bacteroides,NA,PC04924-Seq.2000_Diff
692,Bifidobacterium,NA,PC04924-Seq.2000_Diff
693,Bilophila,NA,PC04924-Seq.2000_Diff
694,Clostridium,NA,PC04924-Seq.2000_Diff
695,Lachnoclostridium,NA,PC04924-Seq.2000_Diff
696,Collinsella,NA,PC04924-Seq.2000_Diff
697,Coprobacillus,NA,PC04924-Seq.2000_Diff
698,Cryptococcus,NA,PC04924-Seq.2000_Diff
699,Deinococcus,NA,PC04924-Seq.2000_Diff
700,Enterococcus,-0.712813444,PC04924-Seq.2000_Diff
701,Escherichia-Shigella,-41.46179071,PC04924-Seq.2000_Diff
702,Fusobacterium,NA,PC04924-Seq.2000_Diff
703,Helicobacter,NA,PC04924-Seq.2000_Diff
704,Lactobacillus,-25.04653605,PC04924-Seq.2000_Diff
705,Listeria,42.54769663,PC04924-Seq.2000_Diff
706,Neisseria,NA,PC04924-Seq.2000_Diff
707,Paenibacillus,NA,PC04924-Seq.2000_Diff
708,Parabacteroides,NA,PC04924-Seq.2000_Diff
709,Pediococcus,NA,PC04924-Seq.2000_Diff
710,Porphyromonadaceae,NA,PC04924-Seq.2000_Diff
711,Propionibacterium,NA,PC04924-Seq.2000_Diff
712,Pseudomonas,-100,PC04924-Seq.2000_Diff
713,Pyramidobacter,NA,PC04924-Seq.2000_Diff
714,Ralstonia,NA,PC04924-Seq.2000_Diff
715,Rhodobacter,NA,PC04924-Seq.2000_Diff
716,Saccharomyces,NA,PC04924-Seq.2000_Diff
717,Salmonella,NA,PC04924-Seq.2000_Diff
718,Staphylococcus,73.33356909,PC04924-Seq.2000_Diff
719,Streptococcus,NA,PC04924-Seq.2000_Diff
720,Subdoligranulum,NA,PC04924-Seq.2000_Diff
721,Abiotrophia,NA,PC04924-Seq.2000_Diff
722,Acetanaerobacterium,NA,PC04924-Seq.2000_Diff
723,Acidaminococcus,NA,PC04924-Seq.2000_Diff
724,Actinobacillus,NA,PC04924-Seq.2000_Diff
725,Adlercreutzia,NA,PC04924-Seq.2000_Diff
726,Akkermansia,NA,PC04924-Seq.2000_Diff
727,Alcaligenes,NA,PC04924-Seq.2000_Diff
728,Alkanindiges,NA,PC04924-Seq.2000_Diff
729,Alloprevotella,NA,PC04924-Seq.2000_Diff
730,Anaerococcus,NA,PC04924-Seq.2000_Diff
731,Anaerofilum,NA,PC04924-Seq.2000_Diff
732,Anaerofustis,NA,PC04924-Seq.2000_Diff
733,Anaeromyxobacter,NA,PC04924-Seq.2000_Diff
734,Anaerosporobacter,NA,PC04924-Seq.2000_Diff
735,Anaerotruncus,NA,PC04924-Seq.2000_Diff
736,Arthrobacter,NA,PC04924-Seq.2000_Diff
737,Atopobium,NA,PC04924-Seq.2000_Diff
738,Azospirillum,NA,PC04924-Seq.2000_Diff
739,Basidiomycota,NA,PC04924-Seq.2000_Diff
740,Bergeyella,NA,PC04924-Seq.2000_Diff
741,Blautia,NA,PC04924-Seq.2000_Diff
742,Bradyrhizobium,NA,PC04924-Seq.2000_Diff
743,Brevundimonas,NA,PC04924-Seq.2000_Diff
744,Bryobacter,NA,PC04924-Seq.2000_Diff
745,Butyricimonas,NA,PC04924-Seq.2000_Diff
746,Campylobacter,NA,PC04924-Seq.2000_Diff
747,Candidatus Planktophila,NA,PC04924-Seq.2000_Diff
748,Capnocytophaga,NA,PC04924-Seq.2000_Diff
749,Christensenella,NA,PC04924-Seq.2000_Diff
750,Clostridium sensu stricto 1,NA,PC04924-Seq.2000_Diff
751,Coprococcus,NA,PC04924-Seq.2000_Diff
752,Corynebacterium,NA,PC04924-Seq.2000_Diff
753,Desulfovibrio,NA,PC04924-Seq.2000_Diff
754,Devosia,NA,PC04924-Seq.2000_Diff
755,Dialister,NA,PC04924-Seq.2000_Diff
756,Dolosigranulum,NA,PC04924-Seq.2000_Diff
757,Dorea,NA,PC04924-Seq.2000_Diff
758,Eggerthella,NA,PC04924-Seq.2000_Diff
759,Eggerthia,NA,PC04924-Seq.2000_Diff
760,Enterorhabdus,NA,PC04924-Seq.2000_Diff
761,Faecalibacterium,NA,PC04924-Seq.2000_Diff
762,Finegoldia,NA,PC04924-Seq.2000_Diff
763,Flavonifractor,NA,PC04924-Seq.2000_Diff
764,Gemella,NA,PC04924-Seq.2000_Diff
765,Gordonibacter,NA,PC04924-Seq.2000_Diff
766,Granulicatella,NA,PC04924-Seq.2000_Diff
767,Haemophilus,NA,PC04924-Seq.2000_Diff
768,Holdemania,NA,PC04924-Seq.2000_Diff
769,Incertae Sedis,NA,PC04924-Seq.2000_Diff
770,Intestinimonas,NA,PC04924-Seq.2000_Diff
771,Lachnoanaerobaculum,NA,PC04924-Seq.2000_Diff
772,Lachnospira,NA,PC04924-Seq.2000_Diff
773,Lactococcus,NA,PC04924-Seq.2000_Diff
774,Lautropia,NA,PC04924-Seq.2000_Diff
775,Leptotrichia,NA,PC04924-Seq.2000_Diff
776,Leuconostoc,NA,PC04924-Seq.2000_Diff
777,Lysobacter,NA,PC04924-Seq.2000_Diff
778,Marvinbryantia,NA,PC04924-Seq.2000_Diff
779,Massilia,NA,PC04924-Seq.2000_Diff
780,Megasphaera,NA,PC04924-Seq.2000_Diff
781,Methylobacterium,NA,PC04924-Seq.2000_Diff
782,Mogibacterium,NA,PC04924-Seq.2000_Diff
783,Moraxella,NA,PC04924-Seq.2000_Diff
784,Mycobacterium,NA,PC04924-Seq.2000_Diff
785,Nevskia,NA,PC04924-Seq.2000_Diff
786,Nocardioides,NA,PC04924-Seq.2000_Diff
787,Nosocomiicoccus,NA,PC04924-Seq.2000_Diff
788,Odoribacter,NA,PC04924-Seq.2000_Diff
789,Oribacterium,NA,PC04924-Seq.2000_Diff
790,Oscillibacter,NA,PC04924-Seq.2000_Diff
791,Oscillospira,NA,PC04924-Seq.2000_Diff
792,Other,NA,PC04924-Seq.2000_Diff
793,Papillibacter,NA,PC04924-Seq.2000_Diff
794,Paracoccus,NA,PC04924-Seq.2000_Diff
795,Parasutterella,NA,PC04924-Seq.2000_Diff
796,Pedobacter,NA,PC04924-Seq.2000_Diff
797,Peptoniphilus,NA,PC04924-Seq.2000_Diff
798,Phascolarctobacterium,NA,PC04924-Seq.2000_Diff
799,Phenylobacterium,NA,PC04924-Seq.2000_Diff
800,Porphyromonas,NA,PC04924-Seq.2000_Diff
801,Prevotella,NA,PC04924-Seq.2000_Diff
802,Pseudobutyrivibrio,NA,PC04924-Seq.2000_Diff
803,Rhizobium,NA,PC04924-Seq.2000_Diff
804,Roseburia,NA,PC04924-Seq.2000_Diff
805,Rothia,NA,PC04924-Seq.2000_Diff
806,Rubellimicrobium,NA,PC04924-Seq.2000_Diff
807,Ruminococcus,NA,PC04924-Seq.2000_Diff
808,Salinarimonas,NA,PC04924-Seq.2000_Diff
809,Scardovia,NA,PC04924-Seq.2000_Diff
810,Sediminibacterium,NA,PC04924-Seq.2000_Diff
811,Solobacterium,NA,PC04924-Seq.2000_Diff
812,Sphingomonas,NA,PC04924-Seq.2000_Diff
813,Stomatobaculum,NA,PC04924-Seq.2000_Diff
814,Succiniclasticum,NA,PC04924-Seq.2000_Diff
815,Sutterella,NA,PC04924-Seq.2000_Diff
816,Synergistes,NA,PC04924-Seq.2000_Diff
817,Thalassospira,NA,PC04924-Seq.2000_Diff
818,Treponema,NA,PC04924-Seq.2000_Diff
819,Turicibacter,NA,PC04924-Seq.2000_Diff
820,uncultured,NA,PC04924-Seq.2000_Diff
821,Veillonella,NA,PC04924-Seq.2000_Diff
822,Weissella,NA,PC04924-Seq.2000_Diff
823,Acinetobacter,NA,PC04925-MSA1000_Diff
824,Actinomyces,NA,PC04925-MSA1000_Diff
825,Alistipes,NA,PC04925-MSA1000_Diff
826,Anaerostipes,NA,PC04925-MSA1000_Diff
827,Bacillus,156.4896824,PC04925-MSA1000_Diff
828,Bacteroides,NA,PC04925-MSA1000_Diff
829,Bifidobacterium,NA,PC04925-MSA1000_Diff
830,Bilophila,NA,PC04925-MSA1000_Diff
831,Clostridium,NA,PC04925-MSA1000_Diff
832,Lachnoclostridium,NA,PC04925-MSA1000_Diff
833,Collinsella,NA,PC04925-MSA1000_Diff
834,Coprobacillus,NA,PC04925-MSA1000_Diff
835,Cryptococcus,NA,PC04925-MSA1000_Diff
836,Deinococcus,NA,PC04925-MSA1000_Diff
837,Enterococcus,-68.59825284,PC04925-MSA1000_Diff
838,Escherichia-Shigella,-22.67546438,PC04925-MSA1000_Diff
839,Fusobacterium,NA,PC04925-MSA1000_Diff
840,Helicobacter,NA,PC04925-MSA1000_Diff
841,Lactobacillus,-54.20055538,PC04925-MSA1000_Diff
842,Listeria,-99.92763098,PC04925-MSA1000_Diff
843,Neisseria,NA,PC04925-MSA1000_Diff
844,Paenibacillus,NA,PC04925-MSA1000_Diff
845,Parabacteroides,NA,PC04925-MSA1000_Diff
846,Pediococcus,NA,PC04925-MSA1000_Diff
847,Porphyromonadaceae,NA,PC04925-MSA1000_Diff
848,Propionibacterium,NA,PC04925-MSA1000_Diff
849,Pseudomonas,-100,PC04925-MSA1000_Diff
850,Pyramidobacter,NA,PC04925-MSA1000_Diff
851,Ralstonia,NA,PC04925-MSA1000_Diff
852,Rhodobacter,NA,PC04925-MSA1000_Diff
853,Saccharomyces,NA,PC04925-MSA1000_Diff
854,Salmonella,NA,PC04925-MSA1000_Diff
855,Staphylococcus,-42.71840545,PC04925-MSA1000_Diff
856,Streptococcus,NA,PC04925-MSA1000_Diff
857,Subdoligranulum,NA,PC04925-MSA1000_Diff
858,Abiotrophia,NA,PC04925-MSA1000_Diff
859,Acetanaerobacterium,NA,PC04925-MSA1000_Diff
860,Acidaminococcus,NA,PC04925-MSA1000_Diff
861,Actinobacillus,NA,PC04925-MSA1000_Diff
862,Adlercreutzia,NA,PC04925-MSA1000_Diff
863,Akkermansia,NA,PC04925-MSA1000_Diff
864,Alcaligenes,NA,PC04925-MSA1000_Diff
865,Alkanindiges,NA,PC04925-MSA1000_Diff
866,Alloprevotella,NA,PC04925-MSA1000_Diff
867,Anaerococcus,NA,PC04925-MSA1000_Diff
868,Anaerofilum,NA,PC04925-MSA1000_Diff
869,Anaerofustis,NA,PC04925-MSA1000_Diff
870,Anaeromyxobacter,NA,PC04925-MSA1000_Diff
871,Anaerosporobacter,NA,PC04925-MSA1000_Diff
872,Anaerotruncus,NA,PC04925-MSA1000_Diff
873,Arthrobacter,NA,PC04925-MSA1000_Diff
874,Atopobium,NA,PC04925-MSA1000_Diff
875,Azospirillum,NA,PC04925-MSA1000_Diff
876,Basidiomycota,NA,PC04925-MSA1000_Diff
877,Bergeyella,NA,PC04925-MSA1000_Diff
878,Blautia,NA,PC04925-MSA1000_Diff
879,Bradyrhizobium,NA,PC04925-MSA1000_Diff
880,Brevundimonas,NA,PC04925-MSA1000_Diff
881,Bryobacter,NA,PC04925-MSA1000_Diff
882,Butyricimonas,NA,PC04925-MSA1000_Diff
883,Campylobacter,NA,PC04925-MSA1000_Diff
884,Candidatus Planktophila,NA,PC04925-MSA1000_Diff
885,Capnocytophaga,NA,PC04925-MSA1000_Diff
886,Christensenella,NA,PC04925-MSA1000_Diff
887,Clostridium sensu stricto 1,NA,PC04925-MSA1000_Diff
888,Coprococcus,NA,PC04925-MSA1000_Diff
889,Corynebacterium,NA,PC04925-MSA1000_Diff
890,Desulfovibrio,NA,PC04925-MSA1000_Diff
891,Devosia,NA,PC04925-MSA1000_Diff
892,Dialister,NA,PC04925-MSA1000_Diff
893,Dolosigranulum,NA,PC04925-MSA1000_Diff
894,Dorea,NA,PC04925-MSA1000_Diff
895,Eggerthella,NA,PC04925-MSA1000_Diff
896,Eggerthia,NA,PC04925-MSA1000_Diff
897,Enterorhabdus,NA,PC04925-MSA1000_Diff
898,Faecalibacterium,NA,PC04925-MSA1000_Diff
899,Finegoldia,NA,PC04925-MSA1000_Diff
900,Flavonifractor,NA,PC04925-MSA1000_Diff
901,Gemella,NA,PC04925-MSA1000_Diff
902,Gordonibacter,NA,PC04925-MSA1000_Diff
903,Granulicatella,NA,PC04925-MSA1000_Diff
904,Haemophilus,NA,PC04925-MSA1000_Diff
905,Holdemania,NA,PC04925-MSA1000_Diff
906,Incertae Sedis,NA,PC04925-MSA1000_Diff
907,Intestinimonas,NA,PC04925-MSA1000_Diff
908,Lachnoanaerobaculum,NA,PC04925-MSA1000_Diff
909,Lachnospira,NA,PC04925-MSA1000_Diff
910,Lactococcus,NA,PC04925-MSA1000_Diff
911,Lautropia,NA,PC04925-MSA1000_Diff
912,Leptotrichia,NA,PC04925-MSA1000_Diff
913,Leuconostoc,NA,PC04925-MSA1000_Diff
914,Lysobacter,NA,PC04925-MSA1000_Diff
915,Marvinbryantia,NA,PC04925-MSA1000_Diff
916,Massilia,NA,PC04925-MSA1000_Diff
917,Megasphaera,NA,PC04925-MSA1000_Diff
918,Methylobacterium,NA,PC04925-MSA1000_Diff
919,Mogibacterium,NA,PC04925-MSA1000_Diff
920,Moraxella,NA,PC04925-MSA1000_Diff
921,Mycobacterium,NA,PC04925-MSA1000_Diff
922,Nevskia,NA,PC04925-MSA1000_Diff
923,Nocardioides,NA,PC04925-MSA1000_Diff
924,Nosocomiicoccus,NA,PC04925-MSA1000_Diff
925,Odoribacter,NA,PC04925-MSA1000_Diff
926,Oribacterium,NA,PC04925-MSA1000_Diff
927,Oscillibacter,NA,PC04925-MSA1000_Diff
928,Oscillospira,NA,PC04925-MSA1000_Diff
929,Other,NA,PC04925-MSA1000_Diff
930,Papillibacter,NA,PC04925-MSA1000_Diff
931,Paracoccus,NA,PC04925-MSA1000_Diff
932,Parasutterella,NA,PC04925-MSA1000_Diff
933,Pedobacter,NA,PC04925-MSA1000_Diff
934,Peptoniphilus,NA,PC04925-MSA1000_Diff
935,Phascolarctobacterium,NA,PC04925-MSA1000_Diff
936,Phenylobacterium,NA,PC04925-MSA1000_Diff
937,Porphyromonas,NA,PC04925-MSA1000_Diff
938,Prevotella,NA,PC04925-MSA1000_Diff
939,Pseudobutyrivibrio,NA,PC04925-MSA1000_Diff
940,Rhizobium,NA,PC04925-MSA1000_Diff
941,Roseburia,NA,PC04925-MSA1000_Diff
942,Rothia,NA,PC04925-MSA1000_Diff
943,Rubellimicrobium,NA,PC04925-MSA1000_Diff
944,Ruminococcus,NA,PC04925-MSA1000_Diff
945,Salinarimonas,NA,PC04925-MSA1000_Diff
946,Scardovia,NA,PC04925-MSA1000_Diff
947,Sediminibacterium,NA,PC04925-MSA1000_Diff
948,Solobacterium,NA,PC04925-MSA1000_Diff
949,Sphingomonas,NA,PC04925-MSA1000_Diff
950,Stomatobaculum,NA,PC04925-MSA1000_Diff
951,Succiniclasticum,NA,PC04925-MSA1000_Diff
952,Sutterella,NA,PC04925-MSA1000_Diff
953,Synergistes,NA,PC04925-MSA1000_Diff
954,Thalassospira,NA,PC04925-MSA1000_Diff
955,Treponema,NA,PC04925-MSA1000_Diff
956,Turicibacter,NA,PC04925-MSA1000_Diff
957,uncultured,NA,PC04925-MSA1000_Diff
958,Veillonella,NA,PC04925-MSA1000_Diff
959,Weissella,NA,PC04925-MSA1000_Diff
960,Acinetobacter,NA,PC04925-MSA1001_Diff
961,Actinomyces,NA,PC04925-MSA1001_Diff
962,Alistipes,NA,PC04925-MSA1001_Diff
963,Anaerostipes,NA,PC04925-MSA1001_Diff
964,Bacillus,89.85325187,PC04925-MSA1001_Diff
965,Bacteroides,NA,PC04925-MSA1001_Diff
966,Bifidobacterium,NA,PC04925-MSA1001_Diff
967,Bilophila,NA,PC04925-MSA1001_Diff
968,Clostridium,NA,PC04925-MSA1001_Diff
969,Lachnoclostridium,NA,PC04925-MSA1001_Diff
970,Collinsella,NA,PC04925-MSA1001_Diff
971,Coprobacillus,NA,PC04925-MSA1001_Diff
972,Cryptococcus,NA,PC04925-MSA1001_Diff
973,Deinococcus,NA,PC04925-MSA1001_Diff
974,Enterococcus,-99.47307825,PC04925-MSA1001_Diff
975,Escherichia-Shigella,-24.47903759,PC04925-MSA1001_Diff
976,Fusobacterium,NA,PC04925-MSA1001_Diff
977,Helicobacter,NA,PC04925-MSA1001_Diff
978,Lactobacillus,-93.82325388,PC04925-MSA1001_Diff
979,Listeria,-100,PC04925-MSA1001_Diff
980,Neisseria,NA,PC04925-MSA1001_Diff
981,Paenibacillus,NA,PC04925-MSA1001_Diff
982,Parabacteroides,NA,PC04925-MSA1001_Diff
983,Pediococcus,NA,PC04925-MSA1001_Diff
984,Porphyromonadaceae,NA,PC04925-MSA1001_Diff
985,Propionibacterium,NA,PC04925-MSA1001_Diff
986,Pseudomonas,-100,PC04925-MSA1001_Diff
987,Pyramidobacter,NA,PC04925-MSA1001_Diff
988,Ralstonia,NA,PC04925-MSA1001_Diff
989,Rhodobacter,NA,PC04925-MSA1001_Diff
990,Saccharomyces,NA,PC04925-MSA1001_Diff
991,Salmonella,NA,PC04925-MSA1001_Diff
992,Staphylococcus,323.049694,PC04925-MSA1001_Diff
993,Streptococcus,NA,PC04925-MSA1001_Diff
994,Subdoligranulum,NA,PC04925-MSA1001_Diff
995,Abiotrophia,NA,PC04925-MSA1001_Diff
