"","SC249360.PC04924.C01","SC249365.PC04924.H01","SC249382.PC04924.D02","SC249385.PC04924.G02","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249426.PC04924.D07","SC249433.PC04924.B08","SC249436.PC04924.E08","SC249447.PC04924.G09","SC249452.PC04924.D10","SC253845.PC04924.H10","SC253846.PC04924.A11","SC249410.PC04925.F02","SC249426.PC04925.F03","SC249433.PC04925.C04","SC249436.PC04925.E04","SC249447.PC04925.C05","SC253182.PC04925.H05","SC253186.PC04925.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253846.PC04925.D09","SC249360.PC07578.B09","SC249365.PC07578.E09","SC249382.PC07578.H05","SC249385.PC07578.C07","SC249410.PC07578.B01","SC249421.PC07578.F02","SC249426.PC07578.F03","SC249433.PC07578.G08","SC249436.PC07578.E04","SC253182.PC07578.A01","SC253186.PC07578.D06","SC253200.PC07578.C08","SC253845.PC07578.C09","SC253846.PC07578.D09","SC304090.PC07578.G04","SC249396.PC04924.A04","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249414.PC04924.A06","SC249418.PC04924.E06","SC249419.PC04924.F06","SC249424.PC04924.B07","SC249429.PC04924.G07","SC249430.PC04924.H07","SC249435.PC04924.D08","SC249440.PC04924.A09","SC249441.PC04924.B09","SC249445.PC04924.E09","SC249448.PC04924.H09","SC249449.PC04924.A10","SC249453.PC04924.E10","SC249396.PC04925.A02","SC249405.PC04925.C02","SC249411.PC04925.G02","SC249414.PC04925.H02","SC249418.PC04925.B03","SC249419.PC04925.C03","SC249424.PC04925.E03","SC249429.PC04925.G03","SC249430.PC04925.H03","SC249435.PC04925.D04","SC249440.PC04925.G04","SC249441.PC04925.H04","SC249445.PC04925.B05","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249449.PC04925.E05","SC249453.PC04925.F05","SC253183.PC04925.A06","SC253184.PC04925.B06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249411.PC07578.G02","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249429.PC07578.G03","SC249430.PC07578.H03","SC249441.PC07578.H04","SC249448.PC07578.D05","SC249453.PC07578.F05","SC253183.PC07578.D08","SC253184.PC07578.G06","SC253201.PC07578.E08","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304929.PC07578.B04","SC304931.PC07578.B06"
"Intestinibacter",0,8.63460924075881e-06,9.91316071216147e-06,9.70094628321472e-05,0,0,7.64210494138506e-06,1.39736038623041e-05,7.72666161858108e-06,7.28501908675001e-06,0,6.54381740131923e-06,0.00134225358051413,6.43827482849151e-05,0,0,9.95034776465437e-06,1.13873168065409e-05,4.59820853795361e-05,1.47732309055991e-05,0.0015021362716438,8.9420643649793e-06,0,0,1.70005865202349e-05,0,0,6.46663217796172e-06,0,4.41998718203717e-05,0,0,0,7.48067492311529e-05,3.55244834740103e-05,0,0,0,2.30991337824832e-05,4.52523789822094e-05,0.000802332324460014,0.00210911542350845,0.00265550694312345,0.00255517864223094,0.00191901460831275,0.00627857776564526,0.00358152838887944,0.00418924737061513,0.00377620987777005,0.0035770326246198,0.00410661767543826,0.00326014376055619,0.00711000210444037,0.00683008330690511,0.00562303607196016,0.00711634139954714,0.00587555985580299,0.00276915976513423,0.00464450039065891,0.00561288718898591,0.00249939153389624,0.00232809683234612,0.00331786206396403,0.00419740378566935,0.00452499937843415,0.00376238619787737,0.0030987954551,0.00369096618319469,0.00892678034102307,0.00660642046196007,0.0056008655126498,0.00733516259610421,0.00687857629868729,0.00304118449138688,0.00286380077361851,0.00511794422350286,0.00635546228523656,0.000424554407405442,0.000616623792043626,0.000365814234427373,0.00100265194172994,0.000943492216189216,0.000947333175444471,0.00113181082788837,0.00120033874590375,0.00105832238263646,0.000971867447600863,0.000924340703945729,0.000714948613068436,0.000947145381933934,0.00069726485281961,0.00324133092209935,0.0046194366139221,0.00333292453306593,0.00432200096749379,0.00796478393742182,0.00755799713076035,0.00307551003367753,0.0069299742600956,0.000552079499447921,0.000727588185087241,0.000737762616417587,0.00137116184085771,0.00179899011236874,0.00438067316908158,0.00400573354511293,0.00650620425886785
"Intestinimonas",0.000811849222607169,0.000604422646853117,0.000505571196320235,0.000493866356236386,0.00225960164552167,0.00119842929267173,0.000213978938358782,0.000265498473383778,0.000169986555608784,0.00015298540082175,0.000150242436659155,9.16134436184693e-05,4.91925395999944e-05,0.000100150941776535,0.000192230799987697,0.000367141607299088,0.000228857998587051,0.00012526048487195,0.000119553421986794,0.000169892155414389,9.8943107713065e-05,0.000178841287299586,0.00015693011654126,4.3394114022374e-05,9.35032258612922e-05,0.000209801339834763,0.00109282899275318,0.001351526125194,0.00107558786440175,0.000729297885036133,0.000407475171978492,0.000176740897843761,0.000179912742319975,6.64948882054692e-05,0.000170517520675249,0.000206937582451693,0.000105818612788532,5.17028709865646e-05,0.000377285851780558,0.000349089780719901,0.00030186760722258,8.66759763085665e-05,0.000114133536237398,8.81096083527909e-05,0.000111570616762369,1.7061352624036e-05,8.10300540470461e-05,3.41700438059962e-05,5.67851109439105e-05,2.97466330529713e-05,4.6315236941033e-05,2.35673042931773e-05,0,7.73508868279175e-06,0,0,0,0,0,0,0.000102971186789733,0.000164821014679372,5.43911813764595e-05,1.14370675358838e-05,3.31501785965872e-05,8.04788491524571e-05,6.50665712356955e-05,1.57397278601053e-05,0,0,0,0,1.72611701347234e-05,7.13893073095512e-06,1.56920590335261e-05,0,8.53082185937793e-06,2.27439861110058e-05,9.63474675068166e-06,0.000127609616660712,2.90623751226069e-05,1.84998473762591e-05,8.16666530555578e-06,1.38872494219432e-05,5.15482897013881e-05,3.52774127545486e-05,9.46065656956593e-05,0.000112528433523828,7.56195648437768e-05,2.92931561422866e-05,2.15648923552457e-05,5.92926388188906e-05,1.02882775365748e-05,5.0498856561605e-05,3.17211080183031e-05,0,4.19888729486686e-05,6.95816749700799e-06,1.88570728165867e-05,6.13421666053245e-05,6.29643621710112e-05,6.0916179337232e-05,0.000262562905696156,6.81435648624522e-05,0.00010712070812426,3.09921357455546e-05,5.75134078131965e-05
"Kluyvera",0,8.63460924075881e-06,9.91316071216147e-06,0,6.64588719271079e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41784734070173e-06,0,7.98970925448023e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70166818132808e-06,0,0,0,0,1.87220339617696e-05,1.03013134174607e-05,0,0,0,1.00598561440571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26559378065172e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium",0.0105918003228517,0.011060934437412,0.00848566556961021,0.00799887116261432,0.00694495211638278,0.00650211637513387,0.00685496813242239,0.0114932891767451,0.00703898873452736,0.00554389952501676,0.0117462268660794,0.0146843262485604,0.0116094393455987,0.0129838542374579,0.00918094300741242,0.0107564679415073,0.0069353923919641,0.00567088376965736,0.0116058783497949,0.0161175949180086,0.0116932763660895,0.00211926925450009,0.00400584771171112,0.00759396995391545,0.00732725279022126,0.0110398911926844,0.0118230436653484,0.0109932747025349,0.00953935168014242,0.00694674652110176,0.00929203186296051,0.0070023060479052,0.00690736421407046,0.00933421993184274,0.0151760593400972,0.00278072376419462,0.0042750719566567,0.00774065839913139,0.00942444658325313,0.010130068266446,0.00725276645774251,0.00823421774931381,0.00671866083317481,0.00607956297634257,0.00841986254500015,0.00328431038012694,0.00431890188070755,0.00885004134575301,0.00348518618418251,0.0038373156638333,0.00541888272210086,0.00444636474331278,0.00541893395063584,0.00498913220040068,0.00400595380289972,0.0041974091588238,0.00355810796048627,0.00226489919061904,0.00235015440328402,0.00322340092853191,0.00830322206204482,0.00773628637651301,0.00549350931902241,0.00841768170641048,0.00330673031500957,0.00385292490317388,0.00514839244902441,0.00459600053515075,0.00514543630892678,0.00443690460655096,0.00395306258322237,0.00436487453249658,0.00289124599756617,0.00239868072560092,0.00193796929064047,0.00226545511670401,0.00254218491409462,0.00877159731014458,0.00854602036785463,0.00683987545301414,0.00711301631125804,0.00711319131617164,0.0085504985749169,0.00965163834825055,0.00628152730218344,0.00734652120613474,0.00775773838704406,0.0076680089701237,0.00812566596775857,0.00653237381972992,0.00660604535815692,0.00530669117429071,0.0075207308792362,0.00455211121291039,0.00394134767127416,0.00499580384146438,0.00410091325798663,0.00199003590414428,0.00264941873073043,0.00803582382529751,0.00631742433782479,0.00791233484946935,0.0050032820363212,0.00799324015836564,0.0097818120313469,0.00746135668074226,0.00849760600439978
"Lachnospira",0,0,0.000118957928545938,0.000264571262269492,6.64588719271079e-06,5.94964897071073e-05,1.52842098827701e-05,6.98680193115205e-06,0,7.28501908675001e-06,2.04876049989756e-05,0,0.00109629088251416,5.00754708882673e-05,2.30676959985237e-05,2.34345706786652e-05,9.95034776465437e-06,2.27746336130817e-05,1.83928341518145e-05,1.47732309055991e-05,0.00129525522824376,8.9420643649793e-06,2.47784394538832e-05,3.47152912178992e-05,1.70005865202349e-05,4.34071737589166e-05,6.83018120470736e-06,6.46663217796172e-06,5.19249313849121e-05,0.000220999359101859,7.98970925448023e-06,0.000260903230150314,0,4.98711661541019e-05,7.10489669480206e-06,3.88007967096924e-05,2.82182967436086e-05,3.69306221332605e-05,1.53994225216554e-05,0.000103434009102193,0.00500464717237435,0.0102855491886166,0.0092676431424767,0.0108521667621187,0.0123620243372705,0.00777144612024841,0.0111902504638971,0.0323248614404724,0.00354906943399441,0.00520566078426998,0.017962592726964,0.00675596056404415,0.00816973814749121,0.0084389817529258,0.00867344126132417,0.00960398022211611,0.00460369231729584,0.0076664700905105,0.00975407091389381,0.00899665632291742,0.0117106322430869,0.00879732165851146,0.00873884980781783,0.0210327671984903,0.00384542071720411,0.00646848750062874,0.0174297077697619,0.00592600753932964,0.00659979939819458,0.0075525251207099,0.00780625832223702,0.0104050639789182,0.00538548508203371,0.00735309865288377,0.00934462115446478,0.00941734809461996,0.0105952807493474,0.0104849775971737,0.00390207243402607,0.0128205128205128,0.00626294183892179,0.00535570581542702,0.00954683174219471,0.012734607719922,0.00785006811738282,0.0099482303967827,0.010518529985981,0.0108188051087909,0.0118447736568934,0.00792868092917891,0.00774179635553319,0.00904212741988082,0.0202370419144427,0.0183960120331561,0.00576531138232658,0.00719680775260083,0.0102452849994751,0.00857246235631384,0.0117573849011418,0.00947736474052263,0.00514908561754047,0.0109784492094434,0.0115381810225366,0.0115435198876994,0.0144725714607882,0.0143183667144462,0.00915901019425154
"Lachnospiraceae FCS020 group",9.44010723961824e-06,0,0,1.76380841512995e-05,0,0,0,0,0,0,6.82920166632521e-06,6.54381740131923e-06,0.000836273173199904,2.14609160949717e-05,7.68923199950789e-06,0,0,1.13873168065409e-05,9.19641707590723e-06,0,0.00073757589386103,8.9420643649793e-06,0,0,0,1.44690579196389e-05,6.83018120470736e-06,0,7.41784734070173e-06,0,0,8.41623323065529e-06,0,0,7.10489669480206e-06,0,7.05457418590214e-06,2.95444977066084e-05,0,1.29292511377741e-05,8.73827284065362e-05,0.000365965233302836,0.000319573901464714,0.000396493237587559,0.000379340096992056,0.000963966423258036,0.00134509889718096,0.00116861549816507,0.00182422168907312,0.00245409722687013,0.00123507298509421,0.00228602851643819,0.0018564170399543,0.00133817034212297,0.00175490178062809,0.0013169852590071,0.00130307901184475,0.00101706793842893,0.00135180385202088,0.00125889041238684,0.000393162713197162,0.000247231522019057,0.00161360504750163,0.00122376622633957,0.0020718861622867,0.00242442533071777,0.0011549316394336,0.00224291122006501,0.00187562688064193,0.00147624951063552,0.00134820239680426,0.0015666458384272,0.00117375956916119,0.0010494228174504,0.00116905839799769,0.00144691476431826,0.00127109245704731,0.000227439861110058,0.00034685088302454,6.80584622190462e-05,0.000348748501471283,0.00043474641334209,0.000489999918333347,0.000374955734392468,0.000243013365735115,0.000343954774356849,0.000249417309561284,0.000144679414530636,0.000261231224005775,0.000390575415230488,0.000388168062394422,0.00112656013755892,0.00146093541019363,0.00100276300886616,0.00196670869713479,0.00166262885373616,0.00160257531754085,0.00103676695705419,0.00115028144181179,0.000214697583118636,0.000314821810855056,0.00020982239549491,0.000437604842826927,0.000211245051073602,0.00048486215256244,0.000999496377794135,0.00119340321212383
"Lachnospiraceae ND3007 group",0,0,5.94789642729688e-05,2.64571262269492e-05,0,0,0,0,7.72666161858108e-06,7.28501908675001e-06,6.82920166632521e-06,0,0.00229096684422831,1.43072773966478e-05,7.68923199950789e-06,0,9.95034776465437e-06,0,1.83928341518145e-05,0,0.00263548459635709,0,0,8.6788228044748e-06,0,2.17035868794583e-05,2.04905436141221e-05,6.46663217796172e-06,8.1596320747719e-05,5.1566517123767e-05,0,4.20811661532764e-05,1.28509101657125e-05,4.15593051284183e-05,0,0,1.41091483718043e-05,0,1.53994225216554e-05,1.29292511377741e-05,0.000770556786857638,0.00207059276737131,0.00228267072474795,0.00253315124014274,0.00220909821189492,0.00428239950863304,0.00401098767532878,0.00547404101772058,0.00590565153816669,0.00681197896913043,0.0031417169058334,0.00813071998114616,0.00472747497219132,0.00256804944268686,0.00158951836674691,0.00258776050892623,0.00124065606516956,0.000658102783689307,0.00115957486388947,0.000890043539967766,0.00240578136408739,0.00212207056399691,0.00408840380013054,0.00587865271344427,0.00527087839685736,0.00735375484130577,0.00313132874071785,0.00755506937285054,0.00505516549648947,0.00225923267649746,0.00131491344873502,0.00287067474440128,0.0012859571750369,0.000685337350171691,0.000604144272790754,0.00143864667995072,0.00103222944498473,0.000955247416662244,0.000790049233555896,0.000782672315519031,0.00135866603698187,0.00137823862953131,0.00167416638763894,0.00174284980245388,0.00124452299421923,0.00149929004206831,0.00130729072597638,0.00102883139221785,0.000934932801704877,0.00126937009949909,0.00144484778780146,0.0036662615003014,0.00530875120887261,0.00281350772271799,0.00685175933195347,0.00491663103890552,0.00262430455929179,0.000542737064766623,0.000820282667521521,0.00100447797816219,0.00100043375449496,0.00103557504873294,0.00261104222886733,0.00112436882023046,0.00285279359530924,0.00577228528260954,0.00434226228989633
"Lachnospiraceae NK4A136 group",0.018200526757984,0.015179643045254,0.0125599746223086,0.0121879161485479,0.00353561198652214,0.00685909531337651,0.0100493679979213,0.0118635896790962,0.0156078564695338,0.0152256898913075,0.104766782763095,0.0924117893414302,0.0477800109629088,0.0796486132671383,0.0187309691508012,0.0248875140607424,0.00896526333595359,0.016716581072002,0.102806746491567,0.0980425469050081,0.0529165729705419,0.0666452057121907,0.114220346402584,0.123673224963766,0.124503795380941,0.0206184075354854,0.020306128721595,0.0132824624935334,0.0112677101105259,0.0122728310754565,0.012927349573749,0.0168072177616186,0.017702128753269,0.0883301471199402,0.0960653082104186,0.0862541710856463,0.115970145042045,0.127632230092548,0.0202733397497594,0.0210423562267273,0.0223382029344709,0.00471902537679973,0.00410880730454632,0.00337019251949425,0.00542977001576865,0.00296867535658227,0.00320879014026302,0.00257642130297211,0.00259791882568391,0.00332418624366954,0.00257049565022733,0.0036607879335402,0.00310404954453898,0.00291612843341249,0.00320660063580735,0.00261856718165155,0.00188049126859033,0.00259822397716298,0.00221993476616274,0.00250174400423372,0.00446520509988205,0.0053257790368272,0.00308216694466604,0.00261908846571739,0.00271831464492015,0.00343041094512348,0.00196013045847533,0.00397428128467659,0.00305917753259779,0.00264256818478403,0.00342043941411451,0.00311518016427142,0.00171748642840498,0.00338385316647273,0.00253426753391446,0.00213316576682348,0.00214123628670386,0.0110763212360598,0.00983707643244597,0.0120803770438807,0.00881316525593054,0.00972166979622418,0.00672116554647241,0.0081726462848136,0.00763651091719135,0.00868706289080759,0.00793835092155396,0.0092594825299607,0.00953493967621077,0.00553640651089217,0.00492398375444776,0.00326109513503899,0.0026955287145826,0.00204159662956203,0.00352104299003164,0.00326983674568112,0.00308618216172714,0.00311030087116257,0.00217799191031576,0.0109725800515274,0.00756971554100379,0.00944200779727095,0.0028298446502808,0.00123339852401039,0.00330382815583244,0.0024561267578352,0.00286129203870652
"Lachnospiraceae UCG-001",9.44010723961824e-06,0,4.95658035608073e-05,0.000194018925664294,0,0.000110493480884628,0,0,7.72666161858108e-06,0,2.73168066653008e-05,6.54381740131923e-06,0.000850328184514189,1.43072773966478e-05,1.53784639990158e-05,1.56230471191101e-05,1.99006955293087e-05,0,3.67856683036289e-05,0,0.00101641556105239,0,1.65189596359221e-05,0,8.50029326011747e-06,2.17035868794583e-05,1.36603624094147e-05,0,3.70892367035086e-05,0.00026519923092223,0,5.04973993839317e-05,4.49781855799937e-05,2.4935583077051e-05,0,1.29335989032308e-05,1.41091483718043e-05,4.43167465599126e-05,0,6.46462556888705e-05,0.00318549764463828,0.0132325323831078,0.0100285333840593,0.0114983038900392,0.0100190413852608,0.00847949225414591,0.00637706525350252,0.00768825985634914,0.00398915404380971,0.00583034007838238,0.00512555288814098,0.00509839349542401,0.00427652346451012,0.00341890919779395,0.00391407412852129,0.0066388379723048,0.00266077810203031,0.00337598181243216,0.00428484615480014,0.00343989800582137,0.0104094508827439,0.0101570950296163,0.00586518239176155,0.00746840510093212,0.00500567696808467,0.00520094562647754,0.00473359305739685,0.00622506236867165,0.00410230692076229,0.00290356257340467,0.00361185086551265,0.00683709600007245,0.00225258270258141,0.00351949285036087,0.00363271166626129,0.00412577409939891,0.00337820545631366,0.0037679203657233,0.0033625266159879,0.00422813196535824,0.00372724960947433,0.00352422092517737,0.00544716575880571,0.00609650249623308,0.00767333112412092,0.00862532741848713,0.00887581598162913,0.00757959377235498,0.0085381363214519,0.00513606671028092,0.00453581569205334,0.00643325131184963,0.00694458733718801,0.00456653945764228,0.00612217384753249,0.00406948205152566,0.00676020854473564,0.00379220128586935,0.00351684408029342,0.0036958655379708,0.00264450321118247,0.00862979207277453,0.00854788126321931,0.00729817579676863,0.0129390539550093,0.0079107426490528,0.0146731081683417
"Lachnospiraceae UCG-004",0,8.63460924075881e-06,3.96526428486459e-05,0.000132285631134746,1.32917743854216e-05,1.69989970591735e-05,7.64210494138506e-06,0,7.72666161858108e-06,7.28501908675001e-06,0,0,0.000323265260228535,1.43072773966478e-05,0,0,1.99006955293087e-05,0,0,7.38661545279953e-06,0.000260850011243535,0,8.25947981796106e-06,0,0,2.17035868794583e-05,6.83018120470736e-06,0,1.48356946814035e-05,0.000132599615461115,2.39691277634407e-05,8.41623323065529e-05,0,0,0,0,0,7.38612442665209e-06,0,5.81816301199835e-05,0.000961210012471899,0.00380411229354264,0.00279246718660833,0.00306180889025948,0.00417274106691262,0.000605678018153279,0.00107769971882571,0.0017563402516282,0.000617538081515027,0.000654425927165369,0.00111156568658479,0.000762009505479398,0.00122508492920061,0.00136911069685414,0.0011852477994818,0.00144021194990835,0.00085051264844957,0.00126492483098724,0.000961144940657051,0.000994282873477504,0.00366951865650684,0.00381148596446047,0.00136884473130756,0.0016240635900955,0.000729303929124918,0.000734369498516171,0.000902798675895275,0.00077124666514516,0.00126379137412237,0.00106844577841576,0.00125665778961385,0.0012225270993507,0.000733599730725746,0.0014634807998458,0.00149074560818498,0.000892953111693552,0.00112606848543789,0.00357838714813158,0.00192694935013633,0.00423663927313562,0.00178007047625967,0.0021274824482698,0.0024744995875834,0.00291632237860808,0.00265105489892853,0.00252233501195022,0.00292420293968401,0.00357679663700739,0.00334788437081085,0.00182594006620253,0.00213492434316932,0.0010475032858004,0.00185188995658347,0.000858480561547285,0.000856469916494183,0.00137760676452425,0.00147660869869485,0.00116201397200033,0.00101828193209568,0.00333548030916452,0.00135023576655613,0.00344514836473901,0.00338414411786157,0.00231688120532338,0.00365901787224446,0.00244837872389881,0.00234367136838776
"Lachnospiraceae UCG-008",1.88802144792365e-05,2.59038277222764e-05,0,0,1.99376615781324e-05,8.49949852958675e-06,2.29263148241552e-05,6.98680193115205e-06,7.72666161858108e-06,1.45700381735e-05,5.46336133306017e-05,3.92629044079154e-05,0.000189742652742835,7.86900256815629e-05,3.07569279980316e-05,4.68691413573303e-05,0,0,5.51785024554434e-05,3.69330772639976e-05,0.00030582415111311,0,0,3.47152912178992e-05,8.50029326011747e-05,4.34071737589166e-05,4.78112684329515e-05,1.93998965338852e-05,0,1.47332906067906e-05,0,1.68324664613106e-05,0,6.64948882054692e-05,3.55244834740103e-05,0,1.41091483718043e-05,2.21583732799563e-05,3.84985563041386e-05,2.58585022755482e-05,3.9719422002971e-05,0.000105937304377137,0.000159786950732357,0.000315726096597501,0.000126446698997352,0.000315635023544667,0.00031601721078348,0.000307530394253965,0.000447182748683295,0.000490819445374027,0.000370521895528264,0.00046349031776582,0.000338213630760905,0.000232052660483752,0.000128631544129808,0.000284961722709139,0.000202874576694393,3.41871575942497e-05,0.000142621507323304,0.000176405025939557,0.000159137288675042,0.00014421838784445,0.000290086300674451,0.000308800823468863,0.000546977946843689,0.0004225139580504,0.000341599498987401,0.000543020611173633,0.000601805416248746,0.000277306537909435,0.000174766977363515,0.000326007226493521,0.000224395211751405,4.99725151166858e-05,4.70761771005782e-05,0.000132289349880526,0.000145023971609425,0.000128882587962366,0.000211964428514996,0.000161638847770235,0.000203436625858248,0.000295997558020146,0.000261333289777785,0.000291632237860808,0.000206193158805552,0.000317496714790937,0.000197813728272742,0.000385811772081696,0.000439968377272884,0.000224580863757531,0.000179707436293714,0.000415048471732234,0.000339513158706969,0.00030299313936963,0.000880260747507911,0.000585878738935601,0.00030791840162357,6.95816749700799e-05,0.00011314243689952,0.000191694270641639,0.00018189704627181,0.000385802469135802,0.000291736561884618,0.000381603963229732,0.00014658623217004,0.000464882036183319,0.000639836661921811
"Lactobacillus",6.60807506773277e-05,2.59038277222764e-05,0.000773226535548594,7.0552336605198e-05,0.00481826821471532,8.49949852958675e-05,7.64210494138506e-05,5.58944154492164e-05,5.40866313300675e-05,0.000116560305388,6.14628149969269e-05,7.85258088158308e-05,0.000281100226285682,5.00754708882673e-05,6.15138559960631e-05,4.68691413573303e-05,5.97020865879262e-05,6.83239008392452e-05,2.75892512277217e-05,4.43196927167972e-05,0.000206881043400045,2.68261930949379e-05,4.12973990898053e-05,2.60364684134244e-05,0.000119004105641645,5.0641702718736e-05,3.41509060235368e-05,0.000161665804449043,0.000578592092574735,7.36664530339529e-05,3.19588370179209e-05,0.000126243498459829,0.000134934556739981,5.81830271797856e-05,7.10489669480206e-05,0.000181070384645231,0.00114284101811615,0.000324989474772692,0.000207892204042348,3.23231278444352e-05,0.000365418682427333,0.000953435739394231,0.000197831462811489,0.000154191814617384,0.000275207521347178,0.000196205555176414,0.000364635243211707,0.000430542551955552,0.000482673443023239,0.000356959596635656,0.000347364277057747,0.000392788404886288,0.000255539187686017,0.000301668458628878,0.000156195446443338,0.000146331695445233,0.000124845893350396,0.000128201840978436,0.000117817766919251,9.62209232397585e-05,0.00102971186789733,0.000133917074426989,0.000335412285154834,0.00033167495854063,0.000331501785965872,0.000432573814194457,0.000227732999324934,0.000401363060432685,0.000280842527582748,0.000146809343599113,0.000158122503328895,4.52787814574334e-05,0.000189872871481958,6.42503765785961e-05,8.63063246843935e-05,4.96085062051973e-05,0.000136493149750047,0.000136463916666035,0.00023123392201636,0.000144624232215473,0.000225233407200203,0.000203498321138851,0.00031033328161112,0.00047216648034607,0.000324017820980154,0.000211664476527292,0.000378426262782637,0.000265245593306166,0.000261231224005775,0.000361282259088202,0.000301908492973439,0.000415048471732234,0.000452684211609292,0.000288564894637743,0.000277559695160152,0.000332525770747233,0.000153959200811785,7.65398424670879e-05,8.48568276746401e-05,0.000153355416513311,0.000300829730372609,0.000142137751786875,0.00016045510903654,0.00092675248212935,0.00040029317246434,0.000542362375547205,0.000265999511136034
"Lactonifactor",0.000849609651565642,0.000828922487112846,0.000763313374836433,0.000405675935479888,0.000531670975416863,0.000569466401482313,0.000641936815076345,0.000768548212426726,0.000687672884053716,0.000757641985022001,0.000307314074984634,0.000543136844309496,0.000189742652742835,0.000200301883553069,0.000907329375941931,0.000867079115110611,0.000726375386819769,0.000603527790746666,0.000413838768415825,0.000494903235337568,0.00021587587137396,0.000116246836744731,0.000206486995449027,0.000390547026201366,0.000263509091063642,0.000954957822696164,0.00085377265058842,0.00090532850491464,0.000660188413322454,0.000456732008810508,0.000862888599483865,0.000791125923681597,0.000668247328617049,0.000324162580001662,0.000582601528973769,0.000194003983548462,0.000218691799762966,0.000236355981652867,0.00103946102021174,0.00122181423251965,0.000421025873231493,0,0,2.20274020881977e-05,0,1.7061352624036e-05,0,6.83400876119923e-06,0,0,2.31576184705165e-05,0,0,2.32052660483752e-05,1.83759348756868e-05,1.54033363626562e-05,0,0,2.48037404040529e-05,0,9.3610169808848e-06,0,9.06519689607658e-06,2.28741350717676e-05,8.2875446491468e-06,1.00598561440571e-05,0,0,0,8.15607464439514e-06,8.32223701731025e-06,1.81115125829734e-05,8.63058506736172e-06,0,1.56920590335261e-05,8.26808436753289e-06,8.53082185937793e-06,2.27439861110058e-05,4.81737337534083e-05,8.50730777738077e-06,2.17967813419552e-05,9.24992368812957e-06,0,2.08308741329149e-05,1.47280827718252e-05,0,3.44023875256943e-05,8.03774525170199e-06,3.4372529474444e-05,1.95287707615244e-05,1.43765949034971e-05,2.96463194094453e-05,3.08648326097245e-05,0,0,7.9172802558865e-06,6.99814549144477e-06,0,1.88570728165867e-05,7.66777082566556e-06,0,2.03053931124107e-05,2.91736561884618e-05,0,1.691379601962e-05,0,0
