"","SC249360.PC04924.C01","SC249365.PC04924.H01","SC249382.PC04924.D02","SC249385.PC04924.G02","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249426.PC04924.D07","SC249433.PC04924.B08","SC249436.PC04924.E08","SC249447.PC04924.G09","SC249452.PC04924.D10","SC253845.PC04924.H10","SC253846.PC04924.A11","SC249410.PC04925.F02","SC249426.PC04925.F03","SC249433.PC04925.C04","SC249436.PC04925.E04","SC249447.PC04925.C05","SC253182.PC04925.H05","SC253186.PC04925.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253846.PC04925.D09","SC249360.PC07578.B09","SC249365.PC07578.E09","SC249382.PC07578.H05","SC249385.PC07578.C07","SC249410.PC07578.B01","SC249421.PC07578.F02","SC249426.PC07578.F03","SC249433.PC07578.G08","SC249436.PC07578.E04","SC253182.PC07578.A01","SC253186.PC07578.D06","SC253200.PC07578.C08","SC253845.PC07578.C09","SC253846.PC07578.D09","SC304090.PC07578.G04","SC249396.PC04924.A04","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249414.PC04924.A06","SC249418.PC04924.E06","SC249419.PC04924.F06","SC249424.PC04924.B07","SC249429.PC04924.G07","SC249430.PC04924.H07","SC249435.PC04924.D08","SC249440.PC04924.A09","SC249441.PC04924.B09","SC249445.PC04924.E09","SC249448.PC04924.H09","SC249449.PC04924.A10","SC249453.PC04924.E10","SC249396.PC04925.A02","SC249405.PC04925.C02","SC249411.PC04925.G02","SC249414.PC04925.H02","SC249418.PC04925.B03","SC249419.PC04925.C03","SC249424.PC04925.E03","SC249429.PC04925.G03","SC249430.PC04925.H03","SC249435.PC04925.D04","SC249440.PC04925.G04","SC249441.PC04925.H04","SC249445.PC04925.B05","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249449.PC04925.E05","SC249453.PC04925.F05","SC253183.PC04925.A06","SC253184.PC04925.B06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249411.PC07578.G02","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249429.PC07578.G03","SC249430.PC07578.H03","SC249441.PC07578.H04","SC249448.PC07578.D05","SC249453.PC07578.F05","SC253183.PC07578.D08","SC253184.PC07578.G06","SC253201.PC07578.E08","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304929.PC07578.B04","SC304931.PC07578.B06"
"Carnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,7.1536386983239e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60890241582652e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8745058948888e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenellaceae R-7 group",0.00294531345876089,0.0033329591669329,0.00454022760616995,0.00287500771666182,0.00117632203310981,0.00246485457358016,0.00681675760771547,0.00718941918715546,0.00708534870423885,0.00625054637643151,0.00662432561633545,0.00864438278714271,0.00567822457097078,0.00691041498258089,0.00752775812751822,0.0067960254968129,0.00646772604702534,0.0067412915494722,0.00713641965090401,0.00837642192347466,0.00623341578592309,0.00485554095018376,0.00633502102037614,0.00783697699244074,0.00679173431483386,0.00641702718735983,0.00362682621969961,0.00312338334195551,0.004725168756027,0.00330762374122448,0.00829331820615048,0.00786917807066269,0.00781335338075319,0.00690715651234311,0.00885270128172336,0.00505703717116325,0.00585529657429878,0.00784406414110452,0.00715303176130895,0.00522341745966074,0.00537800973920228,0.00136755429286849,0.00154460719041278,0.00113073997386082,0.00167355925143554,0.00212413840169249,0.00336274724295241,0.00241923910146453,0.00390397637739385,0.00458098149015758,0.00195295915768022,0.00571899917514435,0.00281844692300755,0.00217355991986448,0.00176408974806593,0.00191771537715069,0.00149815072020475,0.00110253583241455,0.00137660759242494,0.00113059584806716,0.00152584576788422,0.00161730620654133,0.00407027340633839,0.00245896952021502,0.00419349759246828,0.0047884915245712,0.00229359663605827,0.00540659651994617,0.00261785356068205,0.00233263734829701,0.00153129161118509,0.0019741548715441,0.00152761355692302,0.00139209149253625,0.00138874722446706,0.0012071403176598,0.00151848629096927,0.00206212140739786,0.00265919010318814,0.00201623194323924,0.00277545682420896,0.0023772303878493,0.00192733301211116,0.00193727129436108,0.00107515004234324,0.00134054168467285,0.00129008953221354,0.00185671915314316,0.00210359880383597,0.00201146338843701,0.00176832117313014,0.00336979830620695,0.00268524043704603,0.00280629360035205,0.00498021395887358,0.00232768039523063,0.00188949928269009,0.00120376297698238,0.00133885216997765,0.00188627162311373,0.00234367348080986,0.00188840155945419,0.00103566479469039,0.00103578218590927,0.00102046569318374,0.00255685119900825,0.00173978058634919
"Clostridium sensu stricto 1",1.88802144792365e-05,2.59038277222764e-05,1.98263214243229e-05,3.5276168302599e-05,0,8.49949852958675e-06,0,6.98680193115205e-06,0,1.45700381735e-05,0,1.30876348026385e-05,0.000154605124457125,3.57681934916195e-05,7.68923199950789e-06,7.81152355955505e-06,1.99006955293087e-05,2.27746336130817e-05,2.75892512277217e-05,7.38661545279953e-06,0.000242860355295705,8.9420643649793e-06,1.65189596359221e-05,8.6788228044748e-06,1.70005865202349e-05,1.44690579196389e-05,0,0,0,0,0,0,0,4.15593051284183e-05,7.10489669480206e-06,0,1.41091483718043e-05,1.47722488533042e-05,7.69971126082772e-06,0,8.73827284065362e-05,0.000423749217508547,0.000563058778771162,0.000572712454293141,0.000483472672636934,0.00233740530949294,0.000988566659373962,0.00148297990118023,0.00132735196831391,0.00106344213164372,0.000964900769604854,0.00109980753368161,0.000819228572287527,0.000603336917257756,0.000670721622962568,0.000454398422698356,0.000795892570108772,0.000461526627522371,0.000756514082323614,0.00064147282159839,0.000374440679235392,0.000442956476950811,0.000988106461672348,0.00128095156401899,0.000770741652370652,0.00135808057944771,0.000967865247130971,0.000952253535536371,0.00082246740220662,0.000717734568706773,0.000574234354194407,0.000579568402655148,0.000837166751534086,0.000471169428243038,0.0003609173577711,0.000702787171240295,0.000631280817593967,0.000659575597219169,0.000163790694761588,0.000901774624402362,0.000544919533548879,0.000379246871213313,0.000759499873416688,0.000492997354478985,0.000508118855627969,0.000776103080600069,0.000619242975462497,0.000835925506177007,0.000728697624858213,0.000371046644468964,0.000158142543938468,0.000978328540511695,0.00120372847177925,0.0011254030890872,0.000650282714375213,0.00103716371352113,0.000622834948738584,0.000494029892287567,0.000697711694213707,0.000391056312108944,0.000426758454714632,0.000873131903833658,0.000554299467580775,0.000204430694587357,0.00062581045272594,0.000333165459264712,0.000575134078131964
"Collinsella",0,0,9.91316071216147e-06,8.81904207564974e-06,0,0,7.64210494138506e-06,0,0,0,0.000102438024994878,0.000104701078421108,0.00361213790777102,0.000236070077044689,0,1.56230471191101e-05,9.95034776465437e-06,2.27746336130817e-05,0.000137946256138608,0.00015511892450879,0.0042005846638183,8.9420643649793e-06,2.47784394538832e-05,7.81094052402732e-05,8.50029326011747e-06,0,0,0,7.41784734070173e-06,0,1.59794185089605e-05,0,1.92763652485687e-05,0.000149613498462306,0.000106573450422031,1.29335989032308e-05,4.23274451154128e-05,8.86334931198251e-05,7.69971126082772e-06,1.93938767066612e-05,9.53266128071304e-05,0.000105937304377137,0.000281529389385581,0.000168876749342849,0.000208265151289756,0.0010407425100662,0.00216350244305613,0.00125745761206066,0.00136994080152184,0.00181454461623125,0.000501748400194524,0.00253741309556542,0.00254036015993747,0.00149287211577881,0.0009739245484114,0.00103202353629796,0.00085831551678397,0.000478620206319496,0.000638696315404363,0.000841933078347887,6.55271188661936e-05,0.000185423641514293,0.00253825513090144,0.00128095156401899,0.00132600714386349,0.00207233036567577,0.000723865604997113,0.00211699339718416,0.00251755265797392,0.00155781025707947,0.00106524633821571,0.00113196953643584,0.00116512898409383,0.000521141943359724,0.000525683977623124,0.000479548893316907,0.000887205473375305,0.00113719930555029,0.00160900270736384,0.000569989621084512,0.0018817887891888,0.00224773145621549,0.00227849962025006,0.00209003103800246,0.00144335211163887,0.00153456745482286,0.00160831161682621,0.00182456817213635,0.00156738734403465,0.00277308544813647,0.00345757107429105,0.00208512446513099,0.000545278709438466,0.000591558034007373,0.00143538013782821,0.00171804981552737,0.000818783022499038,0.000667984079712767,0.000980567786462507,0.00128051772788615,0.00169304173837608,0.00117771280051982,5.83473123769236e-05,0.000183987625128621,0.00034955178440548,0.000232441018091659,0.000230053631252786
"Coprococcus 1",0.000302083431667784,0.000164057575574417,0.000188350053531068,0.000220476051891244,5.31670975416863e-05,0.000161490472062148,6.87789444724655e-05,4.19208115869123e-05,4.63599697114865e-05,2.185505726025e-05,0.000580482141637643,0.000346822322269919,0.0023893519234283,0.000336221018821223,0.000246055423984252,0.000304649418822647,3.98013910586175e-05,4.55492672261635e-05,0.000469017270871269,0.000568769389865564,0.00193388801439172,0.000107304772379752,0.000239524914720871,0.000399225849005841,0.000408014076485639,0.00025320851359368,0.000484942865534223,0.000336264873254009,0.000311549588309473,0.000243099295012044,4.79382555268814e-05,3.36649329226211e-05,0.0001028072813257,0.000448840495386917,0.000582601528973769,0.000206937582451693,0.000275128393250183,0.000443167465599126,0.000307988450433109,0.000245655771617708,0.00084999563086358,0.00106900370780565,0.00107285524063154,0.0009692056918807,0.00124959090773854,0.000938374394321982,0.00172594015120208,0.00127112562958306,0.00124217430189804,0.00173274137533558,0.000818235852624916,0.00144546132998154,0.00188648047379972,0.00143872649499927,0.000790165199654532,0.00121686357264984,0.000717863886764775,0.000333324786543935,0.000477472002778019,0.000753730565378108,0.00117948813959149,0.00106103528199845,0.00152295307854087,0.00112083261851661,0.00114368116158226,0.00163975655148131,0.000772665533423884,0.00144018509919963,0.0018555667001003,0.0016883074513898,0.000615845539280959,0.00100518894835502,0.000673185635254214,0.000414057982395397,0.000384455446321389,0.00074412759307796,0.000887205473375305,0.000742970212959523,0.00111763062307907,0.000399843465536896,0.00116249500490428,0.00130423924002627,0.00141283309786115,0.00122207794913101,0.0009941455870982,0.000961309497561449,0.00122988535404357,0.000948453939700835,0.000955556319389544,0.001396307109449,0.00155267224957769,0.00164042967398931,0.000771620815243112,0.000973906519402382,0.00126884432073212,0.00213766566908935,0.00108471255117394,0.000396615547329455,0.000782568521888347,0.000644092749355907,0.00123829912269655,0.000832521117608837,0.0008022755451827,0.000940381195101841,0.00168574166995546,0.00209971719676132,0.00156005118693295
"Coprococcus 2",9.44010723961824e-06,1.72692184815176e-05,6.93921249851303e-05,0.000458590187933787,1.32917743854216e-05,5.09969911775205e-05,7.64210494138506e-05,1.39736038623041e-05,0,3.642509543375e-05,0.00017073004165813,3.92629044079154e-05,0.00606473738211359,0.000271838270536308,9.22707839940947e-05,3.90576177977753e-05,6.96524343525806e-05,5.69365840327044e-05,0.000128749839062701,3.69330772639976e-05,0.00597256577467956,7.15365149198344e-05,6.60758385436885e-05,9.54670508492228e-05,0.00010200351912141,5.78762316785554e-05,6.14716308423663e-05,2.58665287118469e-05,0.000111267710110526,0.000353598974562974,7.98970925448023e-06,0.000504973993839317,9.63818262428436e-05,0.000398969329232815,4.97342768636144e-05,1.29335989032308e-05,9.87640386026299e-05,0.000206811483946259,5.3897978825794e-05,0.000368483657426562,0.00531445866399752,0.00977512399479944,0.0109416016739585,0.0105364406655212,0.00966201541162119,0.015150481130144,0.0274124672841157,0.0153013456163251,0.0178873099473318,0.0250838483219181,0.0117717893891792,0.0253584194194587,0.0411418092174488,0.0477873778822874,0.0581138940443595,0.0574082346236195,0.0649432731472089,0.0629983846568037,0.0687621693351357,0.0608517155388773,0.0108587796978264,0.00893123873293845,0.0228986873594894,0.0133584948819123,0.0186469754605803,0.0241335948895931,0.0110694504314727,0.0236410712458782,0.043691073219659,0.0430640741224064,0.0579976697736352,0.0564626404774195,0.0611649563723925,0.0680911213118499,0.0653809639631864,0.0659793132529124,0.0601593557523332,0.00985572731476919,0.0137680531067241,0.00746090892076294,0.0169869582591637,0.0170291095098465,0.0315968280671953,0.0290035204177285,0.0334695680989727,0.0376939155282352,0.0387370883539318,0.0230040269103711,0.0221702815110164,0.0238348647144405,0.0250224634295367,0.0221754469182651,0.0136731208461079,0.0119682290051004,0.022918500543224,0.0434341994837933,0.0571888449560866,0.0657477246792285,0.0609554878796164,0.00985308551098025,0.0146287201443983,0.0227826510721248,0.00698709065713661,0.0158365644740339,0.021841348593336,0.0201681323364196,0.0200793685027822
"Coprococcus 3",0.000151041715833892,0.000112249920129865,7.93052856972917e-05,0.000105828504907797,3.98753231562647e-05,7.64954867662808e-05,3.82105247069253e-05,6.98680193115205e-05,3.09066464743243e-05,2.9140076347e-05,0.000109267226661203,0.000235577426447492,0.00151794122194268,0.000143072773966478,6.15138559960631e-05,0.000117172853393326,2.98510432939631e-05,3.41619504196226e-05,0.000211517592745866,0.000236371694489585,0.00129525522824376,7.15365149198344e-05,7.43353183616496e-05,6.07517596313236e-05,9.35032258612922e-05,0.000144690579196389,0.000163924348912977,0.000168132436627005,4.45070840442104e-05,0.000117866324854325,6.39176740358418e-05,4.20811661532764e-05,3.85527304971375e-05,0.000157925359487989,0.000127888140506437,7.76015934193849e-05,7.05457418590214e-05,0.00014033636410639,6.92974013474495e-05,4.52523789822094e-05,0.000333643144824957,0.000943805075359946,0.000882632680235876,0.000719561801547792,0.000676861741691708,0.00123694806524261,0.00183938222686795,0.00195452650570298,0.00139123521812581,0.00218637752939339,0.0020069936007781,0.00270238422561766,0.00249526500916935,0.00148513702709602,0.00135981918080082,0.00100891853175398,0.00127186753850716,0.000837585361059118,0.000787518757828681,0.00110654061725722,0.00072079830752813,0.000906515580736544,0.00199434331713685,0.00130382569909075,0.00169065910842595,0.00233388662542126,0.00222853006482257,0.00199107557430332,0.00187562688064193,0.0015170298838575,0.00127330226364847,0.00137647495630598,0.00107019254835285,0.000956616717947986,0.000643374420374569,0.00080200418365069,0.00124549999146918,0.000864271472218221,0.00103091790232294,0.000493423851088085,0.000857340066116903,0.00125798962158562,0.00135566644072226,0.00145121756459307,0.000898413049081336,0.00104068367625918,0.000971867447600863,0.000811812270421901,0.000941807307599766,0.00135724956792595,0.00161017862919168,0.00159101914164023,0.00141978230004733,0.00232294740183383,0.00179224260303412,0.00166262885373616,0.00130165506140873,0.000487071724790559,0.00108428168695373,0.000613421666053245,0.000881501070394157,0.000927279618800087,0.000787688717088469,0.000804094065376936,0.00103174155719682,0.00175880370356022,0.00153129448302636
"Defluviitaleaceae UCG-011",0.000745768471929841,0.00185644098676314,0.00115983980332289,0.000864266123413675,0.000525025088224153,0.000535468407363966,0.00108517890167668,0.00127858475340083,0.00115899924278716,0.0012384532447475,0.000587311343303968,0.00102737933200712,0.000520035418628512,0.000608059289357532,0.00162242795189616,0.00142169728783902,0.00104478651528871,0.00158283703610918,0.000680534863617135,0.000915940316147141,0.000278839667191365,0.000295088124044317,0.000759872143252418,0.000841845812034056,0.00077352668667069,0.0014541403209237,0.00137286642214618,0.00140972581479565,0.00106075216972035,0.00117866324854325,0.00144613737506092,0.00154017068120992,0.00146500375889122,0.000806250519491314,0.00115809816125274,0.000582011950645387,0.000733675715333822,0.000871562682344947,0.00176323387872955,0.00204928630533719,0.00094532224367071,0,0,0,1.48760822349826e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deinococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95034776465437e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83400876119923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister",0,0,1.98263214243229e-05,0.000141104673210396,0,2.54984955887603e-05,7.64210494138506e-06,2.09604057934562e-05,0,2.9140076347e-05,0,0,0.00160929879548553,3.57681934916195e-05,7.68923199950789e-06,0,9.95034776465437e-06,0,0,0,0.00196087249831347,8.9420643649793e-06,8.25947981796106e-06,1.73576456089496e-05,8.50029326011747e-06,2.89381158392777e-05,1.36603624094147e-05,4.5266425245732e-05,7.41784734070173e-06,0.00013996626076451,0,1.68324664613106e-05,0,4.15593051284183e-05,7.10489669480206e-06,1.29335989032308e-05,7.05457418590214e-06,3.69306221332605e-05,0,0.000155151013653289,0.000444857526433275,0.00353445370058266,0.00356857523302264,0.0028855896735539,0.00487935497307429,0.00450419709274551,0.00399478166451937,0.00664265651588565,0.0079925043653554,0.00584521339490886,0.0114167059059646,0.00545190305982167,0.0043441661906623,0.00396810049427217,0.00429996876091071,0.00358897737249888,0.00456467797562384,0.00525627548011589,0.00395619659444644,0.00460256749496845,0.00411884747158931,0.00462528972443987,0.00459605482631083,0.00662206210327672,0.00806378094361983,0.00629746994617977,0.0109474506104058,0.00469043890231138,0.00460381143430291,0.00384966723215451,0.00401131824234354,0.00426526121329023,0.00518698162548439,0.00674628954075259,0.00615913317065899,0.0042994038711171,0.00454692805104844,0.022122317157305,0.018884103631336,0.0203409728957174,0.0182075780143132,0.0160486175989048,0.0155003307499449,0.0130817889554705,0.0117014617622151,0.013052642719183,0.0126256762219298,0.0151672252899617,0.014587701508954,0.0112485719586381,0.0126010854329152,0.00493117112843774,0.00717092944299265,0.0118383748025134,0.00432200096749379,0.0053362468924675,0.00480772595262256,0.0067981296445768,0.00493112454153742,0.0232333456017667,0.0212189900516308,0.0154659410872861,0.00147326963751732,0.00119251238509291,0.00232846591870102,0.0018440320768605,0.00207048268127507
"Dorea",0,0,9.91316071216147e-06,0.000149923715286046,6.64588719271079e-06,8.49949852958675e-06,7.64210494138506e-06,6.98680193115205e-06,0,0,3.4146008331626e-05,3.92629044079154e-05,0.00945199510885606,0.000185994606156421,1.53784639990158e-05,7.81152355955505e-06,0,2.27746336130817e-05,4.59820853795361e-05,5.17063081695967e-05,0.00966044524398471,8.9420643649793e-06,0,1.73576456089496e-05,6.80023460809398e-05,7.23452895981943e-06,3.41509060235368e-05,1.93998965338852e-05,3.70892367035086e-05,0.000220999359101859,0,9.25785655372082e-05,1.28509101657125e-05,6.64948882054692e-05,2.84195867792082e-05,0,2.82182967436086e-05,5.90889954132167e-05,0,0.000129292511377741,0.00283596673101213,0.00608657966966822,0.0049077420582081,0.00578586428183327,0.00423224539585255,0.00487101617416229,0.00666877344807189,0.00771559589139393,0.00898624380687384,0.0100023053640616,0.00550379398982609,0.0102046427589458,0.00997354417821604,0.00704666579002328,0.0050809459931274,0.00561451610418817,0.00405749153388786,0.00162388998572686,0.00290823856237521,0.00353611892906112,0.00520472544137195,0.00545969611125418,0.0105156283994488,0.00575284497054955,0.00944780090002735,0.0101000955686334,0.00452212670088084,0.0089086859688196,0.009679037111334,0.00652485971551612,0.00371171770972037,0.00558740163184728,0.00436707604408503,0.00202745632759125,0.00139659325398382,0.00279461251622612,0.00284076367917285,0.0044426586203498,0.00764998892004124,0.00279890425875827,0.00682239256003197,0.00804743360867273,0.0117191647134725,0.0123318774866856,0.00882212158032328,0.0100981594009895,0.0106045359547953,0.00759566926285838,0.00786443474375279,0.0119320789352914,0.0118247493081264,0.010208215983319,0.00595691269367682,0.00435011578666397,0.00791441645056662,0.0091444586955489,0.00547254977430981,0.00148904784435971,0.00306427433269534,0.0043859649122807,0.00517007373826414,0.0083793588910548,0.00399679089781927,0.0095537277937158,0.0128713987709308,0.0150466819044667,0.0166501315619204
"Eisenbergiella",0.000925130509482588,0.00109659537357637,0.00194297949958365,0.00155215140531435,0.000498441539453309,0.00110493480884628,0.000657221024959115,0.000887323845256311,0.00168441223285067,0.00118745811114025,0.00827016321791983,0.010064391163229,0.00789188885297053,0.0129767005987596,0.00149940023990404,0.00168728908886389,0.000616921561408571,0.0013095414327522,0.00765141900715481,0.0110651499482937,0.00900382280188891,0.0113027693573338,0.0160151313670265,0.0149449328693056,0.01229992434739,0.00208354434042799,0.00127041370407557,0.00100879461976203,0.00123136265855649,0.00153962886840961,0.000806960634702503,0.00147284081536468,0.00175414923761975,0.00630870251849389,0.0100250092363657,0.0149641739310381,0.0151673344996896,0.0116036014742704,0.001832531280077,0.00185534753827058,0.00289951780621688,1.92613280685703e-05,2.28267072474795e-05,2.93698694509303e-05,3.71902055874565e-05,8.53067631201802e-06,4.0515027023523e-05,2.73360350447969e-05,9.22758052838546e-05,4.4619949579457e-05,3.08768246273553e-05,1.57115361954515e-05,6.76427261521811e-05,7.73508868279175e-06,4.5939837189217e-05,5.39116772692965e-05,4.68172100063984e-05,1.70935787971249e-05,1.86028053030397e-05,1.60368205399597e-05,1.87220339617696e-05,5.15065670873036e-05,2.71955906882297e-05,1.14370675358838e-05,0,2.01197122881143e-05,4.06666070223097e-05,1.57397278601053e-05,5.01504513540622e-05,3.26242985775806e-05,4.99334221038615e-05,7.24460503318935e-05,2.58917552020851e-05,7.13893073095512e-06,7.84602951676304e-06,1.65361687350658e-05,1.70616437187559e-05,0.000113719930555029,8.67127207561349e-05,0.000161638847770235,0.000101718312929124,0.000110999084257555,7.3499987750002e-05,6.94362471097162e-05,0.000125188703560514,0.00012347094464092,0.000103207162577083,0.000112528433523828,0.000103117588423332,9.76438538076221e-06,7.18829745174855e-05,6.91747452887057e-05,0,2.16423670978307e-05,2.37908310137273e-05,2.37518407676595e-05,3.49907274572238e-05,0,9.42853640829334e-06,0.000199362041467305,6.99604024122347e-06,0.000108295429932857,0,2.04430694587357e-05,5.63793200654e-05,3.09921357455546e-05,2.87567039065982e-05
"Enterobacter",9.44010723961824e-06,2.59038277222764e-05,4.95658035608073e-05,2.64571262269492e-05,0.000398753231562647,2.54984955887603e-05,3.82105247069253e-05,4.19208115869123e-05,3.86333080929054e-05,5.82801526940001e-05,6.82920166632521e-06,5.88943566118731e-05,0.000175687641428551,4.29218321899434e-05,3.07569279980316e-05,2.34345706786652e-05,0,3.41619504196226e-05,0,7.38661545279953e-06,7.195862379132e-05,1.78841287299586e-05,8.25947981796106e-06,1.73576456089496e-05,0,2.17035868794583e-05,2.73207248188294e-05,1.93998965338852e-05,9.64320154291225e-05,3.68332265169764e-05,1.59794185089605e-05,2.52486996919659e-05,3.21272754142812e-05,8.31186102568365e-06,2.84195867792082e-05,1.29335989032308e-05,8.46548902308257e-05,3.69306221332605e-05,1.53994225216554e-05,4.52523789822094e-05,2.38316532017826e-05,0.000500794529782829,0.0010043751188891,0.000212931553519245,0.00046115854928446,0.000196205555176414,0.000340326226997593,0.000198186254074778,0.00053945855396715,0.000520566078426998,0.00059437887407659,0.000510624926352174,0.00021795989537925,0.000433164966236338,0.000321578860324519,0.000107823354538593,0.000405749153388786,0.00109398904301599,0.000353453300757754,0.000208478667019477,0.000159137288675042,0.000226628895184136,0.000172238741025455,0.000171556013038257,0.000157463348333789,0.000342035108897943,0.000227732999324934,0.000220356190041474,0.000100300902708124,0.000122341119665927,0.000158122503328895,8.15018066233802e-05,0.000163981116279873,0.000314112952162025,0.00028245706260347,0.000124021265512993,6.82465748750235e-05,0.000477623708331122,0.000385389870027266,0.000561482313307131,0.000443201220619755,0.000490245955470867,0.00036749993875001,0.000194421491907205,0.000250377407121028,0.000229303182904566,0.000326822681494096,0.000233094612299358,0.00017186264737222,0.000156230166092195,0.00010063616432448,0.000207524235866117,0.000195477273194922,0.00030299313936963,0.000245838587141849,0.000126676484094184,6.29833094230029e-05,0.000500988059784575,8.48568276746401e-05,0.000766777082566556,0.000608655500986442,0.000223359324236517,8.75209685653855e-05,0.000197616338101111,0.00020860348424198,0.000185952814473327,0.000122215991603042
"Enterococcus",5.66406434377095e-05,3.45384369630352e-05,0.000109044767833776,4.40952103782487e-05,0.00102346662767746,5.09969911775205e-05,1.52842098827701e-05,2.09604057934562e-05,1.54533232371622e-05,7.28501908675001e-06,4.78044116642764e-05,7.19819914145116e-05,2.81100226285682e-05,6.43827482849151e-05,4.61353919970473e-05,1.56230471191101e-05,5.97020865879262e-05,3.41619504196226e-05,0,1.47732309055991e-05,1.798965594783e-05,8.9420643649793e-06,8.25947981796106e-06,1.73576456089496e-05,6.80023460809398e-05,7.23452895981943e-06,2.04905436141221e-05,6.46663217796172e-05,0.000118685557451228,2.20999359101859e-05,7.98970925448023e-06,2.52486996919659e-05,3.21272754142812e-05,3.32474441027346e-05,0.000113678347116833,0,0.000649020825102997,0.000169880861812998,5.3897978825794e-05,5.17170045510964e-05,0.000111214381608319,0.000134829296479992,5.32623169107856e-05,5.1397271539128e-05,2.97521644699652e-05,2.55920289360541e-05,2.43090162141138e-05,6.15060788507931e-05,3.54906943399441e-05,5.20566078426998e-05,5.40344430978718e-05,1.57115361954515e-05,1.50317169227069e-05,3.0940354731167e-05,9.1879674378434e-06,4.62100090879685e-05,1.56057366687995e-05,7.69211045870619e-05,3.10046755050662e-05,3.20736410799195e-05,0.000102971186789733,0,2.71955906882297e-05,3.43112026076514e-05,2.48626339474404e-05,5.02992807202857e-05,5.69332498312336e-05,3.14794557202106e-05,3.00902708124373e-05,8.15607464439514e-06,8.32223701731025e-05,9.05575629148668e-06,1.72611701347234e-05,7.13893073095512e-06,3.92301475838152e-05,9.09489280428618e-05,8.53082185937793e-06,1.51626574073372e-05,0,0,2.90623751226069e-05,9.24992368812957e-06,1.63333306111116e-05,2.08308741329149e-05,0,8.81935318863714e-06,2.58017906442707e-05,4.8226471510212e-05,1.37490117897776e-05,3.90575415230488e-05,7.18829745174855e-06,9.88210646981511e-06,1.02882775365748e-05,1.44282447318871e-05,3.17211080183031e-05,7.9172802558865e-06,4.89870184401134e-05,3.47908374850399e-05,1.88570728165867e-05,0,4.19762414473408e-05,6.76846437080355e-06,1.45868280942309e-05,0.000190801981614866,4.510345605232e-05,2.32441018091659e-05,2.87567039065982e-05
"Erwinia",9.44010723961824e-06,0,0,0,6.64588719271079e-05,0,0,1.39736038623041e-05,0,0,0,6.54381740131923e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.50029326011747e-06,0,0,0,0,0,0,0,0,0,0,0,7.05457418590214e-06,0,0,0,0,0,7.60890241582652e-06,7.34246736273257e-06,7.4380411174913e-06,0,0,0,0,0,0,2.35673042931773e-05,7.51585846135346e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86986393005265e-06,0,0,0,0,0,0,0,0,0,7.5813287036686e-06,0,0,0,0,8.16666530555578e-06,0,0,0,0,0,6.8745058948888e-06,0,0,0,0,0,0,0,0,6.95816749700799e-06,0,0,2.09881207236704e-05,0,0,0,5.63793200654e-06,0,0
