"","SC249358.PC04924.A01","SC249363.PC04924.F01","SC249383.PC04924.E02","SC249388.PC04924.A03","SC249397.PC04924.B04","SC249400.PC04924.E04","SC249409.PC04924.D05","SC249413.PC04924.H05","SC249427.PC04924.E07","SC249428.PC04924.F07","SC249434.PC04924.C08","SC249439.PC04924.H08","SC249443.PC04924.D09","SC249446.PC04924.F09","SC253848.PC04924.C11","SC253851.PC04924.E11","SC253185.PC04925.C06","SC253192.PC04925.B07","SC253195.PC04925.E07","SC253204.PC04925.A09","SC249439.PC07578.G07","SC249443.PC07578.E05","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304926.PC07578.E06","SC304936.PC07578.B11","SC284724.PC04924.A12","SC284730.PC04925.A12","SC284725.PC04924.B12","SC284731.PC04925.B12","SC326764.PC07578.B12","SC284726.PC04924.C12","SC284732.PC04925.C12","SC326765.PC07578.C12","SC284727.PC04924.D12","SC284733.PC04925.D12","SC326766.PC07578.D12","SC249362.PC04924.E01","SC284728.PC04924.E12","SC284734.PC04925.E12","SC326767.PC07578.E12","SC284729.PC04924.F12","SC284735.PC04925.F12","SC326768.PC07578.F12","SC249368.PC04924.B02","SC249390.PC04924.C03","SC249391.PC04924.D03","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249408.PC04924.C05","SC249412.PC04924.G05","SC249420.PC04924.G06","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249437.PC04924.F08","SC249442.PC04924.C09","SC249451.PC04924.C10","SC253844.PC04924.G10","SC253854.PC04924.H11","SC249391.PC04925.H01","SC249408.PC04925.E02","SC249432.PC04925.B04","SC249437.PC04925.F04","SC253181.PC04925.G05","SC253189.PC04925.F06","SC253194.PC04925.D07","SC253196.PC04925.F07","SC261522.PC04925.F11","SC249362.PC07578.H08","SC249368.PC07578.C10","SC249408.PC07578.E02","SC249420.PC07578.H07","SC249437.PC07578.F04","SC249451.PC07578.F06","SC253181.PC07578.G05","SC253196.PC07578.F07","SC304092.PC07578.A03","SC304097.PC07578.A09","SC304924.PC07578.A.11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304927.PC07578.B02","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02","SC304937.PC07578.D04"
"Rhodobacterales",0,0,0,0,0,0,0,8.05840733637404e-06,0,0,0,0,0,0,0,0,0,8.58619682997613e-06,0,2.53017230473395e-05,0,0,0,0,0,0,0.00438546368778927,0.00439940981883594,0.0655383598892023,0.0639163015805903,0.0629068643248469,0.00341850343956198,0.00299777129045422,0.00314728109882851,0.010453185293339,0.0106140125518406,0.0111201664994039,0,0,0,0,0,8.37436773523599e-06,0,9.82781665225254e-06,0,0,8.15348112876793e-06,0,0,0,7.01926789035904e-06,8.27526853246388e-06,0,6.25950662568776e-06,0,7.35056305312987e-06,0,0,1.07053773110233e-05,0,0,0,0,0,0,0,7.58765640056756e-06,0,0,9.16548279180606e-06,0,0,0,0,0,0,1.51982613189051e-05,0,0,1.70028989942785e-05,0,0,0
"Lactobacillales",0.0639262934089298,0.0670803209514049,0.0450805385993499,0.0437358149968892,0.0415752946490904,0.0399511929337191,0.0301978067637151,0.04295936951021,0.0412666027943011,0.0322379587100981,0.181498043599776,0.131608880953752,0.212417183158795,0.140149314557736,0.151173895157499,0.0705240110068941,0.0428778764922524,0.0836896605017773,0.0881083287733104,0.0986514181615768,0.12769668100799,0.223411722058109,0.074009835620936,0.0839990370094767,0.119493497082269,0.101457271529756,0.182903834066625,0.209938758598387,0.0159674044708733,0.0178479862541719,0.0166433916997887,0.156457953109645,0.159407665505226,0.154741320692402,0.30570954103858,0.299856864975961,0.306703756339707,0.249084945572087,0.171881401270815,0.172137688869972,0.165655918570717,0.215959959695403,0.216234549291528,0.216240901358173,0.276731661294127,0.247272461009006,0.306376053159253,0.215643268893654,0.210753724881045,0.226978505129458,0.26076299103822,0.2348015302004,0.237144370334817,0.166060162750297,0.16086306077355,0.158958277434934,0.15413395666108,0.233342921487052,0.230583540312003,0.285041376283307,0.215714727501963,0.156976188199292,0.160547098431558,0.275104011887073,0.268257162527141,0.24617731023425,0.224003265245543,0.249163460881837,0.278704934574051,0.271412226217718,0.217176114751845,0.258618954656147,0.16033511581608,0.176793017267495,0.300028694404591,0.222843444532954,0.247241566611809,0.223953979664726,0.217093875637021,0.233839537010078,0.213496901221658,0.18383425736796,0.195504532154585,0.188601390440306
"Selenomonadales",0.000296372656401005,9.23335457004884e-06,0.00119166322138184,0.000613405539928319,0.00173298837830069,0.00154248747208558,1.48392170829067e-05,1.61168146727481e-05,6.89270131857376e-06,4.79446143814665e-05,8.38457238680827e-05,0.00133185509416575,0.000349077438199045,0.00228914304542735,0,7.3971062520342e-06,8.38933212526951e-06,4.29309841498807e-05,0.000364801834432082,0.000708448245325507,0.00161339889366933,0.000547615558452176,0.00121339300371869,0.000233452248072195,0.000120777553173907,0.000110347110629875,1.42848980058282e-05,2.02116837006245e-05,0,8.9959608135947e-06,2.14845848103985e-05,1.40390284992279e-05,1.56951376463572e-05,6.47588703462657e-06,8.02239853671451e-06,3.67012882152164e-05,2.69416511190888e-05,0,1.60659345955803e-05,1.77342697027736e-05,0,2.47774162110375e-05,6.69949418818879e-05,6.9721393312324e-06,9.82781665225254e-06,0.000135984686032281,8.9917545610675e-05,0.000163069622575359,1.78544328093057e-05,3.48942703608068e-05,9.20973398037618e-05,0,8.27526853246388e-06,9.1432751211484e-06,2.50380265027511e-05,1.67695197209552e-05,2.20516891593896e-05,0,2.79072363463846e-05,0.000214107546220467,5.94714180364917e-05,4.78148608587549e-05,2.00696416565482e-05,1.48588410104012e-05,8.8262811347067e-06,7.82136013452739e-05,0.000129867720450455,0.000515960635238594,4.0040360683569e-05,2.22889238907546e-05,1.83309655836121e-05,0.000100629943445972,3.39736228791966e-05,2.84004847016056e-05,5.02152080344333e-05,2.97789656276289e-05,0.000113499096060771,7.59913065945256e-05,6.89602857714242e-05,7.66201327060698e-05,0,0.0001021301429822,0.000125271795055343,2.50079191744052e-05
"Bacillales",0.0522517879002642,0.0531841223234813,0.0585941616608705,0.0569152711690633,0.0675619071085376,0.0620908763017136,0.0528869696834795,0.0669250729285864,0.0614139687484922,0.0501117109515088,0.0315190050307434,0.03545614237171,0.0409346726508513,0.0208450753076036,0.0375088152327221,0.0499304672012309,0.057928338324986,0.05757044974499,0.0550850769992443,0.0546011183361587,0.0351413644744929,0.0451127239631941,0.0424187918888247,0.0788484967863839,0.0770942192049023,0.0702221425270868,0.439174904291183,0.416805341274279,0.807823604652148,0.802952474339022,0.806323629462527,0.312958023304787,0.302845528455285,0.311431883382226,0.286664366912419,0.26968106580541,0.280240319527982,0.308285401910919,0.59112999750978,0.586587571823792,0.586091536764182,0.573762368060259,0.571391484942887,0.571617815210419,0.205676546898341,0.242021360056068,0.198376089126271,0.187929586536972,0.200067846844675,0.161604089608486,0.160554000920973,0.166279437054715,0.160391254696215,0.535978787601719,0.595078775890884,0.521699758518916,0.515818411690335,0.213313034510338,0.308521474618369,0.202877605421203,0.146264005518948,0.562599215836282,0.541107643523025,0.280237741456166,0.325998693710392,0.405826913300223,0.400011131518896,0.345405294666636,0.351434245719685,0.252897560105798,0.156079006461665,0.177719188788483,0.554028252464786,0.533228567100879,0.296721664275466,0.423583451828801,0.294043729580297,0.302437801115552,0.350628573004807,0.347589786025509,0.404269427937463,0.39985409979574,0.399670714138712,0.433278871642687
"Desulfovibrionales",0.0148572901230591,0.019279244342262,0.0232901254083676,0.0206980555044384,0.0169520758901072,0.017696398560345,0.0330246776180089,0.0386320047705771,0.0378822864468814,0.0371283093770077,0.0475754611514813,0.0327924321833784,0.0319370235805372,0.0265159069428668,0.0238819346497414,0.0253720744444773,0.0345724376882356,0.0379338175948345,0.0285761436971797,0.0437719808718974,0.0369775660725261,0.0324172984813309,0.0255526291371348,0.0222436220116288,0.0349682800005085,0.0439940136692483,2.85697960116565e-05,0,1.69415432051706e-05,8.9959608135947e-06,7.16152827013285e-06,7.01951424961393e-06,2.35427064695357e-05,1.94276611038797e-05,1.6044797073429e-05,7.34025764304327e-06,0,2.85211769739031e-05,8.03296729779013e-06,1.77342697027736e-05,0,1.6518277474025e-05,3.3497470940944e-05,0,1.96556333045051e-05,7.32225232481511e-05,8.9917545610675e-05,1.63069622575359e-05,8.92721640465287e-06,8.72356759020169e-06,6.37596967872197e-05,1.40385357807181e-05,8.27526853246388e-06,0,6.25950662568776e-06,2.51542795814328e-05,1.47011261062597e-05,7.01572223352533e-06,6.97680908659615e-06,1.07053773110233e-05,4.75771344291933e-05,0,1.00348208282741e-05,7.42942050520059e-06,0,3.9106800672637e-05,6.49338602252277e-05,0.000121402502409081,0,2.22889238907546e-05,0,1.34173257927962e-05,6.79472457583932e-06,9.46682823386852e-06,7.17360114777618e-06,2.97789656276289e-05,6.48566263204404e-05,0,6.89602857714242e-06,2.55400442353566e-05,0,1.45900204260286e-05,3.57919414443838e-05,8.33597305813508e-06
"Bifidobacteriales",0.00994781264093808,0.0169339722814696,0.00446671044205031,0.00644075816924735,0.0114081557225576,0.00847216999593274,0.00517888676193444,0.00512514706593389,0.00567958588650478,0.00564787557413676,0.0228968697596423,0.0221663882969533,0.0293723730141768,0.00793396169153797,0.0207231429243065,0.016229251116963,0.00620810577269944,0.00724675012449985,0.0232344025501385,0.0159906889659186,0.0222418561770129,0.0281212158607977,0.0204135528860909,0.0183989553011899,0.0167753664645232,0.0166072401497962,0.0660962230729673,0.0681335857548053,0.000660720185001652,0.000755660708341954,0.000802091166254879,0.0375473817211849,0.0381784223247638,0.0386416179356167,8.02239853671451e-05,0.000117444122288692,0.000107766604476355,1.90141179826021e-05,8.03296729779013e-06,0,0,0,0,0,9.82781665225254e-06,1.04603604640216e-05,0,8.15348112876793e-06,0,8.72356759020169e-06,7.08441075413552e-06,7.01926789035904e-06,0,0,0,0,0,0,6.97680908659615e-06,0,0,0,0,0,0,7.82136013452739e-06,0,7.58765640056756e-06,1.60161442734276e-05,0,9.16548279180606e-06,6.70866289639812e-06,0,0,7.17360114777618e-06,1.48894828138145e-05,0,7.59913065945256e-06,6.89602857714242e-06,1.02160176941426e-05,0,3.64750510650715e-05,8.94798536109595e-06,0
"Deinococcales",0,0,0,8.76293628469027e-06,0,0,0,0,0,0,0,0,0,0,0,7.3971062520342e-06,0,0,0,0,0,0,0,0,0,0,0.0169704588309239,0.0160480768582959,0.000152473888846535,0.00013493941220392,0.000121745980592258,0.00764425101782957,0.0074002574002574,0.00670901896787312,2.40671956101435e-05,1.46805152860865e-05,4.04124766786333e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1432751211484e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58765640056756e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacteriales",0.27217318471748,0.306796672299013,0.254107995492757,0.247474083615938,0.253714426512258,0.232831193547644,0.247814925284542,0.259964220671426,0.266699292119575,0.279910247681878,0.235473728339855,0.170491850486667,0.154605684975422,0.0974880123474988,0.338989774330042,0.275061395981892,0.185790149246219,0.177940343104425,0.232865170979145,0.193836500265668,0.163045482483098,0.15027804987158,0.207511616453609,0.287999824910814,0.240417254662649,0.254460437112492,0.000135706531055368,2.02116837006245e-05,6.77661728206822e-05,3.59838432543788e-05,1.43230565402657e-05,0.000147409799241892,3.13902752927143e-05,1.29517740692531e-05,0.000136380775124147,5.87220611443462e-05,2.69416511190888e-05,0.000114084707895612,0.000104428574871272,2.66014045541605e-05,2.13538330130258e-05,0.000123887081055188,5.02462064114159e-05,6.9721393312324e-06,0.000167072883088293,0.000324271174384669,0.000233785618587755,7.33813301589114e-05,4.46360820232643e-05,7.85121083118152e-05,7.79285182954908e-05,7.72119467939494e-05,4.96516111947833e-05,8.22894760903356e-05,0.000100152106011004,0.000100617118325731,0.000124959571903208,0.00010523583350288,9.76753272123462e-05,0.000117759150421257,0.000178414254109475,1.9125944343502e-05,3.01044624848223e-05,0,1.76525622694134e-05,4.69281608071644e-05,0.000102038923211072,0.000356619850826675,4.0040360683569e-05,2.97185651876727e-05,1.83309655836121e-05,4.69606402747868e-05,5.43577966067145e-05,9.46682823386852e-06,3.58680057388809e-05,5.95579312552579e-05,0.000129713252640881,7.59913065945256e-06,9.65444000799939e-05,0.000143024247717997,5.95101464799748e-05,0.000196965275751386,0.000134219780416439,2.50079191744052e-05
"Bacteroidales",0.224611816248953,0.24376979400386,0.23255267232504,0.245335927162474,0.244195310254199,0.221005456261655,0.244157058273605,0.227504955920512,0.223847368022002,0.246694218838398,0.171387646730017,0.15129873869723,0.131359977203106,0.108049285943448,0.172499412317819,0.226484599224783,0.222912943900536,0.236738618996102,0.19395297530639,0.189889431470283,0.143469575906577,0.129183281528387,0.247025402739413,0.185492401858864,0.191604053040416,0.194404022152182,0.000264270613107822,0.000289700799708952,0.000313418549295655,0.000224899020339867,0.000229168904644251,0.119352800786186,0.115476975233073,0.113943232374254,0.179164226520445,0.174852277314934,0.174554957600577,0.000475352949565052,0.000337384626507185,0.000274881180392991,0.000313189550857712,0.000239515023373363,0.000736944360700767,0.000160359204618345,0.000294834499567576,0.00214437389512443,0.00220297986746154,0.00538129754498683,0.00116053813260487,0.000453625514690488,0.00318090042860685,0.000421156073421542,0.000372387083960875,0.000420590655572826,0.000244120758401823,0.000427622752884357,0.000448384346240922,0.000512147723047349,0.000390701308849385,0.00282621961011016,0.00078502271808169,0.00039208185904179,0.000381323191474416,0.000297176820208024,0.000291267277445321,0.000946384576277815,0.00135433479898332,0.00789875031299083,0.000312314813331839,0.000482926684299682,0.000595756381467394,0.00180463031913109,0.000332941504216127,0.000520675552862769,0.000459110473457676,0.00168995629936794,0.00545606368920705,0.00218854962992234,0.00166883891566847,0.00175204703454546,0.000399568126365545,0.00190399766559673,0.00189697289655234,0.000825261332755373
"Pseudomonadales",2.57715353392178e-05,5.54001274202931e-05,0.000226983470739399,2.62888088540708e-05,0.00223399449714591,1.53481340506028e-05,5.19372597901735e-05,6.44672586909923e-05,0.000144746727690049,0.000105478151639226,2.09614309670207e-05,0.000597534988193285,0.00174538719099523,0.000182090924068085,2.93841090738129e-05,7.3971062520342e-06,1.6778664250539e-05,8.58619682997613e-05,0.000199772433141378,5.0603446094679e-05,0.000683773816840811,0.00237557171835592,6.42384531380484e-05,0.000714947509721098,0.0033372744955948,0.00114485127278495,4.28546940174847e-05,6.73722790020818e-06,1.69415432051706e-05,5.39757648815682e-05,7.16152827013285e-06,0.087308718236698,0.0885598141695703,0.0858184549828713,0.00504608867959342,0.0048519103020516,0.00486296802699553,0.0258116651613823,0.0435788475905115,0.0449386394268284,0.0572496263079223,0.050199045243562,0.0516531001909356,0.052890648966729,0.0353604843148046,0.0288601345202356,0.0268044203465422,0.0361933027306008,0.0479034432273673,0.144950799078791,0.148283801494811,0.115165128277121,0.138842455437679,0.060318185974216,0.0511464286384947,0.0763096994902066,0.0735717855987769,0.0492573858015813,0.0463818268076912,0.0272558906338654,0.155291766776887,0.0597590131012719,0.0587739455912015,0.0928008915304606,0.0877332344789846,0.0634546947714208,0.0701192927774995,0.0228540210785095,0.0207969633390458,0.0341020535528545,0.167068420329041,0.140754456229329,0.0606429168393659,0.0777794607694638,0.08993543758967,0.0713504016437989,0.0227646758384746,0.032273507910695,0.0440518305507858,0.111017464282248,0.0361651661608304,0.0802815873942224,0.0393263956620167,0.0448892149180574
"Synergistales",0.00417498872495329,0.00789451815739176,0.00633932407565035,0.00467940797602461,0.00469795901605684,0.00399818892018203,0.004533380818828,0.00867084629393847,0.0073820831121925,0.00803551737033379,0.0265231973169368,0.00665207625410355,0.00892640877680416,0.00312155869831002,0.0270554184297132,0.00696807408941622,0.00480708730777943,0.00504868373602596,0.00598448723627867,0.00566758596260405,0.00764443761524278,0.00979537689062343,0.00416122424216469,0.0107533941768255,0.0124655148302122,0.0101588308723629,0,0,8.47077160258528e-06,0,1.43230565402657e-05,1.40390284992279e-05,0,0,8.02239853671451e-06,0,6.73541277977221e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01926789035904e-06,0,0,0,1.67695197209552e-05,7.35056305312987e-06,7.01572223352533e-06,6.97680908659615e-06,0,0,0,0,0,8.8262811347067e-06,7.82136013452739e-06,0,0,0,0,0,6.70866289639812e-06,6.79472457583932e-06,0,0,1.48894828138145e-05,0,0,0,1.02160176941426e-05,0,0,0,0
"Rickettsiales",0,0,8.1065525264071e-06,0,0,7.6740670253014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07053773110233e-05,0,0,0,0,0,0,0,2.27629692017027e-05,0,0,0,0,0,0,0,0,0,7.59913065945256e-06,0,0,0,0,0,0
